,Año,Trimestre,Provincia,Velocidad,Conexiones
946,2022.0,2.0,La Pampa,Entre 1 Mbps y 6 Mbps,247.361
947,2022.0,2.0,La Rioja,Entre 1 Mbps y 6 Mbps,1073.108
948,2022.0,2.0,Mendoza,Entre 1 Mbps y 6 Mbps,936.069
949,2022.0,2.0,Misiones,Entre 1 Mbps y 6 Mbps,41.25
950,2022.0,2.0,Neuquén,Entre 1 Mbps y 6 Mbps,38.826
951,2022.0,2.0,Río Negro,Entre 1 Mbps y 6 Mbps,33.364
952,2022.0,2.0,Salta,Entre 1 Mbps y 6 Mbps,41.724
953,2022.0,2.0,San Juan,Entre 1 Mbps y 6 Mbps,889.5250000000001
954,2022.0,2.0,San Luis,Entre 1 Mbps y 6 Mbps,225.621
955,2022.0,2.0,Santa Cruz,Entre 1 Mbps y 6 Mbps,973.386
956,2022.0,2.0,Santa Fe,Entre 1 Mbps y 6 Mbps,310.362
957,2022.0,2.0,Santiago Del Estero,Entre 1 Mbps y 6 Mbps,1100.5090000000002
958,2022.0,2.0,Tierra Del Fuego,Entre 1 Mbps y 6 Mbps,335.728
959,2022.0,2.0,Tucumán,Entre 1 Mbps y 6 Mbps,502.992
960,2022.0,3.0,Buenos Aires,Entre 1 Mbps y 6 Mbps,259866.0
961,2022.0,3.0,Capital Federal,Entre 1 Mbps y 6 Mbps,31320.0
962,2022.0,3.0,Catamarca,Entre 1 Mbps y 6 Mbps,2716.0
963,2022.0,3.0,Chaco,Entre 1 Mbps y 6 Mbps,16067.0
964,2022.0,3.0,Chubut,Entre 1 Mbps y 6 Mbps,46457.0
965,2022.0,3.0,Córdoba,Entre 1 Mbps y 6 Mbps,143686.0
966,2022.0,3.0,Corrientes,Entre 1 Mbps y 6 Mbps,22647.0
967,2022.0,3.0,Entre Ríos,Entre 1 Mbps y 6 Mbps,45629.0
968,2022.0,3.0,Formosa,Entre 1 Mbps y 6 Mbps,22458.0
969,2022.0,3.0,Jujuy,Entre 1 Mbps y 6 Mbps,18652.0
970,2022.0,3.0,La Pampa,Entre 1 Mbps y 6 Mbps,52618.0
971,2022.0,3.0,La Rioja,Entre 1 Mbps y 6 Mbps,2531.0
972,2022.0,3.0,Mendoza,Entre 1 Mbps y 6 Mbps,35541.0
973,2022.0,3.0,Misiones,Entre 1 Mbps y 6 Mbps,35622.0
974,2022.0,3.0,Neuquén,Entre 1 Mbps y 6 Mbps,38814.0
975,2022.0,3.0,Río Negro,Entre 1 Mbps y 6 Mbps,32053.0
976,2022.0,3.0,Salta,Entre 1 Mbps y 6 Mbps,31530.0
977,2022.0,3.0,San Juan,Entre 1 Mbps y 6 Mbps,30069.0
978,2022.0,3.0,San Luis,Entre 1 Mbps y 6 Mbps,11785.0
979,2022.0,3.0,Santa Cruz,Entre 1 Mbps y 6 Mbps,11616.0
980,2022.0,3.0,Santa Fe,Entre 1 Mbps y 6 Mbps,115767.0
981,2022.0,3.0,Santiago Del Estero,Entre 1 Mbps y 6 Mbps,26183.0
982,2022.0,3.0,Tierra Del Fuego,Entre 1 Mbps y 6 Mbps,11649.0
983,2022.0,3.0,Tucumán,Entre 1 Mbps y 6 Mbps,29996.0
984,2022.0,4.0,Buenos Aires,Entre 1 Mbps y 6 Mbps,491.634
985,2022.0,4.0,Capital Federal,Entre 1 Mbps y 6 Mbps,1307.043
986,2022.0,4.0,Catamarca,Entre 1 Mbps y 6 Mbps,1166.551
987,2022.0,4.0,Chaco,Entre 1 Mbps y 6 Mbps,1371.71
988,2022.0,4.0,Chubut,Entre 1 Mbps y 6 Mbps,46.457
989,2022.0,4.0,Córdoba,Entre 1 Mbps y 6 Mbps,329.5
990,2022.0,4.0,Corrientes,Entre 1 Mbps y 6 Mbps,502.167
991,2022.0,4.0,Entre Ríos,Entre 1 Mbps y 6 Mbps,435.239
992,2022.0,4.0,Formosa,Entre 1 Mbps y 6 Mbps,22.458
993,2022.0,4.0,Jujuy,Entre 1 Mbps y 6 Mbps,18.652
994,2022.0,4.0,La Pampa,Entre 1 Mbps y 6 Mbps,237.433
995,2022.0,4.0,La Rioja,Entre 1 Mbps y 6 Mbps,909.623
996,2022.0,4.0,Mendoza,Entre 1 Mbps y 6 Mbps,35.541000000000004
997,2022.0,4.0,Misiones,Entre 1 Mbps y 6 Mbps,39.618
998,2022.0,4.0,Neuquén,Entre 1 Mbps y 6 Mbps,38.814
999,2022.0,4.0,Río Negro,Entre 1 Mbps y 6 Mbps,32.053000000000004
1000,2022.0,4.0,Salta,Entre 1 Mbps y 6 Mbps,39.522000000000006
1001,2022.0,4.0,San Juan,Entre 1 Mbps y 6 Mbps,889.2090000000001
1002,2022.0,4.0,San Luis,Entre 1 Mbps y 6 Mbps,820.975
1003,2022.0,4.0,Santa Cruz,Entre 1 Mbps y 6 Mbps,836.7900000000001
1004,2022.0,4.0,Santa Fe,Entre 1 Mbps y 6 Mbps,287.595
1005,2022.0,4.0,Santiago Del Estero,Entre 1 Mbps y 6 Mbps,1131.077
1006,2022.0,4.0,Tierra Del Fuego,Entre 1 Mbps y 6 Mbps,883.7760000000001
1007,2022.0,4.0,Tucumán,Entre 1 Mbps y 6 Mbps,494.531
1008,2017.0,4.0,Buenos Aires,Entre 10 Mbps y 20 Mbps,831.394
1009,2017.0,4.0,Capital Federal,Entre 10 Mbps y 20 Mbps,467.111
1010,2017.0,4.0,Catamarca,Entre 10 Mbps y 20 Mbps,4.925
1011,2017.0,4.0,Chaco,Entre 10 Mbps y 20 Mbps,768.3739999999999
1012,2017.0,4.0,Chubut,Entre 10 Mbps y 20 Mbps,7.0
1013,2017.0,4.0,Córdoba,Entre 10 Mbps y 20 Mbps,219.6
1014,2017.0,4.0,Corrientes,Entre 10 Mbps y 20 Mbps,753.308
1015,2017.0,4.0,Entre Ríos,Entre 10 Mbps y 20 Mbps,48.991
1016,2017.0,4.0,Formosa,Entre 10 Mbps y 20 Mbps,37.965
1017,2017.0,4.0,Jujuy,Entre 10 Mbps y 20 Mbps,18.492
1018,2017.0,4.0,La Pampa,Entre 10 Mbps y 20 Mbps,792.0
1019,2017.0,4.0,La Rioja,Entre 10 Mbps y 20 Mbps,5.813
1020,2017.0,4.0,Mendoza,Entre 10 Mbps y 20 Mbps,278.0
1021,2017.0,4.0,Misiones,Entre 10 Mbps y 20 Mbps,843.44
1022,2017.0,4.0,Neuquén,Entre 10 Mbps y 20 Mbps,163.64
1023,2017.0,4.0,Río Negro,Entre 10 Mbps y 20 Mbps,112.402
1024,2017.0,4.0,Salta,Entre 10 Mbps y 20 Mbps,207.779
1025,2017.0,4.0,San Juan,Entre 10 Mbps y 20 Mbps,0.0
1026,2017.0,4.0,San Luis,Entre 10 Mbps y 20 Mbps,0.0
1027,2017.0,4.0,Santa Cruz,Entre 10 Mbps y 20 Mbps,100.0
1028,2017.0,4.0,Santa Fe,Entre 10 Mbps y 20 Mbps,152.328
1029,2017.0,4.0,Santiago Del Estero,Entre 10 Mbps y 20 Mbps,30.332
1030,2017.0,4.0,Tierra Del Fuego,Entre 10 Mbps y 20 Mbps,0.0
1031,2017.0,4.0,Tucumán,Entre 10 Mbps y 20 Mbps,100.242
1032,2018.0,1.0,Buenos Aires,Entre 10 Mbps y 20 Mbps,1007.557
1033,2018.0,1.0,Capital Federal,Entre 10 Mbps y 20 Mbps,929.384
1034,2018.0,1.0,Catamarca,Entre 10 Mbps y 20 Mbps,5.537
1035,2018.0,1.0,Chaco,Entre 10 Mbps y 20 Mbps,686.632
1036,2018.0,1.0,Chubut,Entre 10 Mbps y 20 Mbps,4.0
1037,2018.0,1.0,Córdoba,Entre 10 Mbps y 20 Mbps,1246.278
1038,2018.0,1.0,Corrientes,Entre 10 Mbps y 20 Mbps,672.414
1039,2018.0,1.0,Entre Ríos,Entre 10 Mbps y 20 Mbps,945.492
1040,2018.0,1.0,Formosa,Entre 10 Mbps y 20 Mbps,39.032
1041,2018.0,1.0,Jujuy,Entre 10 Mbps y 20 Mbps,18.91
1042,2018.0,1.0,La Pampa,Entre 10 Mbps y 20 Mbps,1076.0
1043,2018.0,1.0,La Rioja,Entre 10 Mbps y 20 Mbps,5.831
1044,2018.0,1.0,Mendoza,Entre 10 Mbps y 20 Mbps,266.0
1045,2018.0,1.0,Misiones,Entre 10 Mbps y 20 Mbps,733.515
1046,2018.0,1.0,Neuquén,Entre 10 Mbps y 20 Mbps,174.866
1047,2018.0,1.0,Río Negro,Entre 10 Mbps y 20 Mbps,1042.971
1048,2018.0,1.0,Salta,Entre 10 Mbps y 20 Mbps,218.583
1049,2018.0,1.0,San Juan,Entre 10 Mbps y 20 Mbps,0.0
1050,2018.0,1.0,San Luis,Entre 10 Mbps y 20 Mbps,0.0
1051,2018.0,1.0,Santa Cruz,Entre 10 Mbps y 20 Mbps,100.0
1052,2018.0,1.0,Santa Fe,Entre 10 Mbps y 20 Mbps,189.899
1053,2018.0,1.0,Santiago Del Estero,Entre 10 Mbps y 20 Mbps,29.423
1054,2018.0,1.0,Tierra Del Fuego,Entre 10 Mbps y 20 Mbps,0.0
1055,2018.0,1.0,Tucumán,Entre 10 Mbps y 20 Mbps,101.33
1056,2018.0,2.0,Buenos Aires,Entre 10 Mbps y 20 Mbps,825.0469999999999
1057,2018.0,2.0,Capital Federal,Entre 10 Mbps y 20 Mbps,454.336
1058,2018.0,2.0,Catamarca,Entre 10 Mbps y 20 Mbps,4.347
1059,2018.0,2.0,Chaco,Entre 10 Mbps y 20 Mbps,567.341
1060,2018.0,2.0,Chubut,Entre 10 Mbps y 20 Mbps,4.0
1061,2018.0,2.0,Córdoba,Entre 10 Mbps y 20 Mbps,246.289
1062,2018.0,2.0,Corrientes,Entre 10 Mbps y 20 Mbps,577.366
1063,2018.0,2.0,Entre Ríos,Entre 10 Mbps y 20 Mbps,804.51
1064,2018.0,2.0,Formosa,Entre 10 Mbps y 20 Mbps,29.707
1065,2018.0,2.0,Jujuy,Entre 10 Mbps y 20 Mbps,3.977
1066,2018.0,2.0,La Pampa,Entre 10 Mbps y 20 Mbps,965.0
1067,2018.0,2.0,La Rioja,Entre 10 Mbps y 20 Mbps,553.092
1068,2018.0,2.0,Mendoza,Entre 10 Mbps y 20 Mbps,266.0
1069,2018.0,2.0,Misiones,Entre 10 Mbps y 20 Mbps,609.1610000000001
1070,2018.0,2.0,Neuquén,Entre 10 Mbps y 20 Mbps,211.232
1071,2018.0,2.0,Río Negro,Entre 10 Mbps y 20 Mbps,928.567
1072,2018.0,2.0,Salta,Entre 10 Mbps y 20 Mbps,28.431
1073,2018.0,2.0,San Juan,Entre 10 Mbps y 20 Mbps,0.0
1074,2018.0,2.0,San Luis,Entre 10 Mbps y 20 Mbps,0.0
1075,2018.0,2.0,Santa Cruz,Entre 10 Mbps y 20 Mbps,100.0
1076,2018.0,2.0,Santa Fe,Entre 10 Mbps y 20 Mbps,176.539
1077,2018.0,2.0,Santiago Del Estero,Entre 10 Mbps y 20 Mbps,3.278
1078,2018.0,2.0,Tierra Del Fuego,Entre 10 Mbps y 20 Mbps,75.0
1079,2018.0,2.0,Tucumán,Entre 10 Mbps y 20 Mbps,27.059
1080,2018.0,3.0,Buenos Aires,Entre 10 Mbps y 20 Mbps,645.081
1081,2018.0,3.0,Capital Federal,Entre 10 Mbps y 20 Mbps,377.668
1082,2018.0,3.0,Catamarca,Entre 10 Mbps y 20 Mbps,114.211
1083,2018.0,3.0,Chaco,Entre 10 Mbps y 20 Mbps,469.885
1084,2018.0,3.0,Chubut,Entre 10 Mbps y 20 Mbps,531.0
1085,2018.0,3.0,Córdoba,Entre 10 Mbps y 20 Mbps,223.982
1086,2018.0,3.0,Corrientes,Entre 10 Mbps y 20 Mbps,489.128
1087,2018.0,3.0,Entre Ríos,Entre 10 Mbps y 20 Mbps,680.703
1088,2018.0,3.0,Formosa,Entre 10 Mbps y 20 Mbps,27.318
1089,2018.0,3.0,Jujuy,Entre 10 Mbps y 20 Mbps,4.066000000000001
1090,2018.0,3.0,La Pampa,Entre 10 Mbps y 20 Mbps,920.0
1091,2018.0,3.0,La Rioja,Entre 10 Mbps y 20 Mbps,567.862
1092,2018.0,3.0,Mendoza,Entre 10 Mbps y 20 Mbps,504.227
1093,2018.0,3.0,Misiones,Entre 10 Mbps y 20 Mbps,506.726
1094,2018.0,3.0,Neuquén,Entre 10 Mbps y 20 Mbps,218.59
1095,2018.0,3.0,Río Negro,Entre 10 Mbps y 20 Mbps,790.136
1096,2018.0,3.0,Salta,Entre 10 Mbps y 20 Mbps,25.582
1097,2018.0,3.0,San Juan,Entre 10 Mbps y 20 Mbps,312.0
1098,2018.0,3.0,San Luis,Entre 10 Mbps y 20 Mbps,119.0
1099,2018.0,3.0,Santa Cruz,Entre 10 Mbps y 20 Mbps,206.0
1100,2018.0,3.0,Santa Fe,Entre 10 Mbps y 20 Mbps,163.54399999999998
1101,2018.0,3.0,Santiago Del Estero,Entre 10 Mbps y 20 Mbps,657.152
1102,2018.0,3.0,Tierra Del Fuego,Entre 10 Mbps y 20 Mbps,231.0
1103,2018.0,3.0,Tucumán,Entre 10 Mbps y 20 Mbps,98.99
1104,2018.0,4.0,Buenos Aires,Entre 10 Mbps y 20 Mbps,586.67
1105,2018.0,4.0,Capital Federal,Entre 10 Mbps y 20 Mbps,339.487
1106,2018.0,4.0,Catamarca,Entre 10 Mbps y 20 Mbps,114.352
1107,2018.0,4.0,Chaco,Entre 10 Mbps y 20 Mbps,404.579
1108,2018.0,4.0,Chubut,Entre 10 Mbps y 20 Mbps,531.0
1109,2018.0,4.0,Córdoba,Entre 10 Mbps y 20 Mbps,203.637
1110,2018.0,4.0,Corrientes,Entre 10 Mbps y 20 Mbps,401.112
1111,2018.0,4.0,Entre Ríos,Entre 10 Mbps y 20 Mbps,570.46
1112,2018.0,4.0,Formosa,Entre 10 Mbps y 20 Mbps,25.011000000000003
1113,2018.0,4.0,Jujuy,Entre 10 Mbps y 20 Mbps,5.02
1114,2018.0,4.0,La Pampa,Entre 10 Mbps y 20 Mbps,978.0
1115,2018.0,4.0,La Rioja,Entre 10 Mbps y 20 Mbps,527.693
1116,2018.0,4.0,Mendoza,Entre 10 Mbps y 20 Mbps,505.225
1117,2018.0,4.0,Misiones,Entre 10 Mbps y 20 Mbps,416.828
1118,2018.0,4.0,Neuquén,Entre 10 Mbps y 20 Mbps,262.211
1119,2018.0,4.0,Río Negro,Entre 10 Mbps y 20 Mbps,704.748
1120,2018.0,4.0,Salta,Entre 10 Mbps y 20 Mbps,22.91
1121,2018.0,4.0,San Juan,Entre 10 Mbps y 20 Mbps,312.0
1122,2018.0,4.0,San Luis,Entre 10 Mbps y 20 Mbps,119.0
1123,2018.0,4.0,Santa Cruz,Entre 10 Mbps y 20 Mbps,206.0
1124,2018.0,4.0,Santa Fe,Entre 10 Mbps y 20 Mbps,153.03799999999998
1125,2018.0,4.0,Santiago Del Estero,Entre 10 Mbps y 20 Mbps,657.032
1126,2018.0,4.0,Tierra Del Fuego,Entre 10 Mbps y 20 Mbps,157.746
1127,2018.0,4.0,Tucumán,Entre 10 Mbps y 20 Mbps,101.036
1128,2019.0,1.0,Buenos Aires,Entre 10 Mbps y 20 Mbps,585.419
1129,2019.0,1.0,Capital Federal,Entre 10 Mbps y 20 Mbps,345.107
1130,2019.0,1.0,Catamarca,Entre 10 Mbps y 20 Mbps,302.309
1131,2019.0,1.0,Chaco,Entre 10 Mbps y 20 Mbps,404.579
1132,2019.0,1.0,Chubut,Entre 10 Mbps y 20 Mbps,787.0
1133,2019.0,1.0,Córdoba,Entre 10 Mbps y 20 Mbps,203.678
1134,2019.0,1.0,Corrientes,Entre 10 Mbps y 20 Mbps,401.112
1135,2019.0,1.0,Entre Ríos,Entre 10 Mbps y 20 Mbps,570.415
1136,2019.0,1.0,Formosa,Entre 10 Mbps y 20 Mbps,25.011000000000003
1137,2019.0,1.0,Jujuy,Entre 10 Mbps y 20 Mbps,5.02
1138,2019.0,1.0,La Pampa,Entre 10 Mbps y 20 Mbps,1061.0
1139,2019.0,1.0,La Rioja,Entre 10 Mbps y 20 Mbps,527.693
1140,2019.0,1.0,Mendoza,Entre 10 Mbps y 20 Mbps,722.984
1141,2019.0,1.0,Misiones,Entre 10 Mbps y 20 Mbps,416.713
1142,2019.0,1.0,Neuquén,Entre 10 Mbps y 20 Mbps,262.211
1143,2019.0,1.0,Río Negro,Entre 10 Mbps y 20 Mbps,852.775
1144,2019.0,1.0,Salta,Entre 10 Mbps y 20 Mbps,22.91
1145,2019.0,1.0,San Juan,Entre 10 Mbps y 20 Mbps,520.0
1146,2019.0,1.0,San Luis,Entre 10 Mbps y 20 Mbps,345.0
1147,2019.0,1.0,Santa Cruz,Entre 10 Mbps y 20 Mbps,702.0
1148,2019.0,1.0,Santa Fe,Entre 10 Mbps y 20 Mbps,293.072
1149,2019.0,1.0,Santiago Del Estero,Entre 10 Mbps y 20 Mbps,880.082
1150,2019.0,1.0,Tierra Del Fuego,Entre 10 Mbps y 20 Mbps,641.0
1151,2019.0,1.0,Tucumán,Entre 10 Mbps y 20 Mbps,196.04
1152,2019.0,2.0,Buenos Aires,Entre 10 Mbps y 20 Mbps,551.55
1153,2019.0,2.0,Capital Federal,Entre 10 Mbps y 20 Mbps,254.676
1154,2019.0,2.0,Catamarca,Entre 10 Mbps y 20 Mbps,398.656
1155,2019.0,2.0,Chaco,Entre 10 Mbps y 20 Mbps,269.536
1156,2019.0,2.0,Chubut,Entre 10 Mbps y 20 Mbps,1495.0
1157,2019.0,2.0,Córdoba,Entre 10 Mbps y 20 Mbps,183.432
1158,2019.0,2.0,Corrientes,Entre 10 Mbps y 20 Mbps,263.863
1159,2019.0,2.0,Entre Ríos,Entre 10 Mbps y 20 Mbps,347.871
1160,2019.0,2.0,Formosa,Entre 10 Mbps y 20 Mbps,901.49
1161,2019.0,2.0,Jujuy,Entre 10 Mbps y 20 Mbps,26.7
1162,2019.0,2.0,La Pampa,Entre 10 Mbps y 20 Mbps,309.058
1163,2019.0,2.0,La Rioja,Entre 10 Mbps y 20 Mbps,454.407
1164,2019.0,2.0,Mendoza,Entre 10 Mbps y 20 Mbps,755.346
1165,2019.0,2.0,Misiones,Entre 10 Mbps y 20 Mbps,269.154
1166,2019.0,2.0,Neuquén,Entre 10 Mbps y 20 Mbps,1471.862
1167,2019.0,2.0,Río Negro,Entre 10 Mbps y 20 Mbps,697.6030000000001
1168,2019.0,2.0,Salta,Entre 10 Mbps y 20 Mbps,16.961
1169,2019.0,2.0,San Juan,Entre 10 Mbps y 20 Mbps,785.0
1170,2019.0,2.0,San Luis,Entre 10 Mbps y 20 Mbps,467.0
1171,2019.0,2.0,Santa Cruz,Entre 10 Mbps y 20 Mbps,1202.0
1172,2019.0,2.0,Santa Fe,Entre 10 Mbps y 20 Mbps,269.601
1173,2019.0,2.0,Santiago Del Estero,Entre 10 Mbps y 20 Mbps,3.741
1174,2019.0,2.0,Tierra Del Fuego,Entre 10 Mbps y 20 Mbps,158.416
1175,2019.0,2.0,Tucumán,Entre 10 Mbps y 20 Mbps,245.07
1176,2019.0,3.0,Buenos Aires,Entre 10 Mbps y 20 Mbps,371.396
1177,2019.0,3.0,Capital Federal,Entre 10 Mbps y 20 Mbps,148.001
1178,2019.0,3.0,Catamarca,Entre 10 Mbps y 20 Mbps,398.94
1179,2019.0,3.0,Chaco,Entre 10 Mbps y 20 Mbps,13.336
1180,2019.0,3.0,Chubut,Entre 10 Mbps y 20 Mbps,732.445
1181,2019.0,3.0,Córdoba,Entre 10 Mbps y 20 Mbps,155.449
1182,2019.0,3.0,Corrientes,Entre 10 Mbps y 20 Mbps,10.348
1183,2019.0,3.0,Entre Ríos,Entre 10 Mbps y 20 Mbps,17.064
1184,2019.0,3.0,Formosa,Entre 10 Mbps y 20 Mbps,1276.846
1185,2019.0,3.0,Jujuy,Entre 10 Mbps y 20 Mbps,1014.846
1186,2019.0,3.0,La Pampa,Entre 10 Mbps y 20 Mbps,389.223
1187,2019.0,3.0,La Rioja,Entre 10 Mbps y 20 Mbps,571.32
1188,2019.0,3.0,Mendoza,Entre 10 Mbps y 20 Mbps,756.346
1189,2019.0,3.0,Misiones,Entre 10 Mbps y 20 Mbps,11.256
1190,2019.0,3.0,Neuquén,Entre 10 Mbps y 20 Mbps,1062.543
1191,2019.0,3.0,Río Negro,Entre 10 Mbps y 20 Mbps,31.757
1192,2019.0,3.0,Salta,Entre 10 Mbps y 20 Mbps,20.303
1193,2019.0,3.0,San Juan,Entre 10 Mbps y 20 Mbps,131.137
1194,2019.0,3.0,San Luis,Entre 10 Mbps y 20 Mbps,467.0
1195,2019.0,3.0,Santa Cruz,Entre 10 Mbps y 20 Mbps,1203.0
1196,2019.0,3.0,Santa Fe,Entre 10 Mbps y 20 Mbps,245.929
1197,2019.0,3.0,Santiago Del Estero,Entre 10 Mbps y 20 Mbps,3.612
1198,2019.0,3.0,Tierra Del Fuego,Entre 10 Mbps y 20 Mbps,275.482
1199,2019.0,3.0,Tucumán,Entre 10 Mbps y 20 Mbps,245.133
1200,2019.0,4.0,Buenos Aires,Entre 10 Mbps y 20 Mbps,385.967
1201,2019.0,4.0,Capital Federal,Entre 10 Mbps y 20 Mbps,120.842
1202,2019.0,4.0,Catamarca,Entre 10 Mbps y 20 Mbps,824.489
1203,2019.0,4.0,Chaco,Entre 10 Mbps y 20 Mbps,30.902
1204,2019.0,4.0,Chubut,Entre 10 Mbps y 20 Mbps,903.718
1205,2019.0,4.0,Córdoba,Entre 10 Mbps y 20 Mbps,135.30399999999997
1206,2019.0,4.0,Corrientes,Entre 10 Mbps y 20 Mbps,27.367
1207,2019.0,4.0,Entre Ríos,Entre 10 Mbps y 20 Mbps,42.962
1208,2019.0,4.0,Formosa,Entre 10 Mbps y 20 Mbps,1955.837
1209,2019.0,4.0,Jujuy,Entre 10 Mbps y 20 Mbps,866.923
1210,2019.0,4.0,La Pampa,Entre 10 Mbps y 20 Mbps,541.4110000000001
1211,2019.0,4.0,La Rioja,Entre 10 Mbps y 20 Mbps,531.236
1212,2019.0,4.0,Mendoza,Entre 10 Mbps y 20 Mbps,112.14
1213,2019.0,4.0,Misiones,Entre 10 Mbps y 20 Mbps,27.305
1214,2019.0,4.0,Neuquén,Entre 10 Mbps y 20 Mbps,518.845
1215,2019.0,4.0,Río Negro,Entre 10 Mbps y 20 Mbps,30.536
1216,2019.0,4.0,Salta,Entre 10 Mbps y 20 Mbps,89.295
1217,2019.0,4.0,San Juan,Entre 10 Mbps y 20 Mbps,59.234
1218,2019.0,4.0,San Luis,Entre 10 Mbps y 20 Mbps,525.0
1219,2019.0,4.0,Santa Cruz,Entre 10 Mbps y 20 Mbps,161.065
1220,2019.0,4.0,Santa Fe,Entre 10 Mbps y 20 Mbps,252.388
1221,2019.0,4.0,Santiago Del Estero,Entre 10 Mbps y 20 Mbps,892.8660000000001
1222,2019.0,4.0,Tierra Del Fuego,Entre 10 Mbps y 20 Mbps,271.578
1223,2019.0,4.0,Tucumán,Entre 10 Mbps y 20 Mbps,212.732
1224,2020.0,1.0,Buenos Aires,Entre 10 Mbps y 20 Mbps,386.838
1225,2020.0,1.0,Capital Federal,Entre 10 Mbps y 20 Mbps,99.655
1226,2020.0,1.0,Catamarca,Entre 10 Mbps y 20 Mbps,694.8720000000001
1227,2020.0,1.0,Chaco,Entre 10 Mbps y 20 Mbps,29.851
1228,2020.0,1.0,Chubut,Entre 10 Mbps y 20 Mbps,903.859
1229,2020.0,1.0,Córdoba,Entre 10 Mbps y 20 Mbps,121.801
1230,2020.0,1.0,Corrientes,Entre 10 Mbps y 20 Mbps,1018.686
1231,2020.0,1.0,Entre Ríos,Entre 10 Mbps y 20 Mbps,41.12500000000001
1232,2020.0,1.0,Formosa,Entre 10 Mbps y 20 Mbps,1644.924
1233,2020.0,1.0,Jujuy,Entre 10 Mbps y 20 Mbps,732.986
1234,2020.0,1.0,La Pampa,Entre 10 Mbps y 20 Mbps,820.211
1235,2020.0,1.0,La Rioja,Entre 10 Mbps y 20 Mbps,494.15
1236,2020.0,1.0,Mendoza,Entre 10 Mbps y 20 Mbps,17.489
1237,2020.0,1.0,Misiones,Entre 10 Mbps y 20 Mbps,26.433
1238,2020.0,1.0,Neuquén,Entre 10 Mbps y 20 Mbps,536.593
1239,2020.0,1.0,Río Negro,Entre 10 Mbps y 20 Mbps,29.835
1240,2020.0,1.0,Salta,Entre 10 Mbps y 20 Mbps,80.928
1241,2020.0,1.0,San Juan,Entre 10 Mbps y 20 Mbps,59.234
1242,2020.0,1.0,San Luis,Entre 10 Mbps y 20 Mbps,525.0
1243,2020.0,1.0,Santa Cruz,Entre 10 Mbps y 20 Mbps,183.99
1244,2020.0,1.0,Santa Fe,Entre 10 Mbps y 20 Mbps,243.421
1245,2020.0,1.0,Santiago Del Estero,Entre 10 Mbps y 20 Mbps,775.964
1246,2020.0,1.0,Tierra Del Fuego,Entre 10 Mbps y 20 Mbps,276.559
1247,2020.0,1.0,Tucumán,Entre 10 Mbps y 20 Mbps,214.912
1248,2020.0,2.0,Buenos Aires,Entre 10 Mbps y 20 Mbps,371.993
1249,2020.0,2.0,Capital Federal,Entre 10 Mbps y 20 Mbps,89.848
1250,2020.0,2.0,Catamarca,Entre 10 Mbps y 20 Mbps,663.588
1251,2020.0,2.0,Chaco,Entre 10 Mbps y 20 Mbps,992.08
1252,2020.0,2.0,Chubut,Entre 10 Mbps y 20 Mbps,11.536
1253,2020.0,2.0,Córdoba,Entre 10 Mbps y 20 Mbps,170.449
1254,2020.0,2.0,Corrientes,Entre 10 Mbps y 20 Mbps,893.975
1255,2020.0,2.0,Entre Ríos,Entre 10 Mbps y 20 Mbps,44.088
1256,2020.0,2.0,Formosa,Entre 10 Mbps y 20 Mbps,1515.488
1257,2020.0,2.0,Jujuy,Entre 10 Mbps y 20 Mbps,691.164
1258,2020.0,2.0,La Pampa,Entre 10 Mbps y 20 Mbps,66.737
1259,2020.0,2.0,La Rioja,Entre 10 Mbps y 20 Mbps,540.15
1260,2020.0,2.0,Mendoza,Entre 10 Mbps y 20 Mbps,35.274
1261,2020.0,2.0,Misiones,Entre 10 Mbps y 20 Mbps,26.445
1262,2020.0,2.0,Neuquén,Entre 10 Mbps y 20 Mbps,556.075
1263,2020.0,2.0,Río Negro,Entre 10 Mbps y 20 Mbps,1002.502
1264,2020.0,2.0,Salta,Entre 10 Mbps y 20 Mbps,70.935
1265,2020.0,2.0,San Juan,Entre 10 Mbps y 20 Mbps,65.84700000000001
1266,2020.0,2.0,San Luis,Entre 10 Mbps y 20 Mbps,8.927
1267,2020.0,2.0,Santa Cruz,Entre 10 Mbps y 20 Mbps,185.362
1268,2020.0,2.0,Santa Fe,Entre 10 Mbps y 20 Mbps,235.436
1269,2020.0,2.0,Santiago Del Estero,Entre 10 Mbps y 20 Mbps,730.452
1270,2020.0,2.0,Tierra Del Fuego,Entre 10 Mbps y 20 Mbps,287.749
1271,2020.0,2.0,Tucumán,Entre 10 Mbps y 20 Mbps,375.842
1272,2020.0,3.0,Buenos Aires,Entre 10 Mbps y 20 Mbps,358.633
1273,2020.0,3.0,Capital Federal,Entre 10 Mbps y 20 Mbps,78.743
1274,2020.0,3.0,Catamarca,Entre 10 Mbps y 20 Mbps,613.592
1275,2020.0,3.0,Chaco,Entre 10 Mbps y 20 Mbps,857.715
1276,2020.0,3.0,Chubut,Entre 10 Mbps y 20 Mbps,15.214
1277,2020.0,3.0,Córdoba,Entre 10 Mbps y 20 Mbps,174.146
1278,2020.0,3.0,Corrientes,Entre 10 Mbps y 20 Mbps,766.566
1279,2020.0,3.0,Entre Ríos,Entre 10 Mbps y 20 Mbps,43.794
1280,2020.0,3.0,Formosa,Entre 10 Mbps y 20 Mbps,1366.764
