,Año,Trimestre,Provincia,Velocidad,Conexiones
1796,2020.0,3.0,Santa Fe,Entre 20 Mbps y 30 Mbps,58.80499999999999
1797,2020.0,3.0,Santiago Del Estero,Entre 20 Mbps y 30 Mbps,292.0
1798,2020.0,3.0,Tierra Del Fuego,Entre 20 Mbps y 30 Mbps,481.0
1799,2020.0,3.0,Tucumán,Entre 20 Mbps y 30 Mbps,12.237
1800,2020.0,4.0,Buenos Aires,Entre 20 Mbps y 30 Mbps,1158.676
1801,2020.0,4.0,Capital Federal,Entre 20 Mbps y 30 Mbps,81.274
1802,2020.0,4.0,Catamarca,Entre 20 Mbps y 30 Mbps,591.0
1803,2020.0,4.0,Chaco,Entre 20 Mbps y 30 Mbps,15.701
1804,2020.0,4.0,Chubut,Entre 20 Mbps y 30 Mbps,234.586
1805,2020.0,4.0,Córdoba,Entre 20 Mbps y 30 Mbps,98.992
1806,2020.0,4.0,Corrientes,Entre 20 Mbps y 30 Mbps,9.383
1807,2020.0,4.0,Entre Ríos,Entre 20 Mbps y 30 Mbps,16.6
1808,2020.0,4.0,Formosa,Entre 20 Mbps y 30 Mbps,1197.0
1809,2020.0,4.0,Jujuy,Entre 20 Mbps y 30 Mbps,446.0
1810,2020.0,4.0,La Pampa,Entre 20 Mbps y 30 Mbps,367.031
1811,2020.0,4.0,La Rioja,Entre 20 Mbps y 30 Mbps,181.0
1812,2020.0,4.0,Mendoza,Entre 20 Mbps y 30 Mbps,942.448
1813,2020.0,4.0,Misiones,Entre 20 Mbps y 30 Mbps,51.773
1814,2020.0,4.0,Neuquén,Entre 20 Mbps y 30 Mbps,186.32
1815,2020.0,4.0,Río Negro,Entre 20 Mbps y 30 Mbps,174.346
1816,2020.0,4.0,Salta,Entre 20 Mbps y 30 Mbps,682.616
1817,2020.0,4.0,San Juan,Entre 20 Mbps y 30 Mbps,332.0
1818,2020.0,4.0,San Luis,Entre 20 Mbps y 30 Mbps,64.239
1819,2020.0,4.0,Santa Cruz,Entre 20 Mbps y 30 Mbps,1033.0
1820,2020.0,4.0,Santa Fe,Entre 20 Mbps y 30 Mbps,65.153
1821,2020.0,4.0,Santiago Del Estero,Entre 20 Mbps y 30 Mbps,411.0
1822,2020.0,4.0,Tierra Del Fuego,Entre 20 Mbps y 30 Mbps,488.0
1823,2020.0,4.0,Tucumán,Entre 20 Mbps y 30 Mbps,38.071
1824,2021.0,1.0,Buenos Aires,Entre 20 Mbps y 30 Mbps,1167.149
1825,2021.0,1.0,Capital Federal,Entre 20 Mbps y 30 Mbps,84.26
1826,2021.0,1.0,Catamarca,Entre 20 Mbps y 30 Mbps,712.0
1827,2021.0,1.0,Chaco,Entre 20 Mbps y 30 Mbps,14.496
1828,2021.0,1.0,Chubut,Entre 20 Mbps y 30 Mbps,237.609
1829,2021.0,1.0,Córdoba,Entre 20 Mbps y 30 Mbps,100.963
1830,2021.0,1.0,Corrientes,Entre 20 Mbps y 30 Mbps,9.001000000000001
1831,2021.0,1.0,Entre Ríos,Entre 20 Mbps y 30 Mbps,15.774
1832,2021.0,1.0,Formosa,Entre 20 Mbps y 30 Mbps,1215.0
1833,2021.0,1.0,Jujuy,Entre 20 Mbps y 30 Mbps,568.0
1834,2021.0,1.0,La Pampa,Entre 20 Mbps y 30 Mbps,367.421
1835,2021.0,1.0,La Rioja,Entre 20 Mbps y 30 Mbps,215.0
1836,2021.0,1.0,Mendoza,Entre 20 Mbps y 30 Mbps,136.938
1837,2021.0,1.0,Misiones,Entre 20 Mbps y 30 Mbps,51.013000000000005
1838,2021.0,1.0,Neuquén,Entre 20 Mbps y 30 Mbps,186.504
1839,2021.0,1.0,Río Negro,Entre 20 Mbps y 30 Mbps,177.473
1840,2021.0,1.0,Salta,Entre 20 Mbps y 30 Mbps,420.726
1841,2021.0,1.0,San Juan,Entre 20 Mbps y 30 Mbps,340.0
1842,2021.0,1.0,San Luis,Entre 20 Mbps y 30 Mbps,64.913
1843,2021.0,1.0,Santa Cruz,Entre 20 Mbps y 30 Mbps,1337.0
1844,2021.0,1.0,Santa Fe,Entre 20 Mbps y 30 Mbps,65.484
1845,2021.0,1.0,Santiago Del Estero,Entre 20 Mbps y 30 Mbps,700.0
1846,2021.0,1.0,Tierra Del Fuego,Entre 20 Mbps y 30 Mbps,486.0
1847,2021.0,1.0,Tucumán,Entre 20 Mbps y 30 Mbps,122.07
1848,2021.0,2.0,Buenos Aires,Entre 20 Mbps y 30 Mbps,327.871
1849,2021.0,2.0,Capital Federal,Entre 20 Mbps y 30 Mbps,88.932
1850,2021.0,2.0,Catamarca,Entre 20 Mbps y 30 Mbps,919.026
1851,2021.0,2.0,Chaco,Entre 20 Mbps y 30 Mbps,16.080000000000002
1852,2021.0,2.0,Chubut,Entre 20 Mbps y 30 Mbps,237.662
1853,2021.0,2.0,Córdoba,Entre 20 Mbps y 30 Mbps,99.928
1854,2021.0,2.0,Corrientes,Entre 20 Mbps y 30 Mbps,10.073
1855,2021.0,2.0,Entre Ríos,Entre 20 Mbps y 30 Mbps,18.502
1856,2021.0,2.0,Formosa,Entre 20 Mbps y 30 Mbps,1345.0
1857,2021.0,2.0,Jujuy,Entre 20 Mbps y 30 Mbps,607.0
1858,2021.0,2.0,La Pampa,Entre 20 Mbps y 30 Mbps,377.025
1859,2021.0,2.0,La Rioja,Entre 20 Mbps y 30 Mbps,321.51
1860,2021.0,2.0,Mendoza,Entre 20 Mbps y 30 Mbps,149.271
1861,2021.0,2.0,Misiones,Entre 20 Mbps y 30 Mbps,53.154
1862,2021.0,2.0,Neuquén,Entre 20 Mbps y 30 Mbps,218.768
1863,2021.0,2.0,Río Negro,Entre 20 Mbps y 30 Mbps,190.693
1864,2021.0,2.0,Salta,Entre 20 Mbps y 30 Mbps,361.317
1865,2021.0,2.0,San Juan,Entre 20 Mbps y 30 Mbps,342.0
1866,2021.0,2.0,San Luis,Entre 20 Mbps y 30 Mbps,67.946
1867,2021.0,2.0,Santa Cruz,Entre 20 Mbps y 30 Mbps,1575.0
1868,2021.0,2.0,Santa Fe,Entre 20 Mbps y 30 Mbps,75.346
1869,2021.0,2.0,Santiago Del Estero,Entre 20 Mbps y 30 Mbps,811.0
1870,2021.0,2.0,Tierra Del Fuego,Entre 20 Mbps y 30 Mbps,476.0
1871,2021.0,2.0,Tucumán,Entre 20 Mbps y 30 Mbps,5.022
1872,2021.0,3.0,Buenos Aires,Entre 20 Mbps y 30 Mbps,284.77
1873,2021.0,3.0,Capital Federal,Entre 20 Mbps y 30 Mbps,75.779
1874,2021.0,3.0,Catamarca,Entre 20 Mbps y 30 Mbps,1659.0
1875,2021.0,3.0,Chaco,Entre 20 Mbps y 30 Mbps,14.423
1876,2021.0,3.0,Chubut,Entre 20 Mbps y 30 Mbps,266.059
1877,2021.0,3.0,Córdoba,Entre 20 Mbps y 30 Mbps,76.302
1878,2021.0,3.0,Corrientes,Entre 20 Mbps y 30 Mbps,77.633
1879,2021.0,3.0,Entre Ríos,Entre 20 Mbps y 30 Mbps,16.302
1880,2021.0,3.0,Formosa,Entre 20 Mbps y 30 Mbps,1196.0
1881,2021.0,3.0,Jujuy,Entre 20 Mbps y 30 Mbps,561.0
1882,2021.0,3.0,La Pampa,Entre 20 Mbps y 30 Mbps,269.757
1883,2021.0,3.0,La Rioja,Entre 20 Mbps y 30 Mbps,359.515
1884,2021.0,3.0,Mendoza,Entre 20 Mbps y 30 Mbps,151.46499999999995
1885,2021.0,3.0,Misiones,Entre 20 Mbps y 30 Mbps,51.774
1886,2021.0,3.0,Neuquén,Entre 20 Mbps y 30 Mbps,204.468
1887,2021.0,3.0,Río Negro,Entre 20 Mbps y 30 Mbps,188.109
1888,2021.0,3.0,Salta,Entre 20 Mbps y 30 Mbps,334.562
1889,2021.0,3.0,San Juan,Entre 20 Mbps y 30 Mbps,340.0
1890,2021.0,3.0,San Luis,Entre 20 Mbps y 30 Mbps,69.942
1891,2021.0,3.0,Santa Cruz,Entre 20 Mbps y 30 Mbps,1788.0
1892,2021.0,3.0,Santa Fe,Entre 20 Mbps y 30 Mbps,55.231
1893,2021.0,3.0,Santiago Del Estero,Entre 20 Mbps y 30 Mbps,801.0
1894,2021.0,3.0,Tierra Del Fuego,Entre 20 Mbps y 30 Mbps,79.355
1895,2021.0,3.0,Tucumán,Entre 20 Mbps y 30 Mbps,7.298
1896,2021.0,4.0,Buenos Aires,Entre 20 Mbps y 30 Mbps,896.2090000000001
1897,2021.0,4.0,Capital Federal,Entre 20 Mbps y 30 Mbps,115.932
1898,2021.0,4.0,Catamarca,Entre 20 Mbps y 30 Mbps,1042.222
1899,2021.0,4.0,Chaco,Entre 20 Mbps y 30 Mbps,13.703
1900,2021.0,4.0,Chubut,Entre 20 Mbps y 30 Mbps,1248.059
1901,2021.0,4.0,Córdoba,Entre 20 Mbps y 30 Mbps,84.28999999999999
1902,2021.0,4.0,Corrientes,Entre 20 Mbps y 30 Mbps,10.101
1903,2021.0,4.0,Entre Ríos,Entre 20 Mbps y 30 Mbps,24.086
1904,2021.0,4.0,Formosa,Entre 20 Mbps y 30 Mbps,1139.0
1905,2021.0,4.0,Jujuy,Entre 20 Mbps y 30 Mbps,564.0
1906,2021.0,4.0,La Pampa,Entre 20 Mbps y 30 Mbps,157.674
1907,2021.0,4.0,La Rioja,Entre 20 Mbps y 30 Mbps,1160.517
1908,2021.0,4.0,Mendoza,Entre 20 Mbps y 30 Mbps,198.078
1909,2021.0,4.0,Misiones,Entre 20 Mbps y 30 Mbps,15.973
1910,2021.0,4.0,Neuquén,Entre 20 Mbps y 30 Mbps,14.361
1911,2021.0,4.0,Río Negro,Entre 20 Mbps y 30 Mbps,5.784
1912,2021.0,4.0,Salta,Entre 20 Mbps y 30 Mbps,297.256
1913,2021.0,4.0,San Juan,Entre 20 Mbps y 30 Mbps,358.584
1914,2021.0,4.0,San Luis,Entre 20 Mbps y 30 Mbps,72.363
1915,2021.0,4.0,Santa Cruz,Entre 20 Mbps y 30 Mbps,1784.0
1916,2021.0,4.0,Santa Fe,Entre 20 Mbps y 30 Mbps,62.5
1917,2021.0,4.0,Santiago Del Estero,Entre 20 Mbps y 30 Mbps,800.0
1918,2021.0,4.0,Tierra Del Fuego,Entre 20 Mbps y 30 Mbps,164.622
1919,2021.0,4.0,Tucumán,Entre 20 Mbps y 30 Mbps,18.313
1920,2022.0,1.0,Buenos Aires,Entre 20 Mbps y 30 Mbps,889.193
1921,2022.0,1.0,Capital Federal,Entre 20 Mbps y 30 Mbps,94.263
1922,2022.0,1.0,Catamarca,Entre 20 Mbps y 30 Mbps,1190.573
1923,2022.0,1.0,Chaco,Entre 20 Mbps y 30 Mbps,13.023
1924,2022.0,1.0,Chubut,Entre 20 Mbps y 30 Mbps,14.484
1925,2022.0,1.0,Córdoba,Entre 20 Mbps y 30 Mbps,77.98400000000001
1926,2022.0,1.0,Corrientes,Entre 20 Mbps y 30 Mbps,10.466
1927,2022.0,1.0,Entre Ríos,Entre 20 Mbps y 30 Mbps,21.596
1928,2022.0,1.0,Formosa,Entre 20 Mbps y 30 Mbps,720.0
1929,2022.0,1.0,Jujuy,Entre 20 Mbps y 30 Mbps,576.0
1930,2022.0,1.0,La Pampa,Entre 20 Mbps y 30 Mbps,126.135
1931,2022.0,1.0,La Rioja,Entre 20 Mbps y 30 Mbps,1134.517
1932,2022.0,1.0,Mendoza,Entre 20 Mbps y 30 Mbps,208.449
1933,2022.0,1.0,Misiones,Entre 20 Mbps y 30 Mbps,15.873
1934,2022.0,1.0,Neuquén,Entre 20 Mbps y 30 Mbps,13.952
1935,2022.0,1.0,Río Negro,Entre 20 Mbps y 30 Mbps,16.437
1936,2022.0,1.0,Salta,Entre 20 Mbps y 30 Mbps,271.959
1937,2022.0,1.0,San Juan,Entre 20 Mbps y 30 Mbps,1781.047
1938,2022.0,1.0,San Luis,Entre 20 Mbps y 30 Mbps,73.612
1939,2022.0,1.0,Santa Cruz,Entre 20 Mbps y 30 Mbps,775.865
1940,2022.0,1.0,Santa Fe,Entre 20 Mbps y 30 Mbps,97.13
1941,2022.0,1.0,Santiago Del Estero,Entre 20 Mbps y 30 Mbps,849.0
1942,2022.0,1.0,Tierra Del Fuego,Entre 20 Mbps y 30 Mbps,185.613
1943,2022.0,1.0,Tucumán,Entre 20 Mbps y 30 Mbps,53.163
1944,2022.0,2.0,Buenos Aires,Entre 20 Mbps y 30 Mbps,895.885
1945,2022.0,2.0,Capital Federal,Entre 20 Mbps y 30 Mbps,85.626
1946,2022.0,2.0,Catamarca,Entre 20 Mbps y 30 Mbps,1159.236
1947,2022.0,2.0,Chaco,Entre 20 Mbps y 30 Mbps,15.985
1948,2022.0,2.0,Chubut,Entre 20 Mbps y 30 Mbps,15.515
1949,2022.0,2.0,Córdoba,Entre 20 Mbps y 30 Mbps,71.729
1950,2022.0,2.0,Corrientes,Entre 20 Mbps y 30 Mbps,21.733
1951,2022.0,2.0,Entre Ríos,Entre 20 Mbps y 30 Mbps,32.373000000000005
1952,2022.0,2.0,Formosa,Entre 20 Mbps y 30 Mbps,595.0
1953,2022.0,2.0,Jujuy,Entre 20 Mbps y 30 Mbps,549.0
1954,2022.0,2.0,La Pampa,Entre 20 Mbps y 30 Mbps,77.178
1955,2022.0,2.0,La Rioja,Entre 20 Mbps y 30 Mbps,975.512
1956,2022.0,2.0,Mendoza,Entre 20 Mbps y 30 Mbps,208.57
1957,2022.0,2.0,Misiones,Entre 20 Mbps y 30 Mbps,997.797
1958,2022.0,2.0,Neuquén,Entre 20 Mbps y 30 Mbps,13.691
1959,2022.0,2.0,Río Negro,Entre 20 Mbps y 30 Mbps,18.943
1960,2022.0,2.0,Salta,Entre 20 Mbps y 30 Mbps,142.03
1961,2022.0,2.0,San Juan,Entre 20 Mbps y 30 Mbps,823.988
1962,2022.0,2.0,San Luis,Entre 20 Mbps y 30 Mbps,69.438
1963,2022.0,2.0,Santa Cruz,Entre 20 Mbps y 30 Mbps,597.865
1964,2022.0,2.0,Santa Fe,Entre 20 Mbps y 30 Mbps,97.218
1965,2022.0,2.0,Santiago Del Estero,Entre 20 Mbps y 30 Mbps,883.0
1966,2022.0,2.0,Tierra Del Fuego,Entre 20 Mbps y 30 Mbps,225.523
1967,2022.0,2.0,Tucumán,Entre 20 Mbps y 30 Mbps,79.788
1968,2022.0,3.0,Buenos Aires,Entre 20 Mbps y 30 Mbps,817733.0
1969,2022.0,3.0,Capital Federal,Entre 20 Mbps y 30 Mbps,61172.0
1970,2022.0,3.0,Catamarca,Entre 20 Mbps y 30 Mbps,3122.0
1971,2022.0,3.0,Chaco,Entre 20 Mbps y 30 Mbps,3050.0
1972,2022.0,3.0,Chubut,Entre 20 Mbps y 30 Mbps,16759.0
1973,2022.0,3.0,Córdoba,Entre 20 Mbps y 30 Mbps,20819.0
1974,2022.0,3.0,Corrientes,Entre 20 Mbps y 30 Mbps,3784.0
1975,2022.0,3.0,Entre Ríos,Entre 20 Mbps y 30 Mbps,22501.0
1976,2022.0,3.0,Formosa,Entre 20 Mbps y 30 Mbps,314.0
1977,2022.0,3.0,Jujuy,Entre 20 Mbps y 30 Mbps,335.0
1978,2022.0,3.0,La Pampa,Entre 20 Mbps y 30 Mbps,4482.0
1979,2022.0,3.0,La Rioja,Entre 20 Mbps y 30 Mbps,5031.0
1980,2022.0,3.0,Mendoza,Entre 20 Mbps y 30 Mbps,61079.0
1981,2022.0,3.0,Misiones,Entre 20 Mbps y 30 Mbps,3201.0
1982,2022.0,3.0,Neuquén,Entre 20 Mbps y 30 Mbps,17391.0
1983,2022.0,3.0,Río Negro,Entre 20 Mbps y 30 Mbps,12564.0
1984,2022.0,3.0,Salta,Entre 20 Mbps y 30 Mbps,133.0
1985,2022.0,3.0,San Juan,Entre 20 Mbps y 30 Mbps,18259.0
1986,2022.0,3.0,San Luis,Entre 20 Mbps y 30 Mbps,78508.0
1987,2022.0,3.0,Santa Cruz,Entre 20 Mbps y 30 Mbps,3243.0
1988,2022.0,3.0,Santa Fe,Entre 20 Mbps y 30 Mbps,23042.0
1989,2022.0,3.0,Santiago Del Estero,Entre 20 Mbps y 30 Mbps,661.0
1990,2022.0,3.0,Tierra Del Fuego,Entre 20 Mbps y 30 Mbps,3647.0
1991,2022.0,3.0,Tucumán,Entre 20 Mbps y 30 Mbps,1375.0
1992,2022.0,4.0,Buenos Aires,Entre 20 Mbps y 30 Mbps,927.623
1993,2022.0,4.0,Capital Federal,Entre 20 Mbps y 30 Mbps,62.171
1994,2022.0,4.0,Catamarca,Entre 20 Mbps y 30 Mbps,896.228
1995,2022.0,4.0,Chaco,Entre 20 Mbps y 30 Mbps,749.303
1996,2022.0,4.0,Chubut,Entre 20 Mbps y 30 Mbps,16.759
1997,2022.0,4.0,Córdoba,Entre 20 Mbps y 30 Mbps,168.67100000000002
1998,2022.0,4.0,Corrientes,Entre 20 Mbps y 30 Mbps,428.359
1999,2022.0,4.0,Entre Ríos,Entre 20 Mbps y 30 Mbps,780.742
2000,2022.0,4.0,Formosa,Entre 20 Mbps y 30 Mbps,314.0
2001,2022.0,4.0,Jujuy,Entre 20 Mbps y 30 Mbps,335.0
2002,2022.0,4.0,La Pampa,Entre 20 Mbps y 30 Mbps,9.477
2003,2022.0,4.0,La Rioja,Entre 20 Mbps y 30 Mbps,524.511
2004,2022.0,4.0,Mendoza,Entre 20 Mbps y 30 Mbps,194.945
2005,2022.0,4.0,Misiones,Entre 20 Mbps y 30 Mbps,6.198
2006,2022.0,4.0,Neuquén,Entre 20 Mbps y 30 Mbps,76.332
2007,2022.0,4.0,Río Negro,Entre 20 Mbps y 30 Mbps,12.564
2008,2022.0,4.0,Salta,Entre 20 Mbps y 30 Mbps,133.0
2009,2022.0,4.0,San Juan,Entre 20 Mbps y 30 Mbps,828.4480000000001
2010,2022.0,4.0,San Luis,Entre 20 Mbps y 30 Mbps,210.376
2011,2022.0,4.0,Santa Cruz,Entre 20 Mbps y 30 Mbps,1005.24
2012,2022.0,4.0,Santa Fe,Entre 20 Mbps y 30 Mbps,62.003
2013,2022.0,4.0,Santiago Del Estero,Entre 20 Mbps y 30 Mbps,661.0
2014,2022.0,4.0,Tierra Del Fuego,Entre 20 Mbps y 30 Mbps,496.154
2015,2022.0,4.0,Tucumán,Entre 20 Mbps y 30 Mbps,255.121
2016,2017.0,4.0,Buenos Aires,Entre 512 Kbps y 1 Mbps,55.04600000000001
2017,2017.0,4.0,Capital Federal,Entre 512 Kbps y 1 Mbps,731.71
2018,2017.0,4.0,Catamarca,Entre 512 Kbps y 1 Mbps,4.181
2019,2017.0,4.0,Chaco,Entre 512 Kbps y 1 Mbps,4.431
2020,2017.0,4.0,Chubut,Entre 512 Kbps y 1 Mbps,4.313
2021,2017.0,4.0,Córdoba,Entre 512 Kbps y 1 Mbps,25.411
2022,2017.0,4.0,Corrientes,Entre 512 Kbps y 1 Mbps,5.22
2023,2017.0,4.0,Entre Ríos,Entre 512 Kbps y 1 Mbps,16.070999999999998
2024,2017.0,4.0,Formosa,Entre 512 Kbps y 1 Mbps,194.87
2025,2017.0,4.0,Jujuy,Entre 512 Kbps y 1 Mbps,5.364
2026,2017.0,4.0,La Pampa,Entre 512 Kbps y 1 Mbps,8.729
2027,2017.0,4.0,La Rioja,Entre 512 Kbps y 1 Mbps,2.487
2028,2017.0,4.0,Mendoza,Entre 512 Kbps y 1 Mbps,15.642
2029,2017.0,4.0,Misiones,Entre 512 Kbps y 1 Mbps,3.9
2030,2017.0,4.0,Neuquén,Entre 512 Kbps y 1 Mbps,2.372
2031,2017.0,4.0,Río Negro,Entre 512 Kbps y 1 Mbps,203.4
2032,2017.0,4.0,Salta,Entre 512 Kbps y 1 Mbps,136.143
2033,2017.0,4.0,San Juan,Entre 512 Kbps y 1 Mbps,32.031
2034,2017.0,4.0,San Luis,Entre 512 Kbps y 1 Mbps,101.0
2035,2017.0,4.0,Santa Cruz,Entre 512 Kbps y 1 Mbps,78.0
2036,2017.0,4.0,Santa Fe,Entre 512 Kbps y 1 Mbps,34.132
2037,2017.0,4.0,Santiago Del Estero,Entre 512 Kbps y 1 Mbps,911.182
2038,2017.0,4.0,Tierra Del Fuego,Entre 512 Kbps y 1 Mbps,310.0
2039,2017.0,4.0,Tucumán,Entre 512 Kbps y 1 Mbps,9.163
2040,2018.0,1.0,Buenos Aires,Entre 512 Kbps y 1 Mbps,74.76599999999999
2041,2018.0,1.0,Capital Federal,Entre 512 Kbps y 1 Mbps,26.023
2042,2018.0,1.0,Catamarca,Entre 512 Kbps y 1 Mbps,3.895
2043,2018.0,1.0,Chaco,Entre 512 Kbps y 1 Mbps,3.261
2044,2018.0,1.0,Chubut,Entre 512 Kbps y 1 Mbps,4.314
2045,2018.0,1.0,Córdoba,Entre 512 Kbps y 1 Mbps,23.922
2046,2018.0,1.0,Corrientes,Entre 512 Kbps y 1 Mbps,5.005
2047,2018.0,1.0,Entre Ríos,Entre 512 Kbps y 1 Mbps,9.86
2048,2018.0,1.0,Formosa,Entre 512 Kbps y 1 Mbps,194.612
2049,2018.0,1.0,Jujuy,Entre 512 Kbps y 1 Mbps,4.807
2050,2018.0,1.0,La Pampa,Entre 512 Kbps y 1 Mbps,8.119
2051,2018.0,1.0,La Rioja,Entre 512 Kbps y 1 Mbps,2.484
2052,2018.0,1.0,Mendoza,Entre 512 Kbps y 1 Mbps,14.649
2053,2018.0,1.0,Misiones,Entre 512 Kbps y 1 Mbps,4.7
2054,2018.0,1.0,Neuquén,Entre 512 Kbps y 1 Mbps,2.367
2055,2018.0,1.0,Río Negro,Entre 512 Kbps y 1 Mbps,202.136
2056,2018.0,1.0,Salta,Entre 512 Kbps y 1 Mbps,135.328
2057,2018.0,1.0,San Juan,Entre 512 Kbps y 1 Mbps,33.026
2058,2018.0,1.0,San Luis,Entre 512 Kbps y 1 Mbps,101.0
2059,2018.0,1.0,Santa Cruz,Entre 512 Kbps y 1 Mbps,120.0
2060,2018.0,1.0,Santa Fe,Entre 512 Kbps y 1 Mbps,33.639
2061,2018.0,1.0,Santiago Del Estero,Entre 512 Kbps y 1 Mbps,910.002
2062,2018.0,1.0,Tierra Del Fuego,Entre 512 Kbps y 1 Mbps,307.0
2063,2018.0,1.0,Tucumán,Entre 512 Kbps y 1 Mbps,8.471
2064,2018.0,2.0,Buenos Aires,Entre 512 Kbps y 1 Mbps,81.354
2065,2018.0,2.0,Capital Federal,Entre 512 Kbps y 1 Mbps,24.219
2066,2018.0,2.0,Catamarca,Entre 512 Kbps y 1 Mbps,3.413
2067,2018.0,2.0,Chaco,Entre 512 Kbps y 1 Mbps,2.968
2068,2018.0,2.0,Chubut,Entre 512 Kbps y 1 Mbps,4.471
2069,2018.0,2.0,Córdoba,Entre 512 Kbps y 1 Mbps,21.779
2070,2018.0,2.0,Corrientes,Entre 512 Kbps y 1 Mbps,7.047
2071,2018.0,2.0,Entre Ríos,Entre 512 Kbps y 1 Mbps,9.178
2072,2018.0,2.0,Formosa,Entre 512 Kbps y 1 Mbps,194.377
2073,2018.0,2.0,Jujuy,Entre 512 Kbps y 1 Mbps,737.585
2074,2018.0,2.0,La Pampa,Entre 512 Kbps y 1 Mbps,8.797
2075,2018.0,2.0,La Rioja,Entre 512 Kbps y 1 Mbps,2.383
2076,2018.0,2.0,Mendoza,Entre 512 Kbps y 1 Mbps,14.645
2077,2018.0,2.0,Misiones,Entre 512 Kbps y 1 Mbps,6.092
2078,2018.0,2.0,Neuquén,Entre 512 Kbps y 1 Mbps,2.408
2079,2018.0,2.0,Río Negro,Entre 512 Kbps y 1 Mbps,202.101
2080,2018.0,2.0,Salta,Entre 512 Kbps y 1 Mbps,134.859
2081,2018.0,2.0,San Juan,Entre 512 Kbps y 1 Mbps,121.258
2082,2018.0,2.0,San Luis,Entre 512 Kbps y 1 Mbps,101.0
2083,2018.0,2.0,Santa Cruz,Entre 512 Kbps y 1 Mbps,120.0
2084,2018.0,2.0,Santa Fe,Entre 512 Kbps y 1 Mbps,34.267
2085,2018.0,2.0,Santiago Del Estero,Entre 512 Kbps y 1 Mbps,909.809
2086,2018.0,2.0,Tierra Del Fuego,Entre 512 Kbps y 1 Mbps,188.0
2087,2018.0,2.0,Tucumán,Entre 512 Kbps y 1 Mbps,7.734
2088,2018.0,3.0,Buenos Aires,Entre 512 Kbps y 1 Mbps,80.459
2089,2018.0,3.0,Capital Federal,Entre 512 Kbps y 1 Mbps,23.478
2090,2018.0,3.0,Catamarca,Entre 512 Kbps y 1 Mbps,2.9930000000000003
2091,2018.0,3.0,Chaco,Entre 512 Kbps y 1 Mbps,3.503
2092,2018.0,3.0,Chubut,Entre 512 Kbps y 1 Mbps,8.946
2093,2018.0,3.0,Córdoba,Entre 512 Kbps y 1 Mbps,24.767
2094,2018.0,3.0,Corrientes,Entre 512 Kbps y 1 Mbps,6.754
2095,2018.0,3.0,Entre Ríos,Entre 512 Kbps y 1 Mbps,10.047
2096,2018.0,3.0,Formosa,Entre 512 Kbps y 1 Mbps,194.174
2097,2018.0,3.0,Jujuy,Entre 512 Kbps y 1 Mbps,743.279
2098,2018.0,3.0,La Pampa,Entre 512 Kbps y 1 Mbps,8.417
2099,2018.0,3.0,La Rioja,Entre 512 Kbps y 1 Mbps,2.29
2100,2018.0,3.0,Mendoza,Entre 512 Kbps y 1 Mbps,14.512
2101,2018.0,3.0,Misiones,Entre 512 Kbps y 1 Mbps,5.749
2102,2018.0,3.0,Neuquén,Entre 512 Kbps y 1 Mbps,492.753
2103,2018.0,3.0,Río Negro,Entre 512 Kbps y 1 Mbps,148.078
2104,2018.0,3.0,Salta,Entre 512 Kbps y 1 Mbps,134.59
2105,2018.0,3.0,San Juan,Entre 512 Kbps y 1 Mbps,3.324
2106,2018.0,3.0,San Luis,Entre 512 Kbps y 1 Mbps,109.0
2107,2018.0,3.0,Santa Cruz,Entre 512 Kbps y 1 Mbps,116.0
2108,2018.0,3.0,Santa Fe,Entre 512 Kbps y 1 Mbps,36.786
2109,2018.0,3.0,Santiago Del Estero,Entre 512 Kbps y 1 Mbps,909.642
2110,2018.0,3.0,Tierra Del Fuego,Entre 512 Kbps y 1 Mbps,187.0
2111,2018.0,3.0,Tucumán,Entre 512 Kbps y 1 Mbps,6.992
2112,2018.0,4.0,Buenos Aires,Entre 512 Kbps y 1 Mbps,73.761
2113,2018.0,4.0,Capital Federal,Entre 512 Kbps y 1 Mbps,22.373
2114,2018.0,4.0,Catamarca,Entre 512 Kbps y 1 Mbps,1.669
2115,2018.0,4.0,Chaco,Entre 512 Kbps y 1 Mbps,3.405
2116,2018.0,4.0,Chubut,Entre 512 Kbps y 1 Mbps,7.913
2117,2018.0,4.0,Córdoba,Entre 512 Kbps y 1 Mbps,24.102
2118,2018.0,4.0,Corrientes,Entre 512 Kbps y 1 Mbps,6.438
2119,2018.0,4.0,Entre Ríos,Entre 512 Kbps y 1 Mbps,8.769
2120,2018.0,4.0,Formosa,Entre 512 Kbps y 1 Mbps,193.883
2121,2018.0,4.0,Jujuy,Entre 512 Kbps y 1 Mbps,108.697
2122,2018.0,4.0,La Pampa,Entre 512 Kbps y 1 Mbps,7.727
2123,2018.0,4.0,La Rioja,Entre 512 Kbps y 1 Mbps,1.164
2124,2018.0,4.0,Mendoza,Entre 512 Kbps y 1 Mbps,12.452
2125,2018.0,4.0,Misiones,Entre 512 Kbps y 1 Mbps,5.981
2126,2018.0,4.0,Neuquén,Entre 512 Kbps y 1 Mbps,359.687
2127,2018.0,4.0,Río Negro,Entre 512 Kbps y 1 Mbps,97.129
2128,2018.0,4.0,Salta,Entre 512 Kbps y 1 Mbps,4.658
2129,2018.0,4.0,San Juan,Entre 512 Kbps y 1 Mbps,2.464
2130,2018.0,4.0,San Luis,Entre 512 Kbps y 1 Mbps,109.0
