,Provincia,Partido,Localidad,Link Indec,Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Mas de 30 Mbps,Otros
2331,SALTA,Santa Victoria,Campo La Cruz,66161020,0,0,0,0,0,0,0,50
2332,SALTA,Santa Victoria,Los Toldos,66161030,0,0,36,1,5,0,0,0
2333,SALTA,Santa Victoria,Nazareno,66161040,0,0,0,61,0,0,0,135
2334,SALTA,Santa Victoria,Poscaya,66161050,0,0,0,0,0,0,0,30
2335,SALTA,Santa Victoria,San Marcos,66161060,0,0,0,0,0,0,0,30
2336,SALTA,Santa Victoria,Santa Victoria,66161070,5,0,190,70,12,0,0,0
2337,SAN JUAN,25 de Mayo,Tupelí,70126020,0,60,0,0,0,0,0,0
2338,SAN JUAN,25 de Mayo,Villa Borjas,70126010,0,0,8,1,1,0,0,0
2339,SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera,70126030,0,80,0,0,0,0,0,0
2340,SAN JUAN,25 de Mayo,Villa Santa Rosa,70126050,0,0,51,2,1,0,0,0
2341,SAN JUAN,9 de Julio,9 de Julio,70063040,1,139,165,4,14,2,0,11
2342,SAN JUAN,9 de Julio,Alto de Sierra,70063010,0,0,6,0,0,0,0,0
2343,SAN JUAN,9 de Julio,Colonia Fiorito,70063020,0,0,3,0,0,0,0,0
2344,SAN JUAN,9 de Julio,Las Chacritas,70063030,0,34,73,2,11,0,0,0
2345,SAN JUAN,9 de Julio,OTROS,Sin Datos,1,0,0,0,0,0,0,0
2346,SAN JUAN,Albardón,El Rincón,70007010,0,24,267,132,96,2,0,0
2347,SAN JUAN,Albardón,OTROS,Sin Datos,0,0,0,0,0,0,0,300
2348,SAN JUAN,Albardón,Villa General San Martin,70007010,0,0,12,13,2,0,0,0
2349,SAN JUAN,Albardón,Villa General San Martín - Campo Afuera,70007020,0,0,150,24,7,2,0,0
2350,SAN JUAN,Angaco,OTROS,Sin Datos,0,0,0,0,0,0,0,72
2351,SAN JUAN,Angaco,Villa El Salvador - Villa Sefair,70014020,0,0,108,14,1,0,0,0
2352,SAN JUAN,Calingasta,Barreal,70021020,0,0,0,0,0,0,0,1
2353,SAN JUAN,Calingasta,Barreal - Villa Pituil,70021010,0,122,1172,0,0,0,0,0
2354,SAN JUAN,Calingasta,Calingasta,70021020,0,96,274,0,0,0,0,5
2355,SAN JUAN,Calingasta,Tamberías,70021030,0,36,94,0,0,0,0,0
2356,SAN JUAN,Capital,San Juan,70028010,7,582,11712,3829,12831,17544,9249,687
2357,SAN JUAN,Caucete,Bermejo,70035010,1,0,0,0,0,0,0,0
2358,SAN JUAN,Caucete,Caucete,70035020,0,0,579,295,645,0,0,2500
2359,SAN JUAN,Caucete,Vallecito,70035070,0,0,5,0,0,0,0,250
2360,SAN JUAN,Caucete,Villa Independencia,70035080,0,0,9,3,1,0,0,0
2361,SAN JUAN,Chimbas,Chimbas,70042010,2,53,2358,1128,1712,346,153,0
2362,SAN JUAN,Chimbas,Villa Paula Albarracin,70042010,0,0,2,1,0,0,0,0
2363,SAN JUAN,Iglesia,Angualasto,70049010,0,0,34,4,0,0,0,0
2364,SAN JUAN,Iglesia,Bella Vista,70049020,0,0,39,4,0,0,0,2
2365,SAN JUAN,Iglesia,Iglesia,70049030,0,0,71,8,0,0,0,21
2366,SAN JUAN,Iglesia,Las Flores,70049040,0,0,98,11,0,0,0,2
2367,SAN JUAN,Iglesia,Pismanta,70049050,1,0,21,0,0,0,0,2
2368,SAN JUAN,Iglesia,Rodeo,70049060,0,0,325,99,0,0,9,10
2369,SAN JUAN,Iglesia,Tudcum,70049070,0,0,78,9,0,0,0,1
2370,SAN JUAN,Jáchal,El Médano,70056010,0,0,49,3,0,0,0,0
2371,SAN JUAN,Jáchal,Gran China,70056020,0,32,45,5,0,0,0,0
2372,SAN JUAN,Jáchal,Huaco,70056030,0,43,65,1,0,0,0,0
2373,SAN JUAN,Jáchal,Mogna,70056040,0,0,5,0,0,0,0,0
2374,SAN JUAN,Jáchal,Niquivil,70056050,0,0,22,3,0,0,0,0
2375,SAN JUAN,Jáchal,Pampa Vieja,70056060,0,36,47,3,0,0,0,0
2376,SAN JUAN,Jáchal,San Isidro,70056070,0,35,57,5,0,0,0,0
2377,SAN JUAN,Jáchal,San José de Jáchal,70056080,1,153,917,20,1,0,0,2
2378,SAN JUAN,Jáchal,Tamberías,70056090,0,28,32,2,0,0,0,0
2379,SAN JUAN,Jáchal,Villa Malvinas Argentinas,70056100,0,0,22,3,0,0,0,0
2380,SAN JUAN,Jáchal,Villa Mercedes,70056110,1,52,111,7,0,0,0,7
2381,SAN JUAN,OTROS,OTROS,Sin Datos,0,1,3,0,0,0,0,7512
2382,SAN JUAN,Pocito,Barrio Ruta 40,70070010,0,0,13,1,0,0,0,0
2383,SAN JUAN,Pocito,Carpintería,70070020,0,0,13,1,0,0,0,0
2384,SAN JUAN,Pocito,Quinto Cuartel,70070030,0,0,56,7,27,1,0,0
2385,SAN JUAN,Pocito,Villa Aberastain,70070010,0,0,15,7,3,0,0,0
2386,SAN JUAN,Pocito,Villa Aberastain - La Rinconada,70070040,1,13,208,178,305,0,0,0
2387,SAN JUAN,Pocito,Villa Barbosa - Villa Nacusi,70070050,0,0,87,11,0,0,0,0
2388,SAN JUAN,Pocito,Villa Centenario,70070060,0,0,50,6,0,0,0,0
2389,SAN JUAN,Rawson,El Medanito,70077010,0,0,32,0,0,0,0,0
2390,SAN JUAN,Rawson,Rawson,70077010,0,85,3506,3193,2370,24,12,4
2391,SAN JUAN,Rawson,Villa Bolaños,70077020,0,0,241,23,28,21,9,0
2392,SAN JUAN,Rawson,Villa Krause,70077020,0,0,176,68,2,6,0,0
2393,SAN JUAN,Rivadavia,Rivadavia,70084010,1,119,2643,882,1174,170,25,0
2394,SAN JUAN,San Martín,Barrio Sadop,70091010,0,0,2,0,0,0,0,0
2395,SAN JUAN,San Martín,Dos Acequias (Est. Los Angacos),70091020,0,0,36,3,0,0,0,0
2396,SAN JUAN,San Martín,San Isidro (Est. Los Angacos),70091030,0,0,6,0,0,0,0,0
2397,SAN JUAN,San Martín,Villa Dominguito (Est. Puntilla Blanca),70091050,0,0,2,0,0,0,0,0
2398,SAN JUAN,San Martín,Villa Don Bosco (Est. Angaco Sud),70091060,0,0,64,10,0,0,0,0
2399,SAN JUAN,San Martín,Villa El Salvador,70091040,0,0,4,0,0,0,0,0
2400,SAN JUAN,San Martín,Villa San Martín,70091070,1,0,24,2,2,0,0,210
2401,SAN JUAN,Santa Lucía,Alto de Sierra,70098010,0,0,21,2,13,0,0,0
2402,SAN JUAN,Santa Lucía,Santa Lucía,70098010,0,41,2720,1186,1132,138,47,9
2403,SAN JUAN,Sarmiento,Cañada Honda,70105010,2,0,1,1,0,0,0,0
2404,SAN JUAN,Sarmiento,Cienaguita,70105020,0,0,1,1,0,0,0,0
2405,SAN JUAN,Sarmiento,Divisadero,70105040,0,0,10,1,0,0,0,0
2406,SAN JUAN,Sarmiento,Guanacache,70105050,0,0,7,1,0,0,0,0
2407,SAN JUAN,Sarmiento,Las Lagunas,70105060,1,0,0,0,0,0,0,0
2408,SAN JUAN,Sarmiento,Los Berros,70105070,0,0,62,6,2,0,0,0
2409,SAN JUAN,Sarmiento,Pedernal,70105080,0,0,10,1,0,0,0,0
2410,SAN JUAN,Sarmiento,Punta del Médano,70105090,0,0,1,0,0,0,0,0
2411,SAN JUAN,Sarmiento,Villa Media Agua,70105100,0,0,141,15,6,0,0,42
2412,SAN JUAN,Ullum,Villa Ibáñez,70112010,0,84,286,4,35,2,0,0
2413,SAN JUAN,Valle Fértil,Astica,70119010,0,0,30,0,0,0,0,0
2414,SAN JUAN,Valle Fértil,OTROS,Sin Datos,0,0,0,0,0,0,0,190
2415,SAN JUAN,Valle Fértil,Villa San Agustín,70119060,3,1,260,0,0,0,0,0
2416,SAN JUAN,Zonda,Villa Basilio Nievas,70133010,0,78,252,2,18,1,0,0
2417,SAN LUIS,Ayacucho,Candelaria,74007010,0,0,0,0,0,1034,0,0
2418,SAN LUIS,Ayacucho,La Majada,74007010,0,0,0,0,0,211,0,0
2419,SAN LUIS,Ayacucho,Leandro N. Alem,74007030,0,0,0,0,0,13,0,0
2420,SAN LUIS,Ayacucho,Lomas Blancas,74007010,0,0,0,0,0,37,0,0
2421,SAN LUIS,Ayacucho,Luján,74007040,0,0,105,0,0,1020,0,0
2422,SAN LUIS,Ayacucho,OTROS,Sin Datos,3,0,0,0,0,0,0,0
2423,SAN LUIS,Ayacucho,Pampa Grande,74007010,0,0,0,1,0,0,0,0
2424,SAN LUIS,Ayacucho,Quines,74007050,1,0,0,0,0,1620,0,0
2425,SAN LUIS,Ayacucho,Río Juan Gómez,74007010,0,0,0,0,0,72,0,0
2426,SAN LUIS,Ayacucho,San Francisco del Monte de Oro,74007070,0,0,279,0,0,1367,0,0
2427,SAN LUIS,Ayacucho,San Miguel,74007070,0,0,0,0,0,0,0,1
2428,SAN LUIS,Belgrano,La Calera,74014010,0,0,0,0,0,349,0,0
2429,SAN LUIS,Belgrano,Los Molles,74014010,0,0,0,0,0,263,0,0
2430,SAN LUIS,Belgrano,Nogolí,74014020,0,0,0,0,0,690,0,0
2431,SAN LUIS,Belgrano,San Pedro,74014040,0,0,0,0,0,25,0,0
2432,SAN LUIS,Belgrano,Villa de la Quebrada,74014030,0,0,0,0,0,818,0,0
2433,SAN LUIS,Belgrano,Villa General Roca,74014040,0,0,0,0,0,138,0,0
2434,SAN LUIS,Chacabuco,Concarán,74028010,2,0,260,0,0,1762,0,0
2435,SAN LUIS,Chacabuco,Cortaderas,74028020,0,0,0,1,0,1007,0,0
2436,SAN LUIS,Chacabuco,El Algarrobal,74028020,0,0,0,1,0,0,0,0
2437,SAN LUIS,Chacabuco,Naschel,74028030,0,0,245,0,0,932,0,0
2438,SAN LUIS,Chacabuco,Papagayos,74028040,0,0,0,0,0,58,0,0
2439,SAN LUIS,Chacabuco,Renca,74028050,0,0,0,0,0,173,0,0
2440,SAN LUIS,Chacabuco,San Pablo,74028060,0,0,0,0,0,85,0,0
2441,SAN LUIS,Chacabuco,Tilisarao,74028070,0,0,320,0,0,1395,0,0
2442,SAN LUIS,Chacabuco,Villa del Carmen,74028080,0,0,45,0,0,349,0,0
2443,SAN LUIS,Chacabuco,Villa Larca,74028090,0,0,50,0,0,584,0,0
2444,SAN LUIS,Coronel Pringles,Carolina,74021010,0,0,0,0,0,366,0,0
2445,SAN LUIS,Coronel Pringles,El Durazno,74021060,0,0,0,0,0,77,0,0
2446,SAN LUIS,Coronel Pringles,El Trapiche,74021020,0,0,0,0,0,1828,0,0
2447,SAN LUIS,Coronel Pringles,Fraga,74021030,0,0,60,0,0,418,0,0
2448,SAN LUIS,Coronel Pringles,La Bajada,74021040,0,0,0,0,0,64,0,0
2449,SAN LUIS,Coronel Pringles,La Florida,74021050,0,0,0,0,0,322,0,0
2450,SAN LUIS,Coronel Pringles,La Toma,74021060,0,0,475,0,0,2026,0,0
2451,SAN LUIS,Coronel Pringles,OTROS,Sin Datos,27,0,0,0,0,0,0,0
2452,SAN LUIS,Coronel Pringles,Río Grande,74021080,0,0,0,0,0,214,0,0
2453,SAN LUIS,Coronel Pringles,Saladillo,74021090,0,0,0,0,1,174,0,0
2454,SAN LUIS,General Pedernera,Juan Jorba,74035010,0,0,0,0,0,131,0,0
2455,SAN LUIS,General Pedernera,Juan Llerena,74035020,0,0,0,0,0,124,0,0
2456,SAN LUIS,General Pedernera,Justo Daract,74035030,0,0,661,20,148,1320,0,0
2457,SAN LUIS,General Pedernera,La Angelina,74035040,0,0,0,0,0,16,0,0
2458,SAN LUIS,General Pedernera,La Punilla,74035040,0,0,0,0,0,155,0,0
2459,SAN LUIS,General Pedernera,Lavaisse,74035050,0,0,0,0,0,66,0,0
2460,SAN LUIS,General Pedernera,San José del Morro,74035060,0,0,0,0,0,209,0,0
2461,SAN LUIS,General Pedernera,Villa Mercedes,74035070,0,35,1162,14011,10929,11698,439,3
2462,SAN LUIS,General Pedernera,Villa Salles,74035090,0,0,5,0,0,18,0,0
2463,SAN LUIS,Gobernador Dupuy,Anchorena,74042010,0,0,0,0,0,250,0,0
2464,SAN LUIS,Gobernador Dupuy,Arizona,74042020,0,0,0,0,0,307,0,0
2465,SAN LUIS,Gobernador Dupuy,Bagual,74042030,0,0,0,0,0,70,0,0
2466,SAN LUIS,Gobernador Dupuy,Batavia,74042040,2,0,0,0,0,175,0,0
2467,SAN LUIS,Gobernador Dupuy,Buena Esperanza,74042050,1,0,299,0,0,700,0,0
2468,SAN LUIS,Gobernador Dupuy,Fortín El Patria,74042060,0,0,0,0,0,154,0,0
2469,SAN LUIS,Gobernador Dupuy,Fortuna,74042070,0,0,0,0,0,289,0,0
2470,SAN LUIS,Gobernador Dupuy,La Maroma,74042080,1,0,0,0,0,0,0,0
2471,SAN LUIS,Gobernador Dupuy,Los Overos,74042090,0,0,0,0,0,0,0,2
2472,SAN LUIS,Gobernador Dupuy,Martín de Loyola,74042100,2,0,0,0,0,45,0,1
2473,SAN LUIS,Gobernador Dupuy,Nahuel Mapá,74042110,0,0,0,0,0,27,0,0
2474,SAN LUIS,Gobernador Dupuy,Navia,74042120,2,0,0,0,0,121,0,0
2475,SAN LUIS,Gobernador Dupuy,Nueva Galia,74042130,0,0,139,0,0,429,0,0
2476,SAN LUIS,Gobernador Dupuy,Unión,74042140,0,0,0,0,0,845,0,0
2477,SAN LUIS,Junín,Carpinteria,74049010,0,0,112,48,0,972,0,0
2478,SAN LUIS,Junín,Cerro de Oro,74049020,0,0,52,37,16,285,0,0
2479,SAN LUIS,Junín,Lafinur,74049030,0,0,0,0,0,165,0,0
2480,SAN LUIS,Junín,Los Cajones,74049040,0,0,0,0,0,197,0,0
2481,SAN LUIS,Junín,Los Molles,74049050,0,0,45,0,0,551,0,0
2482,SAN LUIS,Junín,Merlo,74049060,0,0,862,603,224,5491,34,1
2483,SAN LUIS,Junín,Santa Rosa del Conlara,74049070,0,142,280,0,0,1697,0,0
2484,SAN LUIS,Junín,Talita,74049080,2,0,0,0,0,253,0,0
2485,SAN LUIS,La Capital,Alto Pelado,74056010,0,0,0,0,0,79,0,0
2486,SAN LUIS,La Capital,Alto Pencoso,74056020,0,0,0,1,0,97,0,0
2487,SAN LUIS,La Capital,Balde,74056030,5,0,0,1,0,236,0,0
2488,SAN LUIS,La Capital,Beazley,74056040,0,0,0,0,0,225,0,0
2489,SAN LUIS,La Capital,Cazador,74056050,0,0,0,0,0,49,0,0
2490,SAN LUIS,La Capital,Chosmes,74056060,0,0,0,0,0,9,0,0
2491,SAN LUIS,La Capital,Desaguadero,74056070,0,0,0,1,0,86,0,0
2492,SAN LUIS,La Capital,El Volcán,74056080,0,0,2,21,2,1296,0,0
2493,SAN LUIS,La Capital,Jarilla,74056090,0,0,0,0,0,36,0,0
2494,SAN LUIS,La Capital,Juana Koslay,74056100,0,3,237,499,274,3561,3,0
2495,SAN LUIS,La Capital,La Punta,74056105,0,0,4,575,573,3,0,0
2496,SAN LUIS,La Capital,Las Barrancas,74056070,0,0,0,0,0,34,0,1
2497,SAN LUIS,La Capital,Potrero de los Funes,74056120,0,0,0,0,0,4377,0,0
2498,SAN LUIS,La Capital,Salinas del Bebedero,74056130,0,0,0,0,0,43,0,0
2499,SAN LUIS,La Capital,San Jerónimo,74056140,0,0,162,0,0,200,0,0
2500,SAN LUIS,La Capital,San Luis,74056150,4,443,5923,8864,1814,20598,32,4
2501,SAN LUIS,La Capital,Varela,74056140,0,0,0,0,0,24,0,0
2502,SAN LUIS,La Capital,Zanjitas,74056160,0,0,0,0,0,100,0,0
2503,SAN LUIS,Libertador Grl. San Martín,El Puesto,74063050,0,0,0,0,0,12,0,0
2504,SAN LUIS,Libertador Grl. San Martín,La Ramada,74063020,0,0,0,0,0,22,0,0
2505,SAN LUIS,Libertador Grl. San Martín,La Vertiente,74063010,2,0,0,0,0,49,0,0
2506,SAN LUIS,Libertador Grl. San Martín,Las Aguadas,74063020,0,0,0,0,0,59,0,0
2507,SAN LUIS,Libertador Grl. San Martín,Las Chacras,74063030,5,0,0,0,0,68,0,0
2508,SAN LUIS,Libertador Grl. San Martín,Las Lagunas,74063040,0,0,0,0,0,52,0,0
2509,SAN LUIS,Libertador Grl. San Martín,Paso Grande,74063050,0,0,0,0,0,283,0,0
2510,SAN LUIS,Libertador Grl. San Martín,Potrerillo,74063060,0,0,0,0,0,68,0,0
2511,SAN LUIS,Libertador Grl. San Martín,San Martín,74063070,0,1,1,0,0,363,0,0
2512,SAN LUIS,Libertador Grl. San Martín,Villa de Praga,74063080,1,0,0,0,0,228,0,0
2513,SAN LUIS,OTROS,OTROS,Sin Datos,0,0,0,0,0,0,0,3340
2514,SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,78007010,1,2,48,199,973,0,0,0
2515,SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,78007020,1,11,38,96,1066,0,0,2
2516,SANTA CRUZ,Deseado,Caleta Olivia,78014010,5,6307,2090,729,12,0,0,325
2517,SANTA CRUZ,Deseado,Cañadón Seco,78014020,1,26,63,1,1,0,0,31
2518,SANTA CRUZ,Deseado,Jaramillo,78014040,0,0,86,0,0,0,0,4
2519,SANTA CRUZ,Deseado,Las Heras,78014060,1,22,1698,1179,273,175,35,0
2520,SANTA CRUZ,Deseado,Pico Truncado,78014070,3,158,2261,947,417,61,0,0
2521,SANTA CRUZ,Deseado,Puerto Deseado,78014080,1,19,184,614,688,0,0,21
2522,SANTA CRUZ,Deseado,Tellier,78014090,0,0,0,0,0,0,0,1
2523,SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,1,10,201,0,0,0,0,0
2524,SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,1,0,0,0,0,0,0,0
2525,SANTA CRUZ,Güer Aike,Mina 3,78021030,0,0,0,0,0,0,0,2
2526,SANTA CRUZ,Güer Aike,Río Gallegos,78021040,17,172,1644,1147,4509,2179,5003,3
2527,SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,78021070,1,2,5,24,232,0,0,0
2528,SANTA CRUZ,Lago Argentino,El Calafate,78028010,3,37,2749,3467,64,828,304,6
2529,SANTA CRUZ,Lago Argentino,El Chaltén,78028020,1,0,438,0,0,0,0,4
2530,SANTA CRUZ,Lago Argentino,Tres Lagos,78028030,1,0,0,0,0,0,0,0
2531,SANTA CRUZ,Lago Buenos Aires,Los Antiguos,78035010,2,31,0,0,0,0,0,8
2532,SANTA CRUZ,Lago Buenos Aires,Perito Moreno,78035020,2,1,0,2700,0,0,0,3
2533,SANTA CRUZ,Magallanes,Puerto San Julián,78042010,4,12,110,406,2139,0,0,7
2534,SANTA CRUZ,OTROS,OTROS,Sin Datos,0,0,0,0,0,0,0,629
2535,SANTA CRUZ,Río Chico,Bajo Caracoles,78049010,1,0,0,0,0,0,0,0
2536,SANTA CRUZ,Río Chico,Gobernador Gregores,78049020,4,0,1,0,0,0,0,2
2537,SANTA FE,9 de Julio,Esteban Rams,82077010,2,0,0,34,0,1,0,0
2538,SANTA FE,9 de Julio,Gato Colorado,82077020,4,0,0,0,0,0,0,0
2539,SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),82077030,3,0,0,142,0,2,0,0
2540,SANTA FE,9 de Julio,Logroño,82077040,0,0,0,44,0,4,0,0
2541,SANTA FE,9 de Julio,Montefiore,82077050,1,0,0,0,0,0,0,0
2542,SANTA FE,9 de Julio,Pozo Borrado,82077060,0,0,0,124,0,3,0,0
2543,SANTA FE,9 de Julio,San Bernardo,82077065,0,0,0,103,0,6,0,0
2544,SANTA FE,9 de Julio,Santa Margarita,82077070,5,0,0,94,0,2,0,0
2545,SANTA FE,9 de Julio,Tostado,82077080,2,0,9,2688,0,363,26,0
2546,SANTA FE,9 de Julio,Villa Minetti,82077090,5,0,0,257,0,6,1,0
2547,SANTA FE,Belgrano,Armstrong,82007010,0,8,536,658,57,0,3,0
2548,SANTA FE,Belgrano,Bouquet,82007020,0,1,338,32,18,0,0,0
2549,SANTA FE,Belgrano,Las Parejas,82007030,0,12,593,664,1520,1,739,0
2550,SANTA FE,Belgrano,Las Rosas,82007040,0,7,347,995,2770,27,23,0
2551,SANTA FE,Belgrano,Montes de Oca,82007050,1,0,557,657,27,0,0,168
2552,SANTA FE,Belgrano,Tortugas,82007060,1,1,20,111,34,0,0,0
2553,SANTA FE,Caseros,Arequito,82014010,0,2,921,894,488,0,0,0
2554,SANTA FE,Caseros,Arteaga,82014020,0,0,698,313,12,0,0,0
2555,SANTA FE,Caseros,Beravebú,82014030,0,0,0,353,0,0,0,0
2556,SANTA FE,Caseros,Bigand,82014040,0,1,45,1585,153,0,0,0
2557,SANTA FE,Caseros,Casilda,82014050,0,33,2904,1920,1541,82,183,1
2558,SANTA FE,Caseros,Chabás,82014060,0,81,883,601,207,0,6,0
2559,SANTA FE,Caseros,Chañar Ladeado,82014070,0,0,23,36,1306,0,0,1
2560,SANTA FE,Caseros,Gödeken,82014080,0,0,0,498,33,0,0,1
2561,SANTA FE,Caseros,Los Molinos,82014090,0,0,210,256,66,0,0,0
2562,SANTA FE,Caseros,Los Nogales,82014100,0,0,22,0,22,0,0,0
2563,SANTA FE,Caseros,Los Quirquinchos,82014110,0,0,67,719,27,2,0,0
2564,SANTA FE,Caseros,San José de la Esquina,82014120,0,1,527,1084,496,0,0,2
2565,SANTA FE,Caseros,Sanford,82014130,0,0,0,438,28,0,0,0
2566,SANTA FE,Caseros,Villada,82014140,0,0,7,76,11,0,0,0
2567,SANTA FE,Castellanos,Aldao (Est. Casablanca),82021010,0,0,13,0,312,357,0,66
2568,SANTA FE,Castellanos,Angélica,82021020,0,0,122,15,473,1,0,0
2569,SANTA FE,Castellanos,Ataliva,82021030,0,0,204,13,0,121,238,0
2570,SANTA FE,Castellanos,Aurelia,82021040,0,0,4,0,0,0,0,0
2571,SANTA FE,Castellanos,Bauer y Sigel,82021060,0,0,0,0,0,0,0,0
2572,SANTA FE,Castellanos,Bella Italia,82021070,0,1,326,22,5,0,0,0
2573,SANTA FE,Castellanos,Castellanos,82021080,0,0,6,0,0,0,0,0
2574,SANTA FE,Castellanos,Colonia Bicha,82021090,0,0,0,0,72,0,116,0
2575,SANTA FE,Castellanos,Colonia Cello,82021100,0,0,29,0,0,0,0,0
2576,SANTA FE,Castellanos,Colonia Margarita,82021110,0,0,0,10,0,0,0,0
2577,SANTA FE,Castellanos,Colonia Raquel,82021120,0,0,3,0,31,0,72,0
2578,SANTA FE,Castellanos,Coronel Fraga,82021130,0,0,27,22,0,0,0,0
2579,SANTA FE,Castellanos,Esmeralda,82021150,0,0,82,0,0,0,0,0
2580,SANTA FE,Castellanos,Estación Clucellas,82021160,0,0,183,0,0,0,0,0
2581,SANTA FE,Castellanos,Estación Saguier,82021170,0,0,14,0,0,0,0,0
2582,SANTA FE,Castellanos,Eusebia y Carolina,82021180,0,0,0,0,27,0,43,0
2583,SANTA FE,Castellanos,Eustolia,82021190,0,0,4,0,0,0,0,0
2584,SANTA FE,Castellanos,Frontera,82021200,0,0,0,1,0,0,0,0
2585,SANTA FE,Castellanos,Humberto Primo,82021220,0,0,249,171,116,9,0,0
2586,SANTA FE,Castellanos,Josefina,82021230,0,0,82,20,3,0,0,0
2587,SANTA FE,Castellanos,Lehmann,82021240,0,0,345,185,166,0,0,0
2588,SANTA FE,Castellanos,María Juana,82021250,0,0,0,1598,15,0,10,1
2589,SANTA FE,Castellanos,Plaza Clucellas,82021270,0,1,288,29,10,0,0,0
2590,SANTA FE,Castellanos,Plaza Saguier,82021280,0,0,51,0,0,0,0,0
2591,SANTA FE,Castellanos,Presidente Roca,82021290,0,0,142,0,0,0,0,0
2592,SANTA FE,Castellanos,Pueblo Marini,82021300,0,0,11,0,0,0,0,0
2593,SANTA FE,Castellanos,Rafaela,82021310,2,115,2164,587,1594,4172,3000,3
2594,SANTA FE,Castellanos,Ramona,82021320,0,0,327,0,1,0,0,0
2595,SANTA FE,Castellanos,San Antonio,82021330,0,0,69,0,0,0,0,0
2596,SANTA FE,Castellanos,San Vicente,82021340,0,168,608,1188,116,66,0,0
2597,SANTA FE,Castellanos,Santa Clara de Saguier,82021350,0,3,348,111,18,0,0,0
2598,SANTA FE,Castellanos,Sunchales,82021360,2,16,211,340,528,8,5190,40
2599,SANTA FE,Castellanos,Susana,82021370,0,0,78,0,0,0,2,0
2600,SANTA FE,Castellanos,Tacural,82021380,0,0,0,2,437,0,135,0
2601,SANTA FE,Castellanos,Vila,82021390,0,0,0,419,0,0,0,0
2602,SANTA FE,Castellanos,Villa San José,82021410,0,0,84,0,0,0,0,0
2603,SANTA FE,Castellanos,Virginia,82021420,0,0,0,9,0,0,0,0
2604,SANTA FE,Castellanos,Zenón Pereyra,82021430,0,0,53,0,0,0,0,0
2605,SANTA FE,Constitución,Alcorta,82028010,0,2,2070,247,154,10,0,0
2606,SANTA FE,Constitución,Bombal,82028040,0,0,0,687,273,0,43,0
2607,SANTA FE,Constitución,Cepeda,82028060,0,0,0,0,3,0,1,0
2608,SANTA FE,Constitución,Empalme Villa Constitución,82028070,0,4,87,437,91,1,0,0
2609,SANTA FE,Constitución,General Gelly,82028090,0,0,190,3,0,0,0,0
2610,SANTA FE,Constitución,Godoy,82028100,0,0,12,140,0,0,0,0
2611,SANTA FE,Constitución,Juan B. Molina,82028110,0,0,350,0,0,1,0,0
2612,SANTA FE,Constitución,Juncal,82028120,0,0,12,271,0,1,0,0
2613,SANTA FE,Constitución,La Vanguardia,82028130,0,0,0,3,99,0,12,0
2614,SANTA FE,Constitución,Máximo Paz (Est. Paz),82028140,0,0,0,1097,158,24,0,0
2615,SANTA FE,Constitución,Pavón,82028150,0,0,16,67,16,0,0,0
2616,SANTA FE,Constitución,Pavón Arriba,82028160,0,0,73,391,80,0,26,0
2617,SANTA FE,Constitución,Peyrano,82028170,0,0,0,743,0,0,0,0
2618,SANTA FE,Constitución,Rueda,82028180,0,0,50,22,0,0,0,0
2619,SANTA FE,Constitución,Santa Teresa,82028190,0,1,88,586,175,1,39,0
2620,SANTA FE,Constitución,Sargento Cabral,82028200,0,0,0,402,26,0,0,0
2621,SANTA FE,Constitución,Villa Constitución,82028230,0,91,1557,2308,327,4,244,1292
2622,SANTA FE,Garay,Cayastá,82035010,0,36,384,9,0,0,0,0
2623,SANTA FE,Garay,Helvecia,82035020,0,0,645,0,0,0,0,0
2624,SANTA FE,Garay,Los Zapallos,82035030,0,14,117,3,0,0,0,0
2625,SANTA FE,Garay,Saladero Mariano Cabal,82035040,0,0,0,86,0,0,0,2
2626,SANTA FE,Garay,Santa Rosa de Calchines,82035050,0,184,659,168,7,0,0,0
2627,SANTA FE,General López,Aarón Castellanos (Est. Castellanos),82042010,8,7,19,2,0,0,0,0
2628,SANTA FE,General López,Amenábar,82042020,0,0,102,114,19,0,0,0
2629,SANTA FE,General López,Cafferata,82042030,0,0,0,246,0,0,0,1
2630,SANTA FE,General López,Cañada del Ucle,82042040,0,0,422,0,0,0,0,0
2631,SANTA FE,General López,Carmen,82042050,0,0,99,1,0,0,0,40
2632,SANTA FE,General López,Carreras,82042060,0,0,259,7,7,0,0,0
2633,SANTA FE,General López,Chapuy,82042070,0,0,1,0,0,0,0,0
2634,SANTA FE,General López,Chovet,82042080,0,0,1,0,0,0,0,2
2635,SANTA FE,General López,Christophersen,82042090,10,35,45,1,2,0,0,0
2636,SANTA FE,General López,Diego de Alvear,82042100,221,13,77,60,4,3,0,0
2637,SANTA FE,General López,Elortondo,82042110,0,7,1361,409,61,3,0,0
