,Año,Trimestre,Provincia,Accesos por cada 100 hogares,KPI1,index
757,2022,3,Chubut,84.38,1.1899999999999977,28.0
758,2022,2,Chubut,83.19,-4.859999999999999,52.0
759,2022,1,Chubut,88.05,5.480000000000004,76.0
760,2021,4,Chubut,82.57,1.8599999999999994,100.0
761,2021,3,Chubut,80.71,8.419999999999987,124.0
762,2021,2,Chubut,72.29,3.3000000000000114,148.0
763,2021,1,Chubut,68.99,0.6400000000000006,172.0
764,2020,4,Chubut,68.35,0.009999999999990905,196.0
765,2020,3,Chubut,68.34,11.0,220.0
766,2020,2,Chubut,57.34,6.07,244.0
767,2020,1,Chubut,51.27,0.12000000000000455,268.0
768,2019,4,Chubut,51.15,3.5799999999999983,292.0
769,2019,3,Chubut,47.57,0.5799999999999983,316.0
770,2019,2,Chubut,46.99,3.990000000000002,340.0
771,2019,1,Chubut,43.0,0.39000000000000057,364.0
772,2018,4,Chubut,42.61,-13.780000000000001,388.0
773,2018,3,Chubut,56.39,1.490000000000002,412.0
774,2018,2,Chubut,54.9,1.1799999999999997,436.0
775,2018,1,Chubut,53.72,2.259999999999998,460.0
776,2017,4,Chubut,51.46,5.240000000000002,484.0
777,2017,3,Chubut,46.22,10.670000000000002,508.0
778,2017,2,Chubut,35.55,-0.10999999999999943,532.0
779,2017,1,Chubut,35.66,-0.4100000000000037,556.0
780,2016,4,Chubut,36.07,-0.10999999999999943,580.0
781,2016,3,Chubut,36.18,0.060000000000002274,604.0
782,2016,2,Chubut,36.12,0.02999999999999403,628.0
783,2016,1,Chubut,36.09,-0.7999999999999972,652.0
784,2015,4,Chubut,36.89,0.0799999999999983,676.0
785,2015,3,Chubut,36.81,0.23000000000000398,700.0
786,2015,2,Chubut,36.58,-1.0300000000000011,724.0
787,2015,1,Chubut,37.61,-2.6400000000000006,748.0
788,2014,4,Chubut,40.25,-0.3500000000000014,772.0
789,2014,3,Chubut,40.6,-0.8099999999999952,796.0
790,2014,2,Chubut,41.41,0.1699999999999946,820.0
791,2014,1,Chubut,41.24,0.0,844.0
792,2022,4,Santa Cruz,43.53,0.3400000000000034,19.0
793,2022,3,Santa Cruz,43.19,0.03999999999999915,43.0
794,2022,2,Santa Cruz,43.15,-0.19000000000000483,67.0
795,2022,1,Santa Cruz,43.34,0.29000000000000625,91.0
796,2021,4,Santa Cruz,43.05,-0.7000000000000028,115.0
797,2021,3,Santa Cruz,43.75,-0.259999999999998,139.0
798,2021,2,Santa Cruz,44.01,2.3599999999999994,163.0
799,2021,1,Santa Cruz,41.65,4.649999999999999,187.0
800,2020,4,Santa Cruz,37.0,1.0499999999999972,211.0
801,2020,3,Santa Cruz,35.95,0.1600000000000037,235.0
802,2020,2,Santa Cruz,35.79,-0.17999999999999972,259.0
803,2020,1,Santa Cruz,35.97,-0.740000000000002,283.0
804,2019,4,Santa Cruz,36.71,1.0799999999999983,307.0
805,2019,3,Santa Cruz,35.63,6.780000000000001,331.0
806,2019,2,Santa Cruz,28.85,5.18,355.0
807,2019,1,Santa Cruz,23.67,-0.019999999999999574,379.0
808,2018,4,Santa Cruz,23.69,-9.039999999999996,403.0
809,2018,3,Santa Cruz,32.73,-0.6000000000000014,427.0
810,2018,2,Santa Cruz,33.33,-0.21999999999999886,451.0
811,2018,1,Santa Cruz,33.55,4.639999999999997,475.0
812,2017,4,Santa Cruz,28.91,-4.379999999999999,499.0
813,2017,3,Santa Cruz,33.29,7.039999999999999,523.0
814,2017,2,Santa Cruz,26.25,-0.2699999999999996,547.0
815,2017,1,Santa Cruz,26.52,-0.5300000000000011,571.0
816,2016,4,Santa Cruz,27.05,0.21000000000000085,595.0
817,2016,3,Santa Cruz,26.84,0.10999999999999943,619.0
818,2016,2,Santa Cruz,26.73,-0.14000000000000057,643.0
819,2016,1,Santa Cruz,26.87,-0.8699999999999974,667.0
820,2015,4,Santa Cruz,27.74,0.129999999999999,691.0
821,2015,3,Santa Cruz,27.61,0.5399999999999991,715.0
822,2015,2,Santa Cruz,27.07,-0.9199999999999982,739.0
823,2015,1,Santa Cruz,27.99,0.18999999999999773,763.0
824,2014,4,Santa Cruz,27.8,-0.4299999999999997,787.0
825,2014,3,Santa Cruz,28.23,-1.1499999999999986,811.0
826,2014,2,Santa Cruz,29.38,0.4399999999999977,835.0
827,2014,1,Santa Cruz,28.94,0.0,859.0
828,2022,4,Tierra Del Fuego,101.44,1.9299999999999926,22.0
829,2022,3,Tierra Del Fuego,99.51,-0.3499999999999943,46.0
830,2022,2,Tierra Del Fuego,99.86,1.5699999999999932,70.0
831,2022,1,Tierra Del Fuego,98.29,-0.10999999999999943,94.0
832,2021,4,Tierra Del Fuego,98.4,3.450000000000003,118.0
833,2021,3,Tierra Del Fuego,94.95,27.060000000000002,142.0
834,2021,2,Tierra Del Fuego,67.89,-9.459999999999994,166.0
835,2021,1,Tierra Del Fuego,77.35,1.0799999999999983,190.0
836,2020,4,Tierra Del Fuego,76.27,-0.5400000000000063,214.0
837,2020,3,Tierra Del Fuego,76.81,0.4399999999999977,238.0
838,2020,2,Tierra Del Fuego,76.37,0.30000000000001137,262.0
839,2020,1,Tierra Del Fuego,76.07,-3.6300000000000097,286.0
840,2019,4,Tierra Del Fuego,79.7,-16.75999999999999,310.0
841,2019,3,Tierra Del Fuego,96.46,1.6599999999999966,334.0
842,2019,2,Tierra Del Fuego,94.8,1.4200000000000017,358.0
843,2019,1,Tierra Del Fuego,93.38,-0.21000000000000796,382.0
844,2018,4,Tierra Del Fuego,93.59,0.8200000000000074,406.0
845,2018,3,Tierra Del Fuego,92.77,1.1599999999999966,430.0
846,2018,2,Tierra Del Fuego,91.61,26.409999999999997,454.0
847,2018,1,Tierra Del Fuego,65.2,5.310000000000002,478.0
848,2017,4,Tierra Del Fuego,59.89,-5.849999999999994,502.0
849,2017,3,Tierra Del Fuego,65.74,-2.719999999999999,526.0
850,2017,2,Tierra Del Fuego,68.46,-0.46000000000000796,550.0
851,2017,1,Tierra Del Fuego,68.92,-1.3900000000000006,574.0
852,2016,4,Tierra Del Fuego,70.31,1.3700000000000045,598.0
853,2016,3,Tierra Del Fuego,68.94,1.2199999999999989,622.0
854,2016,2,Tierra Del Fuego,67.72,1.8900000000000006,646.0
855,2016,1,Tierra Del Fuego,65.83,-0.6299999999999955,670.0
856,2015,4,Tierra Del Fuego,66.46,-8.400000000000006,694.0
857,2015,3,Tierra Del Fuego,74.86,0.3499999999999943,718.0
858,2015,2,Tierra Del Fuego,74.51,0.28000000000000114,742.0
859,2015,1,Tierra Del Fuego,74.23,8.090000000000003,766.0
860,2014,4,Tierra Del Fuego,66.14,0.45000000000000284,790.0
861,2014,3,Tierra Del Fuego,65.69,1.3299999999999983,814.0
862,2014,2,Tierra Del Fuego,64.36,0.39000000000000057,838.0
863,2014,1,Tierra Del Fuego,63.97,0.0,862.0
