,provincia,departamento,localidad,geometry
789,Córdoba,Colón,La Calera,MULTIPOINT ((-64.39516656363504 -31.353043421346342))
790,Córdoba,Colón,Colonia Caroya,MULTIPOINT ((-64.06171286752955 -31.022055587376613))
791,Córdoba,Colón,Colonia Tirolesa,MULTIPOINT ((-64.06629578920996 -31.23727618694266))
792,Córdoba,Colón,Colonia Vicente Agüero,MULTIPOINT ((-64.01868279250755 -31.02852168615902))
793,Córdoba,Colón,Malvinas Argentinas,MULTIPOINT ((-63.99576476389482 -31.44399135341717))
794,Córdoba,Colón,La Granja,MULTIPOINT ((-64.30068763619832 -31.00752684753282))
795,Córdoba,Colón,Villa Allende,MULTIPOINT ((-64.23689313058391 -31.29909694294712))
796,Córdoba,Colón,El Manzano,MULTIPOINT ((-64.29869766010442 -31.084230839114817))
797,Córdoba,Colón,Colonia Tirolesa,MULTIPOINT ((-64.05567394064302 -31.26605636080329))
798,Córdoba,Colón,Estación General Paz,MULTIPOINT ((-64.14015062439833 -31.134480642880913))
799,Córdoba,Colón,Jesús María,MULTIPOINT ((-64.09579316807189 -30.976130935535355))
800,Córdoba,Colón,La Calera,MULTIPOINT ((-64.33848731487016 -31.345792616797645))
801,Córdoba,Colón,La Granja,MULTIPOINT ((-64.2678934275508 -31.008624163868753))
802,Córdoba,Colón,Villa Allende,MULTIPOINT ((-64.24630201310309 -31.305774137553673))
803,Córdoba,Colón,Colonia Tirolesa,MULTIPOINT ((-64.04126574215361 -31.143164257255794))
804,Córdoba,Colón,Unquillo,MULTIPOINT ((-64.26320491057767 -31.240623708912338))
805,Córdoba,Colón,La Granja,MULTIPOINT ((-64.2381391027272 -31.017751178901868))
806,Córdoba,Colón,Malvinas Argentinas,MULTIPOINT ((-64.0536917332686 -31.374253575669577))
807,Córdoba,Colón,Mendiolaza,MULTIPOINT ((-64.30912777326287 -31.264044370321447))
808,Córdoba,Colón,Mi Granja,MULTIPOINT ((-64.00318941813414 -31.355350007287083))
809,Córdoba,Colón,Río Ceballos,MULTIPOINT ((-64.28869933321913 -31.198449357643817))
810,Córdoba,Colón,Río Ceballos,MULTIPOINT ((-64.3175041693725 -31.169750130477166))
811,Córdoba,Colón,Saldán,MULTIPOINT ((-64.30352868212674 -31.31530621449145))
812,Córdoba,Colón,Salsipuedes,MULTIPOINT ((-64.29741847447822 -31.142353597290064))
813,Córdoba,Colón,Colonia Tirolesa,MULTIPOINT ((-64.07458778853324 -31.259537029549463))
814,Córdoba,Colón,Tinoco,MULTIPOINT ((-63.89179526709576 -31.124507497807894))
815,Córdoba,Colón,Unquillo,MULTIPOINT ((-64.31176369364373 -31.237152375151634))
816,Córdoba,Colón,Villa Allende,MULTIPOINT ((-64.2977013083088 -31.293649625654623))
817,Córdoba,Colón,Villa Cerro Azul,MULTIPOINT ((-64.31623539269876 -31.07066518188482))
818,Córdoba,Colón,Estación Juárez Celman,MULTIPOINT ((-64.17619086730278 -31.31241462617418))
819,Córdoba,Colón,Estación Juárez Celman,MULTIPOINT ((-64.16461579973462 -31.275729827010736))
820,Córdoba,Cruz del Eje,Alto de los Quebrachos,MULTIPOINT ((-65.03672670563398 -30.543284493154694))
821,Córdoba,Cruz del Eje,Bañado de Soto,MULTIPOINT ((-65.05264145094687 -30.795130690247117))
822,Córdoba,Cruz del Eje,San Marcos Sierra,MULTIPOINT ((-64.69372293692118 -30.857538021327112))
823,Córdoba,Cruz del Eje,Cruz de Caña,MULTIPOINT ((-64.9347870163643 -31.067836217185594))
824,Córdoba,Cruz del Eje,Cruz del Eje,MULTIPOINT ((-64.79077626258983 -30.74392878549155))
825,Córdoba,Cruz del Eje,El Brete,MULTIPOINT ((-64.87189845806374 -30.672634805674306))
826,Córdoba,Cruz del Eje,San Marcos Sierra,MULTIPOINT ((-64.64739988972667 -30.743326304059206))
827,Córdoba,Cruz del Eje,Guanaco Muerto,MULTIPOINT ((-65.06159994658347 -30.47864371662537))
828,Córdoba,Cruz del Eje,San Marcos Sierra,MULTIPOINT ((-64.63491285335556 -30.77762261879696))
829,Córdoba,Cruz del Eje,La Batea,MULTIPOINT ((-65.30815068357066 -30.372274190570057))
830,Córdoba,Cruz del Eje,La Higuera,MULTIPOINT ((-65.10289619892525 -31.013290293469282))
831,Córdoba,Cruz del Eje,Las Cañadas,MULTIPOINT ((-64.73472536050411 -30.91499305623951))
832,Córdoba,Cruz del Eje,Las Playas,MULTIPOINT ((-64.84729585276432 -30.706740606879155))
833,Córdoba,Cruz del Eje,Los Chañaritos,MULTIPOINT ((-64.95374657557343 -30.557676818886012))
834,Córdoba,Cruz del Eje,Media Naranja,MULTIPOINT ((-64.92825612706336 -30.64407668514836))
835,Córdoba,Cruz del Eje,Paso Viejo,MULTIPOINT ((-65.19043109932092 -30.767438455011963))
836,Córdoba,Cruz del Eje,San Marcos Sierra,MULTIPOINT ((-64.63618956517172 -30.783012897970387))
837,Córdoba,Cruz del Eje,Serrezuela,MULTIPOINT ((-65.38874113011933 -30.638772414633685))
838,Córdoba,Cruz del Eje,Tuclame,MULTIPOINT ((-65.23562125983003 -30.74659144812166))
839,Córdoba,Cruz del Eje,Villa de Soto,MULTIPOINT ((-64.98489143958552 -30.855231264489404))
840,Córdoba,General Roca,Del Campillo,MULTIPOINT ((-64.4971277806815 -34.378854978704226))
841,Córdoba,General Roca,sin gobierno local,MULTIPOINT ((-64.81068447223855 -34.49608962982531))
842,Córdoba,General Roca,Buchardo,MULTIPOINT ((-63.50726467444159 -34.723874430959164))
843,Córdoba,General Roca,Huinca Renancó,MULTIPOINT ((-64.37467424168399 -34.84131820926571))
844,Córdoba,General Roca,Italó,MULTIPOINT ((-63.78035738745656 -34.790806122169364))
845,Córdoba,General Roca,Mattaldi,MULTIPOINT ((-64.17069637572166 -34.48125659332046))
846,Córdoba,General Roca,Nicolás Bruzzone,MULTIPOINT ((-64.34164131400507 -34.440420235706206))
847,Córdoba,General Roca,Onagoity,MULTIPOINT ((-63.67215452675459 -34.77263065350366))
848,Córdoba,General Roca,Pincén,MULTIPOINT ((-63.91656304500647 -34.83818361478604))
849,Córdoba,General Roca,Ranqueles,MULTIPOINT ((-64.100317162126 -34.84265864238835))
850,Córdoba,General Roca,Jovita,MULTIPOINT ((-63.94403947169145 -34.518814617884395))
851,Córdoba,General Roca,Villa Huidobro,MULTIPOINT ((-64.58710002461169 -34.84052061442445))
852,Córdoba,General Roca,Villa Sarmiento,MULTIPOINT ((-64.72517935613729 -34.122853836441415))
853,Córdoba,General Roca,Villa Valeria,MULTIPOINT ((-64.92081440246834 -34.341445816345164))
854,Córdoba,General San Martín,Arroyo Algodón,MULTIPOINT ((-63.16512475991254 -32.20118700559893))
855,Córdoba,General San Martín,Arroyo Cabral,MULTIPOINT ((-63.402375774017905 -32.48949340127098))
856,Córdoba,General San Martín,Ausonia,MULTIPOINT ((-63.24311295407414 -32.661795002070484))
857,Córdoba,General San Martín,Chazón,MULTIPOINT ((-63.275068807614176 -33.0778686830531))
858,Córdoba,General San Martín,Etruria,MULTIPOINT ((-63.24500802926352 -32.93923161602024))
859,Córdoba,General San Martín,La Laguna,MULTIPOINT ((-63.247093340962564 -32.802526463880696))
860,Córdoba,General San Martín,La Palestina,MULTIPOINT ((-63.40939923215949 -32.616434571607925))
861,Córdoba,General San Martín,La Playosa,MULTIPOINT ((-63.034350872509805 -32.09700158439803))
862,Córdoba,General San Martín,sin gobierno local,MULTIPOINT ((-63.233436455672674 -32.30433330119711))
863,Córdoba,General San Martín,Luca,MULTIPOINT ((-63.476893221151215 -32.54050566987491))
864,Córdoba,General San Martín,Pasco,MULTIPOINT ((-63.34173575656375 -32.746218035329505))
865,Córdoba,General San Martín,Ausonia,MULTIPOINT ((-63.24801630999162 -32.52829302759377))
866,Córdoba,General San Martín,Silvio Pellico,MULTIPOINT ((-62.93088115990016 -32.249625295817204))
867,Córdoba,General San Martín,Ticino,MULTIPOINT ((-63.437106524617626 -32.693126806761015))
868,Córdoba,General San Martín,Tío Pujio,MULTIPOINT ((-63.3536812962105 -32.28707332841872))
869,Córdoba,General San Martín,Villa María,MULTIPOINT ((-63.186418763211385 -32.43311150786882))
870,Córdoba,General San Martín,Villa María,MULTIPOINT ((-63.24832903264199 -32.41350419308807))
871,Córdoba,General San Martín,Villa Nueva,MULTIPOINT ((-63.2478575788202 -32.43547641290415))
872,Córdoba,General San Martín,Villa Nueva,MULTIPOINT ((-63.28345835336149 -32.41694240856906))
873,Córdoba,Ischilín,Avellaneda,MULTIPOINT ((-64.20568695439026 -30.594290436842204))
874,Córdoba,Ischilín,Cañada de Río Pinto,MULTIPOINT ((-64.21865096760197 -30.775791185688522))
875,Córdoba,Ischilín,Chuña,MULTIPOINT ((-64.67023117319764 -30.467074173989534))
876,Córdoba,Ischilín,Copacabana,MULTIPOINT ((-64.49950430484168 -30.642902029110367))
877,Córdoba,Ischilín,Dean Funes,MULTIPOINT ((-64.35273931174001 -30.424977176930188))
878,Córdoba,Ischilín,sin gobierno local,MULTIPOINT ((-64.90920760687263 -30.600829410242216))
879,Córdoba,Ischilín,Los Pozos,MULTIPOINT ((-64.2522892562555 -30.51918041500507))
880,Córdoba,Ischilín,Olivares de San Nicolás,MULTIPOINT ((-64.85560552050578 -30.601226423905235))
881,Córdoba,Ischilín,Quilino,MULTIPOINT ((-64.49936824654417 -30.214174175347797))
882,Córdoba,Ischilín,Dean Funes,MULTIPOINT ((-64.44489498495848 -30.45421223425793))
883,Córdoba,Ischilín,Villa Gutiérrez,MULTIPOINT ((-64.16015406036293 -30.67920553556532))
884,Córdoba,Ischilín,Quilino,MULTIPOINT ((-64.46843541034731 -30.209166968961767))
885,Córdoba,Juárez Celman,Alejandro Roca,MULTIPOINT ((-63.71773459087756 -33.35356114222068))
886,Córdoba,Juárez Celman,Assunta,MULTIPOINT ((-63.225622094093694 -33.63416538607375))
887,Córdoba,Juárez Celman,Bengolea,MULTIPOINT ((-63.669895804696175 -33.02477150160778))
888,Córdoba,Juárez Celman,Carnerillo,MULTIPOINT ((-64.02257995749834 -32.913148249527275))
889,Córdoba,Juárez Celman,Charras,MULTIPOINT ((-64.04687454959551 -33.025379107613986))
890,Córdoba,Juárez Celman,El Rastreador,MULTIPOINT ((-63.53933291553756 -33.66618344750887))
891,Córdoba,Juárez Celman,General Cabrera,MULTIPOINT ((-63.874957223208355 -32.81457295370559))
892,Córdoba,Juárez Celman,General Deheza,MULTIPOINT ((-63.78913254876757 -32.75632725587982))
893,Córdoba,Juárez Celman,Huanchillas,MULTIPOINT ((-63.63625922161114 -33.668490297249164))
894,Córdoba,Juárez Celman,La Carlota,MULTIPOINT ((-63.293628940944814 -33.417977675953225))
895,Córdoba,Juárez Celman,Los Cisnes,MULTIPOINT ((-63.472388893664366 -33.4003583812229))
896,Córdoba,Juárez Celman,Pacheco de Melo,MULTIPOINT ((-63.4903023260087 -33.75844601923072))
897,Córdoba,Juárez Celman,Paso del Durazno,MULTIPOINT ((-64.04776303933481 -33.17073685696024))
898,Córdoba,Juárez Celman,Santa Eufemia,MULTIPOINT ((-63.28660763917204 -33.17647913698352))
899,Córdoba,Juárez Celman,Ucacha,MULTIPOINT ((-63.50611989199078 -33.03144004848484))
900,Córdoba,Juárez Celman,Villa Reducción,MULTIPOINT ((-63.86264552595368 -33.2031138079518))
901,Córdoba,Marcos Juárez,Alejo Ledesma,MULTIPOINT ((-62.62588098774402 -33.60539202008637))
902,Córdoba,Marcos Juárez,Arias,MULTIPOINT ((-62.4041194655182 -33.64207292251891))
903,Córdoba,Marcos Juárez,Camilo Aldao,MULTIPOINT ((-62.094840853455004 -33.12758622412717))
904,Córdoba,Marcos Juárez,Capitan General Bernardo O' Higgins,MULTIPOINT ((-62.26883458882958 -33.24825657901993))
905,Córdoba,Marcos Juárez,Cavanagh,MULTIPOINT ((-62.33890706337905 -33.47376497682139))
906,Córdoba,Marcos Juárez,Colonia Barge,MULTIPOINT ((-62.60752439808593 -33.25823939240005))
907,Córdoba,Marcos Juárez,Colonia Italiana,MULTIPOINT ((-62.17646277424605 -33.31170175754723))
908,Córdoba,Marcos Juárez,Los Surgentes,MULTIPOINT ((-61.951744983693274 -32.887680941963765))
909,Córdoba,Marcos Juárez,Corral de Bustos,MULTIPOINT ((-62.18654291740315 -33.28309285446834))
910,Córdoba,Marcos Juárez,Cruz Alta,MULTIPOINT ((-61.805779280337475 -33.00839972939609))
911,Córdoba,Minas,Tosno,MULTIPOINT ((-65.31039726692761 -30.95987381943079))
912,Córdoba,Marcos Juárez,General Baldissera,MULTIPOINT ((-62.30288416788082 -33.12208059166172))
913,Córdoba,Marcos Juárez,General Roca,MULTIPOINT ((-61.915826671431674 -32.73087748072124))
914,Córdoba,Marcos Juárez,Guatimozín,MULTIPOINT ((-62.4382553098875 -33.46428794453866))
915,Córdoba,Marcos Juárez,Inriville,MULTIPOINT ((-62.23079086036932 -32.945647467008975))
916,Córdoba,Marcos Juárez,Isla Verde,MULTIPOINT ((-62.40159580142922 -33.23969756684798))
917,Córdoba,Marcos Juárez,Leones,MULTIPOINT ((-62.297267575856154 -32.65935526939322))
918,Córdoba,Marcos Juárez,Los Surgentes,MULTIPOINT ((-62.02187431007215 -32.98526927077884))
919,Córdoba,Marcos Juárez,Marcos Juárez,MULTIPOINT ((-62.10112651946517 -32.69063629078145))
920,Córdoba,Marcos Juárez,Monte Buey,MULTIPOINT ((-62.454900955380964 -32.91563743837365))
921,Córdoba,Marcos Juárez,Saira,MULTIPOINT ((-62.1023489220675 -32.40971298713587))
922,Córdoba,Marcos Juárez,Saladillo,MULTIPOINT ((-62.34371187938606 -32.93387125503587))
923,Córdoba,Marcos Juárez,Villa Elisa,MULTIPOINT ((-62.29525896549626 -32.83475780864082))
924,Córdoba,Minas,La Playa,MULTIPOINT ((-65.36126719961845 -31.009668975810705))
925,Córdoba,Minas,Ciénaga del Coro,MULTIPOINT ((-65.28352509500219 -31.04242188653634))
926,Córdoba,Minas,El Chacho,MULTIPOINT ((-65.65640422135002 -30.800382635753927))
927,Córdoba,Minas,Estancia de Guadalupe,MULTIPOINT ((-65.2159754678766 -31.130075736570635))
928,Córdoba,Minas,Guasapampa,MULTIPOINT ((-65.32920934531568 -31.101592948582503))
929,Córdoba,Minas,San Carlos Minas,MULTIPOINT ((-65.10182011777921 -31.176558441489664))
930,Córdoba,Minas,Talaini,MULTIPOINT ((-65.16928707838731 -31.249850218493027))
931,Córdoba,Pocho,Chancani,MULTIPOINT ((-65.4512532371259 -31.41596363463563))
932,Córdoba,Pocho,Las Palmas,MULTIPOINT ((-65.28983623139844 -31.377775939153565))
933,Córdoba,Pocho,Los Talares,MULTIPOINT ((-65.04701841718548 -31.407147247681813))
934,Córdoba,Pocho,Salsacate,MULTIPOINT ((-65.08952530765124 -31.317857576797483))
935,Córdoba,Pocho,San Gerónimo,MULTIPOINT ((-64.91904827487534 -31.34418449228361))
936,Córdoba,Pocho,Tala Cañada,MULTIPOINT ((-64.97590613031907 -31.35448848405073))
937,Córdoba,Pocho,Salsacate,MULTIPOINT ((-65.0798817348661 -31.345924493730372))
938,Córdoba,Pocho,Villa de Pocho,MULTIPOINT ((-65.28095054563536 -31.490157576920346))
939,Córdoba,Presidente Roque Sáenz Peña,General Levalle,MULTIPOINT ((-63.92347650170959 -34.007074794505186))
940,Córdoba,Presidente Roque Sáenz Peña,La Cesira,MULTIPOINT ((-62.977302953930554 -33.953648090879724))
941,Córdoba,Presidente Roque Sáenz Peña,Laboulaye,MULTIPOINT ((-63.390701705990175 -34.12863223530309))
942,Córdoba,Presidente Roque Sáenz Peña,Leguizamón,MULTIPOINT ((-62.975847182158155 -34.20418012393583))
943,Córdoba,Presidente Roque Sáenz Peña,Melo,MULTIPOINT ((-63.44515057529249 -34.348675480391826))
944,Córdoba,Presidente Roque Sáenz Peña,Río Bamba,MULTIPOINT ((-63.733065522935654 -34.05137204341266))
945,Córdoba,Presidente Roque Sáenz Peña,Rosales,MULTIPOINT ((-63.15402644822306 -34.171775958062995))
946,Córdoba,Presidente Roque Sáenz Peña,San Joaquín,MULTIPOINT ((-63.70884182211834 -34.51172972104374))
947,Córdoba,Presidente Roque Sáenz Peña,Serrano,MULTIPOINT ((-63.54028609171348 -34.470674327208776))
948,Córdoba,Presidente Roque Sáenz Peña,Villa Rossi,MULTIPOINT ((-63.268538983326586 -34.29793659725731))
949,Córdoba,Punilla,Charbonier,MULTIPOINT ((-64.54405051520871 -30.791402883654847))
950,Córdoba,Punilla,Bialet Massé,MULTIPOINT ((-64.4640350184571 -31.313905309399342))
951,Córdoba,Punilla,Cabalango,MULTIPOINT ((-64.56030555301649 -31.390556961804798))
952,Córdoba,Punilla,Capilla del Monte,MULTIPOINT ((-64.52635052238526 -30.856869165820886))
953,Córdoba,Punilla,Casa Grande,MULTIPOINT ((-64.47345456353581 -31.15284155460341))
954,Córdoba,Punilla,Charbonier,MULTIPOINT ((-64.54416933371562 -30.77497905783382))
955,Córdoba,Punilla,Cosquín,MULTIPOINT ((-64.46534854993702 -31.243668281535154))
956,Córdoba,Punilla,Cuesta Blanca,MULTIPOINT ((-64.57869217872762 -31.480334849204105))
957,Córdoba,Punilla,Estancia Vieja,MULTIPOINT ((-64.53142186053192 -31.38202743357492))
958,Córdoba,Punilla,Huerta Grande,MULTIPOINT ((-64.49082801421662 -31.075289466576244))
959,Córdoba,Punilla,La Cumbre,MULTIPOINT ((-64.49419759290747 -30.982133781388402))
960,Córdoba,Punilla,La Falda,MULTIPOINT ((-64.4829476480663 -31.094426520363346))
961,Córdoba,Punilla,San Antonio de Arredondo,MULTIPOINT ((-64.53418430670712 -31.517419234183272))
962,Córdoba,Punilla,Los Cocos,MULTIPOINT ((-64.50039238880409 -30.926464683831288))
963,Córdoba,Punilla,Santa María de Punilla,MULTIPOINT ((-64.57325436288646 -31.297021852710916))
964,Córdoba,Punilla,Mayu Sumaj,MULTIPOINT ((-64.54146968100186 -31.4722715599591))
965,Córdoba,Punilla,Charbonier,MULTIPOINT ((-64.49890548510226 -30.778184212496473))
966,Córdoba,Punilla,San Antonio de Arredondo,MULTIPOINT ((-64.52781048122327 -31.482791879271293))
967,Córdoba,Punilla,San Esteban,MULTIPOINT ((-64.53637146323236 -30.921140761731557))
968,Córdoba,Punilla,San Roque,MULTIPOINT ((-64.45110339289569 -31.34529885977989))
969,Córdoba,Punilla,Santa María de Punilla,MULTIPOINT ((-64.46362726456687 -31.275638255092964))
970,Córdoba,Punilla,Tala Huasi,MULTIPOINT ((-64.56694306175861 -31.473314899740036))
971,Córdoba,Punilla,Tanti,MULTIPOINT ((-64.59234725299535 -31.354796397207654))
972,Córdoba,Punilla,Valle Hermoso,MULTIPOINT ((-64.48515894386462 -31.113961202939763))
973,Córdoba,Punilla,Villa Carlos Paz,MULTIPOINT ((-64.49402916404641 -31.417916940269482))
974,Córdoba,Punilla,Tanti,MULTIPOINT ((-64.5956887243474 -31.390545251520145))
975,Córdoba,Punilla,Villa Giardino,MULTIPOINT ((-64.49678538504205 -31.050271931940877))
976,Córdoba,Punilla,Villa Santa Cruz del Lago,MULTIPOINT ((-64.48319768471816 -31.37340982062031))
977,Córdoba,Punilla,Villa Parque Siquimán,MULTIPOINT ((-64.4824487591943 -31.346455506484777))
978,Córdoba,Punilla,Villa Río Icho Cruz,MULTIPOINT ((-64.5647262933493 -31.48267502866864))
979,Córdoba,Punilla,Santa María de Punilla,MULTIPOINT ((-64.56187677794188 -31.27287617910107))
980,Córdoba,Punilla,Villa Santa Cruz del Lago,MULTIPOINT ((-64.52199859252423 -31.366381340172236))
981,Córdoba,Río Cuarto,Achiras,MULTIPOINT ((-64.99206181447433 -33.1744471620908))
982,Córdoba,Río Cuarto,Adelia María,MULTIPOINT ((-64.02167800901123 -33.632030388036384))
983,Córdoba,Río Cuarto,Alcira,MULTIPOINT ((-64.33403341564906 -32.75882923009386))
984,Córdoba,Río Cuarto,Alpa Corral,MULTIPOINT ((-64.72359660235446 -32.6921124082415))
985,Córdoba,Río Cuarto,Berrotarán,MULTIPOINT ((-64.38793911062454 -32.45284173511871))
986,Córdoba,Río Cuarto,Bulnes,MULTIPOINT ((-64.67821867078368 -33.505926177815546))
987,Córdoba,Río Cuarto,Chaján,MULTIPOINT ((-65.0026547353906 -33.55562998716249))
988,Córdoba,Río Cuarto,Chucul,MULTIPOINT ((-64.16997478617054 -33.00933712218711))
989,Córdoba,Río Cuarto,Coronel Baigorria,MULTIPOINT ((-64.36107701212511 -32.8474045290245))
990,Córdoba,Río Cuarto,Coronel Moldes,MULTIPOINT ((-64.5970481396538 -33.62272852136533))
991,Córdoba,Río Cuarto,Elena,MULTIPOINT ((-64.39390492556383 -32.570393962515396))
992,Córdoba,Río Cuarto,La Carolina,MULTIPOINT ((-64.72511287951826 -33.18684432188518))
993,Córdoba,Río Cuarto,La Cautiva,MULTIPOINT ((-64.08345624490825 -33.97964496719943))
994,Córdoba,Río Cuarto,Las Acequias,MULTIPOINT ((-64.25844399242266 -33.20816131892943))
995,Córdoba,Río Cuarto,Las Acequias,MULTIPOINT ((-63.97537614951556 -33.280282336159914))
996,Córdoba,Río Cuarto,Las Albahacas,MULTIPOINT ((-64.84484247243577 -32.88840918016259))
997,Córdoba,Río Cuarto,Las Higueras,MULTIPOINT ((-64.28536230666028 -33.08980387598352))
998,Córdoba,Río Cuarto,Las Peñas Sud,MULTIPOINT ((-64.1045725963687 -32.53470570526578))
999,Córdoba,Río Cuarto,Las Vertientes,MULTIPOINT ((-64.57771248497176 -33.283444790194324))
1000,Córdoba,Río Cuarto,Malena,MULTIPOINT ((-64.43087865376816 -33.490405582483206))
1001,Córdoba,Río Cuarto,Monte de los Gauchos,MULTIPOINT ((-63.88967283026755 -33.639086418184455))
1002,Córdoba,Río Cuarto,Paso del Durazno,MULTIPOINT ((-64.04892171227709 -33.16855877366756))
1003,Córdoba,Río Cuarto,Río Cuarto,MULTIPOINT ((-64.34900321797983 -33.123836934220776))
1004,Córdoba,Río Cuarto,Sampacho,MULTIPOINT ((-64.72287826816799 -33.384022758193105))
1005,Córdoba,Río Cuarto,San Basilio,MULTIPOINT ((-64.31473194785585 -33.498548483794))
1006,Córdoba,Río Cuarto,Santa Catalina,MULTIPOINT ((-64.43782868217453 -33.20518997073773))
1007,Córdoba,Río Cuarto,Suco,MULTIPOINT ((-64.83088226292402 -33.43999215018203))
1008,Córdoba,Río Cuarto,Tosquita,MULTIPOINT ((-64.4576700736724 -33.81968362548266))
1009,Córdoba,Río Cuarto,Vicuña Mackenna,MULTIPOINT ((-64.38985455672392 -33.915641665029746))
1010,Córdoba,Río Cuarto,Villa El Chacay,MULTIPOINT ((-64.8679552261021 -32.89255541821677))
1011,Córdoba,Río Cuarto,Alpa Corral,MULTIPOINT ((-64.74111687055907 -32.66344005547432))
1012,Córdoba,Río Cuarto,Washington,MULTIPOINT ((-64.68959400424473 -33.873737610271185))
1013,Córdoba,Río Primero,Atahona,MULTIPOINT ((-63.706329494098334 -30.90296742674968))
1014,Córdoba,Río Primero,Cañada de Machado,MULTIPOINT ((-63.587725916334435 -31.42972038677133))
1015,Córdoba,Río Primero,Capilla de los Remedios,MULTIPOINT ((-63.83242521100503 -31.430555884743704))
1016,Córdoba,Río Primero,Chalacea,MULTIPOINT ((-63.56124233910058 -30.760396665618355))
1017,Córdoba,Río Primero,Colonia Las Cuatro Esquinas,MULTIPOINT ((-63.222968670364125 -31.208548036478838))
1018,Córdoba,Río Primero,Diego de Rojas,MULTIPOINT ((-63.338383223243625 -31.028540065969775))
1019,Córdoba,Río Primero,sin gobierno local,MULTIPOINT ((-63.60161628507124 -31.116407937562958))
1020,Córdoba,Río Primero,El Crispín,MULTIPOINT ((-63.60535116766155 -31.017606725451543))
1021,Córdoba,Río Primero,Esquina,MULTIPOINT ((-63.793640549499706 -31.07791215174399))
1022,Córdoba,Río Primero,Kilómetro 658,MULTIPOINT ((-63.53062841819904 -31.36884862216677))
1023,Córdoba,Río Primero,La Para,MULTIPOINT ((-63.00139630309681 -30.894130531215257))
1024,Córdoba,Río Primero,La Posta,MULTIPOINT ((-63.516964065492935 -30.565574781819816))
1025,Córdoba,Río Primero,La Puerta,MULTIPOINT ((-63.25482545298319 -30.89334294769004))
1026,Córdoba,Río Primero,La Quinta,MULTIPOINT ((-63.15132660978793 -31.06190191223806))
1027,Córdoba,Río Primero,Las Gramillas,MULTIPOINT ((-63.22788472864218 -31.131793821128376))
1028,Córdoba,Río Primero,Las Saladas,MULTIPOINT ((-63.20427580817249 -30.759600882749986))
1029,Córdoba,Río Primero,Maquinista Gallini,MULTIPOINT ((-63.5316076235889 -30.908601789427845))
1030,Córdoba,Río Primero,sin gobierno local,MULTIPOINT ((-63.601830374643185 -30.98226721442685))
1031,Córdoba,Río Primero,Monte Cristo,MULTIPOINT ((-63.94722529896313 -31.341986020338904))
1032,Córdoba,Río Primero,Obispo Trejo,MULTIPOINT ((-63.41036574862899 -30.781292395099452))
1033,Córdoba,Río Primero,Piquillín,MULTIPOINT ((-63.75767305543003 -31.30059973909508))
1034,Córdoba,Río Primero,Plaza de Mercedes,MULTIPOINT ((-63.26068823489957 -30.978355106907383))
1035,Córdoba,Río Primero,Comechingones,MULTIPOINT ((-63.605325990367874 -31.17148872713476))
1036,Córdoba,Río Primero,Río Primero,MULTIPOINT ((-63.618572375435654 -31.333871790914746))
1037,Córdoba,Río Primero,Sagrada Familia,MULTIPOINT ((-63.445433354188225 -31.28932729049575))
1038,Córdoba,Río Primero,Santa Rosa de Río Primero,MULTIPOINT ((-63.39941260207272 -31.153527657279916))
1039,Córdoba,Río Primero,Villa Fontana,MULTIPOINT ((-63.11715294090407 -30.893707695131624))
1040,Córdoba,Río Seco,Santa Elena,MULTIPOINT ((-63.84290271034876 -30.115706858150485))
1041,Córdoba,Río Seco,Cerro Colorado,MULTIPOINT ((-63.93216187566535 -30.09558384740177))
1042,Córdoba,Río Seco,Chañar Viejo,MULTIPOINT ((-63.85273422990399 -29.998404979792717))
1043,Córdoba,Río Seco,Eufrasio Loza,MULTIPOINT ((-63.59081480333659 -29.924738217497712))
1044,Córdoba,Río Seco,Gutemberg,MULTIPOINT ((-63.51515260518832 -29.720899994805347))
1045,Córdoba,Río Seco,La Rinconada,MULTIPOINT ((-62.945668984874445 -30.184004050082788))
1046,Córdoba,Río Seco,Los Hoyos,MULTIPOINT ((-63.62824670119455 -29.802462609342307))
1047,Córdoba,Río Seco,Puesto de Castro,MULTIPOINT ((-63.426359574539234 -30.27052869697496))
1048,Córdoba,Río Seco,Rayo Cortado,MULTIPOINT ((-63.823602557495796 -30.07299140115415))
1049,Córdoba,Río Seco,Gutemberg,MULTIPOINT ((-63.56068802099181 -29.69836502190466))
1050,Córdoba,Río Seco,Sebastián Elcano,MULTIPOINT ((-63.59248997702344 -30.160405514328172))
1051,Córdoba,San Javier,La Paz,MULTIPOINT ((-65.02711606999048 -32.21814582605193))
1052,Córdoba,Río Seco,Villa Candelaria Norte,MULTIPOINT ((-63.35512611943987 -29.812910244921238))
1053,Córdoba,Río Seco,Villa de María,MULTIPOINT ((-63.72256197062976 -29.906523133350245))
1054,Córdoba,Río Segundo,Calchín,MULTIPOINT ((-63.199043019477266 -31.668857135091496))
1055,Córdoba,Río Segundo,Calchín Oeste,MULTIPOINT ((-63.27778599298119 -31.86254893480749))
1056,Córdoba,Río Segundo,Capilla del Carmen,MULTIPOINT ((-63.34314504305536 -31.507679645747924))
1057,Córdoba,Río Segundo,Carrilobo,MULTIPOINT ((-63.11739813608365 -31.873714881305336))
1058,Córdoba,Río Segundo,Colazo,MULTIPOINT ((-63.382678347757974 -31.96456143077662))
1059,Córdoba,Río Segundo,Colonia Videla,MULTIPOINT ((-63.503508078888196 -31.91727697340199))
