,Provincia,Partido,Localidad,ADSL,Cablemodem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
0,BUENOS AIRES,9 de Julio,Alfredo Demarchi (Est. Facundo Quiroga),True,False,False,False,True,True,True,False,False
1,BUENOS AIRES,9 de Julio,Carlos María Naón,False,False,False,False,True,True,True,False,False
2,BUENOS AIRES,9 de Julio,Dudignac,False,False,True,False,True,True,True,True,False
3,BUENOS AIRES,9 de Julio,La Aurora (Est. La Niña),False,False,False,False,True,False,False,False,False
4,BUENOS AIRES,9 de Julio,Manuel B. Gonnet (Est. French),True,False,False,True,True,True,True,False,False
5,BUENOS AIRES,9 de Julio,Marcelino Ugarte (Est. Dennehy),False,False,False,False,True,False,True,False,False
6,BUENOS AIRES,9 de Julio,Morea,False,False,False,False,False,False,True,True,False
7,BUENOS AIRES,9 de Julio,Norumbega,False,False,False,False,False,False,True,False,False
8,BUENOS AIRES,9 de Julio,Patricios,True,False,False,False,False,True,True,True,False
9,BUENOS AIRES,9 de Julio,Villa General Fournier (Est. 9 de Julio Sud),False,False,False,True,True,True,True,True,False
10,BUENOS AIRES,Adolfo Alsina,Carhué,True,False,True,True,True,True,True,True,False
11,BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,False,False,False,True,True,False,True,False,False
12,BUENOS AIRES,Adolfo Alsina,Delfín Huergo,False,False,False,False,False,False,False,False,False
13,BUENOS AIRES,Adolfo Alsina,Espartillar,False,False,False,False,True,False,False,False,False
14,BUENOS AIRES,Azul,Ariel,False,False,False,False,True,False,False,False,False
15,BUENOS AIRES,Azul,Azul,True,True,True,True,True,True,True,True,True
16,BUENOS AIRES,Azul,Cacharí,False,False,True,False,True,True,True,True,False
17,BUENOS AIRES,Azul,Chillar,False,False,False,False,True,True,True,True,True
18,BUENOS AIRES,Bahía Blanca,Bahía Blanca,True,True,True,True,True,True,True,True,True
19,BUENOS AIRES,Bahía Blanca,Cabildo,False,True,True,True,True,True,True,True,False
20,BUENOS AIRES,Bahía Blanca,General Daniel Cerri (Est. General Cerri),True,True,True,True,True,True,True,True,False
21,BUENOS AIRES,Bahía Blanca,Grunbein,False,False,False,False,True,True,False,False,False
22,BUENOS AIRES,Bahía Blanca,Ingeniero White,False,False,False,True,True,True,False,False,True
23,BUENOS AIRES,General Pueyrredón,Chapadmalal,True,False,False,True,True,True,True,True,True
24,BUENOS AIRES,General Pueyrredón,El Marquesado,False,False,False,False,False,False,True,True,False
25,BUENOS AIRES,General Pueyrredón,Estacion Camet,False,False,False,False,True,True,False,False,False
26,BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,True,False,False,True,True,True,False,True,False
27,BUENOS AIRES,General Pueyrredón,Mar del Plata,True,True,True,True,True,True,True,True,True
28,BUENOS AIRES,General Pueyrredón,Punta Mogotes,False,False,False,False,True,True,False,False,False
29,BUENOS AIRES,General Pueyrredón,Sierra de los Padres,True,False,False,True,True,True,True,True,False
30,BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,False,False,False,True,True,True,False,False,False
31,BUENOS AIRES,General Rodríguez,Country Club Bosque Real - Barrio Morabo,False,False,False,False,True,True,False,False,False
32,BUENOS AIRES,Pellegrini,Pellegrini,True,True,True,False,True,True,True,True,True
33,BUENOS AIRES,Pergamino,Acevedo,True,True,False,False,True,True,True,True,False
34,BUENOS AIRES,Pergamino,Fontezuela,True,False,False,True,False,False,True,True,False
35,BUENOS AIRES,Pergamino,Guerrico,False,True,False,False,True,True,False,True,True
36,BUENOS AIRES,Pergamino,Juan A. de la Peña,False,False,False,False,False,False,False,True,False
37,BUENOS AIRES,Pergamino,Juan Anchorena (Est. Urquiza),True,False,False,True,True,True,True,True,False
38,BUENOS AIRES,Pergamino,La Violeta,True,False,False,False,True,True,True,False,False
39,BUENOS AIRES,Pergamino,Manuel Ocampo,False,False,False,True,True,True,True,True,False
40,BUENOS AIRES,Pergamino,Mariano Benítez,False,False,False,False,False,False,True,False,False
41,BUENOS AIRES,Pergamino,Mariano H. Alfonzo (Est. San Patricio),False,False,False,False,True,True,False,False,True
42,BUENOS AIRES,Pergamino,Pergamino,True,True,True,True,True,True,True,True,True
43,BUENOS AIRES,Pergamino,Pinzón,False,False,False,False,False,False,False,True,False
44,MENDOZA,Lavalle,El Paramillo,False,False,False,False,False,False,False,False,False
45,CABA,COMUNA 12,VILLA PUEYRREDON,True,True,True,True,True,True,True,True,True
46,CATAMARCA,Ambato,Los Varela,False,False,False,False,True,False,False,False,True
47,CATAMARCA,Ambato,Singuil,False,False,False,False,True,False,False,False,False
48,CATAMARCA,Ancasti,Ancasti,False,False,False,False,True,False,True,False,True
49,CATAMARCA,Ancasti,Anquincila,False,False,False,False,False,False,False,False,False
50,CATAMARCA,Ancasti,La Candelaria,False,False,False,False,False,False,False,False,False
51,CATAMARCA,Ancasti,La Majada,False,False,False,False,False,False,False,False,False
52,CATAMARCA,Andalgalá,Aconquija,False,False,False,False,True,True,False,False,True
53,CATAMARCA,Andalgalá,Alto De Las Juntas,False,False,False,False,False,False,False,False,False
54,CATAMARCA,Andalgalá,Amanao,False,False,False,False,False,True,True,False,False
55,CATAMARCA,Andalgalá,Andalgalá,True,False,False,True,True,True,True,True,True
56,CATAMARCA,Andalgalá,Buena Vista,False,False,False,False,False,False,False,False,False
57,CATAMARCA,Andalgalá,Chaquiago,False,False,False,True,False,False,False,True,True
58,CATAMARCA,Andalgalá,Choya,False,False,False,False,False,False,False,False,False
59,CATAMARCA,Andalgalá,El Alamito,False,False,False,False,False,False,False,True,False
60,CATAMARCA,Andalgalá,El Lindero,False,False,False,False,False,False,True,False,False
61,CATAMARCA,Andalgalá,El Potrero,False,False,False,True,False,False,True,False,False
62,CATAMARCA,Andalgalá,La Aguada,False,False,False,True,False,False,False,True,False
63,CATAMARCA,Andalgalá,La Mesada,False,False,False,True,False,False,False,False,False
64,CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,False,False,False,False,True,False,True,False,True
65,CATAMARCA,Antofagasta de la Sierra,Antofalla,False,False,False,False,False,False,False,False,False
66,CATAMARCA,Antofagasta de la Sierra,El Peñón,False,False,False,False,False,False,True,False,False
67,CATAMARCA,Antofagasta de la Sierra,Los Nacimientos,False,False,False,False,False,False,False,False,False
68,CATAMARCA,Belén,Barranca Larga,False,False,False,False,False,False,True,False,False
69,CATAMARCA,Belén,Belén,False,False,False,False,True,True,True,True,True
70,CATAMARCA,Belén,Cóndor Huasi,False,False,False,False,False,False,False,False,False
71,CATAMARCA,Belén,Corral Quemado,False,False,False,False,False,False,True,False,False
72,CATAMARCA,Belén,El Durazno,False,False,False,False,False,False,False,False,True
73,CATAMARCA,Belén,Farallón Negro,False,False,False,False,True,False,True,False,False
74,CATAMARCA,Belén,Hualfín,False,False,False,False,True,False,True,False,True
75,CATAMARCA,Belén,Jacipunco,False,False,False,False,False,False,True,False,False
76,CORDOBA,San Javier,Villa de las Rosas,False,False,False,False,True,True,False,True,False
77,CORDOBA,San Javier,Villa Dolores,True,True,False,True,True,True,True,True,False
78,CORDOBA,San Javier,Villa La Viña,False,False,False,False,False,False,False,True,False
79,CORDOBA,San Justo,Alicia,False,True,False,True,True,True,True,False,True
80,CORDOBA,San Justo,Altos de Chipión,False,False,False,True,True,True,True,False,True
81,CORDOBA,San Justo,Arroyito,True,True,False,True,True,True,True,True,True
82,CORDOBA,San Justo,Balnearia,False,False,False,False,True,True,True,False,False
83,CORDOBA,San Justo,Brinkmann,True,False,False,True,True,True,True,False,False
84,CORDOBA,San Justo,Colonia 10 de Julio,False,False,False,False,False,False,False,False,False
85,CORDOBA,San Justo,Colonia Anita,False,False,False,False,False,False,False,True,False
86,CORDOBA,San Justo,Colonia Iturraspe,False,False,False,False,False,False,False,False,False
87,CORDOBA,San Justo,Colonia Las Pichanas,False,False,False,False,False,False,False,True,False
88,ENTRE RIOS,Uruguay,Caseros,True,False,False,True,True,True,True,True,False
89,ENTRE RIOS,Uruguay,Colonia Elía,False,False,False,True,True,False,True,True,False
90,ENTRE RIOS,Uruguay,Concepción del Uruguay,True,True,True,True,True,True,True,True,False
91,ENTRE RIOS,Uruguay,Estancia San Pedro,False,False,False,False,False,False,False,True,False
92,ENTRE RIOS,Uruguay,Herrera,True,False,False,False,True,False,True,True,False
93,ENTRE RIOS,Uruguay,Las Moscas,False,False,False,True,True,False,True,True,False
94,ENTRE RIOS,Uruguay,Líbaros,False,False,False,False,False,False,True,True,False
95,ENTRE RIOS,Uruguay,Pronunciamiento,False,False,False,False,True,True,True,True,False
96,ENTRE RIOS,Uruguay,Rocamora,False,False,False,False,False,False,True,True,False
97,ENTRE RIOS,Uruguay,Santa Anita,False,False,False,True,True,False,True,True,False
98,ENTRE RIOS,Uruguay,Villa Mantero,True,False,False,True,True,True,True,True,True
99,ENTRE RIOS,Uruguay,Villa San Justo,False,False,False,True,True,True,True,True,False
100,ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),False,False,False,False,True,True,True,True,False
101,ENTRE RIOS,Victoria,Antelo,False,False,False,False,False,False,False,False,False
102,MENDOZA,Lavalle,El Vergel,False,False,False,False,False,False,False,True,False
103,MENDOZA,Lavalle,Ingeniero Gustavo André,False,False,False,False,False,False,False,True,False
104,MENDOZA,Lavalle,Jocolí,False,False,False,False,False,False,False,True,False
105,MENDOZA,Lavalle,Jocolí Viejo,False,False,False,False,False,False,False,True,False
106,MENDOZA,Lavalle,Las Violetas,False,False,False,False,False,False,False,False,False
107,MENDOZA,Lavalle,Villa Tulumaya,False,False,False,True,True,True,False,True,False
108,MENDOZA,Luján de Cuyo,Agrelo,True,False,False,True,True,True,True,True,False
109,MENDOZA,Luján de Cuyo,Barrio Adina I Y Ii,False,False,False,False,True,True,False,False,False
110,MENDOZA,Luján de Cuyo,Barrio Perdriel IV,False,False,False,True,True,False,False,True,False
111,MENDOZA,Luján de Cuyo,Cacheuta,True,False,False,False,True,True,True,True,False
112,MENDOZA,Luján de Cuyo,CARRODILLA,False,False,False,True,True,True,False,True,False
113,MENDOZA,Luján de Cuyo,CHACRAS DE CORIA,False,False,False,True,True,True,False,True,False
114,MENDOZA,Luján de Cuyo,Costa Flores,False,False,False,True,True,True,False,True,False
115,MENDOZA,Luján de Cuyo,El Carmelo,False,False,False,False,False,False,False,False,False
116,MENDOZA,Luján de Cuyo,El Carrizal,False,False,False,False,True,False,False,True,False
117,MENDOZA,Luján de Cuyo,El Salto,False,False,False,False,False,False,True,True,False
118,MENDOZA,Luján de Cuyo,La Puntilla,False,False,False,True,False,False,False,True,False
119,MENDOZA,Rivadavia,Rivadavia,True,False,True,True,True,True,True,True,True
120,MENDOZA,Rivadavia,Santa María de Oro,False,False,False,False,False,False,False,True,False
121,MENDOZA,San Carlos,Barrio Carrasco,False,False,False,False,False,False,False,False,False
122,MENDOZA,San Carlos,Barrio El Cepillo,False,False,False,False,False,False,False,True,False
123,MENDOZA,San Carlos,Chilecito,False,False,False,False,True,True,False,True,False
124,MENDOZA,San Carlos,Eugenio Bustos,True,False,False,False,True,True,True,True,False
125,MENDOZA,San Carlos,La Consulta,True,False,False,False,True,True,True,True,True
126,MENDOZA,San Carlos,Pareditas,False,False,False,True,True,True,True,True,False
127,MENDOZA,San Carlos,San Carlos,False,True,False,False,True,True,False,True,False
128,MENDOZA,San Martín,Alto Salvador,False,False,False,True,False,False,True,True,False
129,MENDOZA,San Martín,Alto Verde,False,False,False,True,False,False,False,True,False
130,MENDOZA,San Martín,Barrio Chivilcoy,False,False,False,False,False,False,False,False,False
131,MENDOZA,San Martín,Barrio Emanuel,False,False,False,False,False,False,False,False,False
132,MENDOZA,San Martín,Barrio La Estación,False,False,False,False,False,False,False,False,False
133,MENDOZA,San Martín,Barrio Los Charabones,False,False,False,False,False,False,False,False,False
134,MENDOZA,San Martín,Barrio Ntra. Sra. De Fátima,False,False,False,False,False,True,False,False,False
135,MENDOZA,San Martín,Chapanay,False,False,True,True,True,True,True,True,False
136,MENDOZA,San Martín,Chivilcoy,False,False,False,False,False,False,False,False,False
137,MENDOZA,San Martín,El Espino,False,False,False,False,False,False,False,True,False
138,SALTA,La Caldera,La Caldera,False,False,False,True,True,True,True,True,True
139,SALTA,La Caldera,Vaqueros,True,False,False,True,True,True,True,True,False
140,SALTA,La Candelaria,El Jardín,False,False,False,True,True,False,True,False,True
141,SALTA,La Candelaria,El Tala,False,False,False,True,True,True,True,True,True
142,SALTA,La Candelaria,La Candelaria,False,False,False,True,True,False,True,False,False
143,SALTA,La Poma,Cobres,False,False,False,False,False,False,False,False,False
144,SALTA,La Poma,La Poma,False,False,False,True,False,False,False,True,False
145,SALTA,La Viña,Ampascachi,False,False,False,False,False,False,False,True,False
146,SALTA,La Viña,Cabra Corral,False,False,False,False,True,False,False,True,False
147,SALTA,La Viña,Coronel Moldes,True,False,False,False,True,True,True,True,True
148,SALTA,La Viña,La Viña,False,False,False,True,True,False,True,True,True
149,SALTA,La Viña,Talapampa,False,False,False,False,False,False,False,True,False
150,SALTA,Los Andes,Olacapato,False,False,False,True,False,False,True,True,True
151,SALTA,Los Andes,San Antonio de los Cobres,False,False,False,True,True,False,True,True,True
152,SALTA,Los Andes,Santa Rosa de los Pastos Grandes,False,False,False,True,False,False,False,True,True
153,SALTA,Los Andes,Tolar Grande,False,False,False,True,True,False,True,True,True
154,SALTA,Metán,El Galpón,True,False,False,True,True,True,True,False,True
155,SALTA,Metán,El Tunal,False,False,False,True,True,False,False,False,True
156,SALTA,Metán,Lumbreras,False,False,False,True,False,False,False,False,False
157,SALTA,Metán,Metán Viejo,False,False,False,True,True,False,False,False,True
158,SALTA,Metán,Presa El Tunal,False,False,False,False,False,False,False,False,False
159,SALTA,Metán,Río Piedras,True,False,False,True,True,True,True,False,True
160,SALTA,Metán,San José de Metán,True,False,False,True,True,True,True,False,True
161,SALTA,Metán,San José de Orquera,False,False,False,True,False,False,False,False,False
162,SALTA,Molinos,La Puerta,False,False,False,False,False,False,True,False,False
163,SALTA,Molinos,Molinos,True,False,False,True,True,False,True,True,False
164,SALTA,Molinos,Seclantás,False,False,False,True,True,False,True,True,True
165,SALTA,Orán,Aguas Blancas,False,False,False,False,True,False,True,True,True
166,SALTA,Orán,Colonia Santa Rosa,False,True,False,False,True,True,True,True,True
167,SALTA,Orán,El Tabacal,False,False,False,True,True,False,True,False,False
168,SANTA CRUZ,Deseado,Las Heras,False,False,False,True,True,True,False,True,True
169,SANTA CRUZ,Deseado,Pico Truncado,False,False,False,True,True,True,False,True,True
170,SANTA CRUZ,Deseado,Puerto Deseado,True,False,True,False,True,True,True,False,True
171,SANTA CRUZ,Deseado,Tellier,False,False,False,False,False,False,False,False,True
172,SANTA CRUZ,Güer Aike,28 de Noviembre,False,False,False,True,True,True,True,True,True
173,SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),False,False,False,False,False,False,False,False,True
174,SANTA CRUZ,Güer Aike,Julia Dufour,False,False,False,False,True,False,False,False,False
175,SANTA CRUZ,Güer Aike,Mina 3,False,False,False,False,False,True,False,False,True
176,SANTA CRUZ,Güer Aike,Río Gallegos,False,True,True,True,True,True,True,False,True
177,SANTA CRUZ,Güer Aike,Rospentek,False,False,False,False,False,False,True,False,False
178,SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,False,False,False,False,True,True,True,False,True
179,SANTA CRUZ,Lago Argentino,El Calafate,True,False,False,True,True,True,True,True,True
180,SANTA FE,Las Colonias,Nuevo Torino,True,False,False,False,True,False,False,True,False
181,SANTA FE,Las Colonias,Pilar,True,False,False,True,True,True,True,True,False
182,SANTA FE,Las Colonias,Plaza Matilde,False,False,False,False,False,False,False,False,False
183,SANTA FE,Las Colonias,Progreso,False,False,False,False,True,True,True,True,False
184,SANTA FE,Las Colonias,Providencia,False,False,False,False,True,False,True,True,False
185,SANTA FE,Las Colonias,Sa Pereyra,True,False,False,False,False,False,True,True,False
186,SANTA FE,Las Colonias,San Agustín,False,False,False,False,True,True,True,True,False
187,SANTA FE,Las Colonias,San Carlos Centro,True,True,False,True,True,True,True,True,False
188,SANTA FE,Las Colonias,San Carlos Norte,False,True,False,True,True,False,True,True,False
189,SANTA FE,Las Colonias,San Carlos Sud,True,True,False,True,True,True,True,True,False
190,SANTA FE,Las Colonias,San Jerónimo del Sauce,False,False,False,True,True,True,True,True,False
191,SANTA FE,Las Colonias,San Jerónimo Norte,True,False,False,True,True,True,True,True,False
192,SANTA FE,Las Colonias,San Mariano,False,False,False,False,False,False,True,False,False
193,CORDOBA,San Justo,Devoto,True,False,False,True,True,True,True,False,False
194,CORDOBA,San Justo,El Arañado,False,True,False,False,True,True,True,True,True
195,CORDOBA,San Justo,El Fortín,False,True,False,False,True,True,True,True,False
196,CORDOBA,San Justo,El Fuertecito,False,False,False,False,True,False,True,True,False
197,CORDOBA,San Justo,El Tío,True,True,False,True,True,True,True,False,False
198,CORDOBA,San Justo,Estación Luxardo,False,False,False,False,True,True,False,True,False
199,CORDOBA,San Justo,Freyre,True,True,False,True,True,True,True,True,False
200,CORDOBA,San Justo,La Francia,True,False,False,True,True,True,True,True,False
201,CORDOBA,San Justo,La Paquita,True,False,False,False,True,False,False,True,False
202,CORDOBA,San Justo,La Tordilla,True,False,False,False,True,True,True,True,False
203,CORDOBA,San Justo,Las Varas,False,False,False,True,True,True,True,False,False
204,MENDOZA,Luján de Cuyo,Las Carditas,False,False,False,False,False,False,False,False,False
205,MENDOZA,Luján de Cuyo,Las Compuertas,True,False,True,False,True,False,True,True,False
206,MENDOZA,Luján de Cuyo,Las Vegas,False,False,False,False,False,False,True,True,False
207,MENDOZA,Luján de Cuyo,Los Manantiales,False,False,False,False,True,True,False,False,False
208,MENDOZA,Luján de Cuyo,Luján de Cuyo,True,True,True,True,True,True,True,True,False
209,MENDOZA,Luján de Cuyo,MAYOR DRUMMOND,False,False,False,True,True,True,False,True,False
210,MENDOZA,Luján de Cuyo,Perdriel,True,False,True,True,False,True,True,True,False
211,MENDOZA,Luján de Cuyo,Piedras Blancas,False,False,False,False,False,False,False,False,False
212,MENDOZA,Luján de Cuyo,Potrerillos,False,False,False,True,True,True,True,True,True
213,MENDOZA,Luján de Cuyo,Ugarteche,False,False,False,True,True,True,True,True,False
214,MENDOZA,Luján de Cuyo,Valle Del Sol,False,False,False,False,False,False,False,False,False
215,MENDOZA,Luján de Cuyo,Villa El Refugio,False,False,False,False,False,False,False,False,False
216,MENDOZA,Luján de Cuyo,VISTALBA,False,False,False,True,True,True,False,True,False
217,MENDOZA,Maipú,Barrancas,False,False,False,False,True,True,True,True,False
218,MENDOZA,Maipú,Barrio Jesús de Nazaret,False,False,False,False,False,False,False,True,False
219,BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,False,False,False,True,False,False,True,False,False
220,BUENOS AIRES,Adolfo Alsina,La Pala,False,False,False,False,False,False,False,False,False
221,BUENOS AIRES,Adolfo Alsina,Maza,False,False,False,True,True,True,True,True,True
222,BUENOS AIRES,Adolfo Alsina,Rivera,False,False,False,True,True,False,True,False,False
223,BUENOS AIRES,Adolfo Alsina,Thames,False,False,False,False,False,False,False,False,False
224,BUENOS AIRES,Adolfo Alsina,Villa Margarita,False,False,False,False,False,False,False,False,False
225,BUENOS AIRES,Adolfo Alsina,Yutuyaco,False,False,False,False,False,False,False,False,False
226,BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),True,False,True,True,True,True,True,True,False
227,BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,False,False,False,True,True,True,True,True,False
228,BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,False,False,False,False,False,False,True,True,False
229,BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,False,False,False,False,True,True,True,True,False
230,BUENOS AIRES,Alberti,Alberti (Est. Andrés Vaccarezza),True,False,True,True,True,True,True,True,False
231,BUENOS AIRES,Alberti,Coronel Seguí,False,False,False,False,False,False,False,False,False
232,BUENOS AIRES,Alberti,Mechita,True,False,False,False,True,True,False,False,False
233,BUENOS AIRES,Alberti,Pla,False,False,False,False,False,False,True,False,False
234,BUENOS AIRES,Alberti,Villa Grisolía (Est. Achupallas),False,False,False,False,True,True,False,False,False
235,BUENOS AIRES,Alberti,Villa María,False,False,False,False,False,False,False,False,False
236,BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,False,False,False,False,True,True,False,True,False
237,BUENOS AIRES,Cañuelas,Barrio El Taladro,False,False,False,True,True,False,False,False,False
238,BUENOS AIRES,Cañuelas,Cañuelas,True,True,True,True,True,True,True,True,True
239,BUENOS AIRES,Cañuelas,Gobernador Udaondo,False,False,False,True,True,False,False,True,False
240,BUENOS AIRES,Cañuelas,Máximo Paz,False,True,False,True,False,False,False,True,False
241,BUENOS AIRES,Cañuelas,Santa Rosa,False,False,False,False,True,True,False,True,True
242,BUENOS AIRES,Cañuelas,Uribelarrea,True,False,False,True,True,True,True,True,False
243,BUENOS AIRES,Cañuelas,Vicente Casares,True,False,True,False,True,True,True,True,False
244,BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,True,True,False,True,True,True,True,True,False
245,BUENOS AIRES,Capitán Sarmiento,La Luisa,False,False,False,False,False,False,False,True,False
246,BUENOS AIRES,Carlos Casares,Bellocq,False,False,True,False,False,False,True,False,False
247,BUENOS AIRES,Carlos Casares,Cadret,False,False,False,False,False,False,True,True,False
248,BUENOS AIRES,Carmen de Areco,Pueblo Gouin,False,False,False,False,False,False,False,True,False
249,BUENOS AIRES,General Rodríguez,General Rodríguez,True,True,True,True,True,True,True,True,True
250,BUENOS AIRES,General San Martín,Barrio Parque General San Martin,False,False,True,True,True,False,True,True,False
251,BUENOS AIRES,General San Martín,Billinghurst,True,True,False,True,True,True,True,False,False
252,BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,True,True,False,True,True,True,True,True,True
253,BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,False,True,False,False,True,True,True,False,False
254,BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,False,True,False,False,True,True,False,False,False
255,BUENOS AIRES,General San Martín,Villa Ayacucho,False,True,False,True,True,True,False,False,False
256,BUENOS AIRES,General San Martín,Villa Ballester,True,True,True,True,True,True,True,True,False
257,MENDOZA,Malargüe,Bardas Blancas,False,False,False,False,True,False,True,False,False
258,BUENOS AIRES,Pergamino,Rancagua,True,False,False,True,True,False,True,False,False
259,BUENOS AIRES,Pergamino,Villa Angélica (Est. El Socorro),False,True,False,False,True,True,False,False,False
260,BUENOS AIRES,Pergamino,Villa San José,False,False,False,True,False,False,True,False,False
261,BUENOS AIRES,Pila,Casalins,False,False,False,False,False,True,False,True,False
262,BUENOS AIRES,Pila,Pila,False,False,True,True,True,True,True,True,False
263,BUENOS AIRES,Pilar,Barrio Parque Almirante Irizar (Ap. Kilómetro 61),False,False,False,False,True,True,False,False,False
264,BUENOS AIRES,Pilar,Club de Campo Larena - Los Quinchos,False,False,False,False,True,False,False,False,False
265,BUENOS AIRES,Pilar,Country Club El Jagüel,False,False,False,False,True,True,False,False,False
266,BUENOS AIRES,Pilar,Del Viso,True,True,False,True,True,True,True,True,False
267,BUENOS AIRES,Pilar,Fátima,True,True,False,True,True,True,True,True,False
268,BUENOS AIRES,Pilar,La Lonja,True,True,False,True,True,True,True,True,False
269,CABA,COMUNA 12,VILLA URQUIZA,True,True,True,True,True,True,True,True,True
270,CATAMARCA,Fray Mamerto Esquiú,San José,False,False,False,False,True,True,False,False,False
271,CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,False,False,False,False,True,False,False,False,True
272,CATAMARCA,La Paz,Casa de Piedra,False,False,False,False,False,False,False,False,False
273,CATAMARCA,La Paz,El Aybal,False,False,False,False,False,False,False,False,False
274,CATAMARCA,La Paz,El Bañado,False,False,False,False,False,False,False,False,False
275,CATAMARCA,La Paz,El Divisadero,False,False,False,False,False,False,True,False,False
276,CATAMARCA,La Paz,El Quimilo,False,False,False,False,False,False,False,False,False
277,CATAMARCA,La Paz,Esquiú,False,False,False,False,True,True,False,False,False
278,CATAMARCA,La Paz,Icaño,False,False,False,False,True,True,True,False,True
279,CATAMARCA,La Paz,La Dorada,False,False,False,False,False,False,True,False,False
280,CABA,COMUNA 13,BELGRANO,True,True,True,True,True,True,True,True,True
281,CORDOBA,San Justo,Colonia Marina,False,True,False,True,True,True,True,True,True
282,CORDOBA,San Justo,Colonia Prosperidad,False,False,False,False,True,False,True,False,False
283,CORDOBA,San Justo,Colonia San Bartolomé,False,False,False,False,True,False,True,True,False
284,CORDOBA,San Justo,Colonia San Pedro,False,False,False,False,False,False,False,False,False
285,CORDOBA,San Justo,Colonia Santa María,False,False,False,False,False,False,False,False,False
286,CORDOBA,San Justo,Colonia Valtelina,False,False,False,False,False,False,False,False,False
287,CORDOBA,San Justo,Colonia Vignaud,True,False,False,True,True,True,True,False,False
288,CATAMARCA,La Paz,La Guardia,False,False,False,False,True,False,False,False,False
289,CATAMARCA,La Paz,Las Esquinas,False,False,False,False,False,False,False,False,False
290,CATAMARCA,La Paz,Las Palmitas,False,False,False,False,False,False,False,False,False
291,CATAMARCA,La Paz,Quirós,False,False,False,False,True,False,True,True,False
292,CATAMARCA,La Paz,Ramblones,False,False,False,False,False,False,False,False,False
293,CATAMARCA,La Paz,Recreo,True,False,False,True,True,True,True,True,True
294,CATAMARCA,La Paz,San Antonio,False,False,False,False,True,True,True,True,False
295,CATAMARCA,Paclín,Amadores,False,False,False,False,False,False,False,False,False
296,CATAMARCA,Paclín,El Rosario,False,False,False,False,False,False,False,False,False
297,CATAMARCA,Paclín,La Bajada,False,False,False,False,False,False,False,False,False
298,CATAMARCA,Paclín,La Higuera,False,False,False,False,False,False,False,False,False
299,CATAMARCA,Paclín,La Merced,True,False,False,False,True,False,True,True,True
300,CATAMARCA,Paclín,La Viña,False,False,False,False,False,False,False,True,False
301,CATAMARCA,Paclín,Las Lajas,False,False,False,False,False,False,False,False,True
302,CATAMARCA,Paclín,Monte Potrero,False,False,False,False,True,True,False,False,False
303,CATAMARCA,Paclín,Palo Labrado,False,False,False,False,False,False,True,False,False
304,CATAMARCA,Paclín,San Antonio,False,False,False,False,False,False,True,True,True
305,CATAMARCA,Paclín,Villa de Balcozna,False,False,False,False,True,False,False,False,False
306,CATAMARCA,Pomán,Apoyaco,False,False,False,False,False,False,False,False,False
307,CATAMARCA,Pomán,Colana,False,False,False,False,False,False,True,False,False
308,CATAMARCA,Pomán,Colpes,False,False,False,False,False,False,False,True,False
309,CATAMARCA,Pomán,El Pajonal (Est. Pomán),False,False,False,False,False,False,False,False,False
310,CATAMARCA,Pomán,Joyango,False,False,False,False,False,False,True,False,False
311,BUENOS AIRES,Alberti,Villa Ortiz (Est. Coronel Mom),False,False,False,False,True,True,True,False,False
312,BUENOS AIRES,Almirante Brown,Adrogué,True,True,True,True,True,True,True,True,True
313,BUENOS AIRES,Almirante Brown,Burzaco,True,True,True,True,True,True,True,True,True
314,BUENOS AIRES,Almirante Brown,Claypole,True,True,True,True,True,True,True,True,False
315,BUENOS AIRES,Almirante Brown,Don Orione,False,True,False,False,True,True,False,True,False
316,BUENOS AIRES,Almirante Brown,Glew,True,True,True,True,True,True,True,True,False
317,BUENOS AIRES,Almirante Brown,Jose Mármol,False,True,True,True,True,True,True,True,False
318,BUENOS AIRES,Almirante Brown,Longchamps,True,True,True,True,True,True,True,True,False
319,BUENOS AIRES,Almirante Brown,Malvinas Argentinas,True,True,True,True,True,True,True,True,False
320,BUENOS AIRES,Almirante Brown,Ministro Rivadavia,True,True,True,True,True,True,True,True,False
