,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,BAF,Dial Up
3391,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,260,15.0
3392,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,53,0.0
3393,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,111,0.0
3394,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,100,116.0
3395,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,82,3.0
3396,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,255,619.0
3397,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,159,0.0
3398,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,139,373.0
3399,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,144,501.0
3400,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,196,2.0
3401,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,79,256.0
3402,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,118,148.0
3403,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,49,197.0
3404,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,841,151.0
3405,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,115,1.0
3406,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,50,289.0
3407,2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,232,25.0
3408,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,4,5.0
3409,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,1,2.0
3410,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,56,1.0
3411,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,140,3.0
3412,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,155,800.0
3413,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,947,62.0
3414,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,134,3.0
3415,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,260,15.0
3416,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,53,0.0
3417,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,111,0.0
3418,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,100,116.0
3419,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,82,3.0
3420,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,255,619.0
3421,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,159,0.0
3422,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,139,373.0
3423,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,144,501.0
3424,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,196,2.0
3425,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,79,256.0
3426,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,118,148.0
3427,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,49,197.0
3428,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,841,151.0
3429,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,115,1.0
3430,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,50,289.0
3431,2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,232,25.0
3432,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,4,5.0
3433,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,1,2.0
3434,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,56,1.0
3435,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,140,3.0
3436,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,155,800.0
3437,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,947,62.0
3438,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,134,3.0
3439,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,260,15.0
3440,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,53,0.0
3441,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,111,0.0
3442,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,100,116.0
3443,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,82,3.0
3444,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,255,619.0
3445,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,159,0.0
3446,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,139,373.0
3447,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,144,501.0
3448,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,196,2.0
3449,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,79,256.0
3450,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,118,148.0
3451,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,49,197.0
3452,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,841,151.0
3453,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,115,1.0
3454,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,50,289.0
3455,2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,232,25.0
3456,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,4,5.0
3457,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,1,2.0
3458,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,56,1.0
3459,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,141,3.0
3460,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,138,825.0
3461,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,931,62.0
3462,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,129,3.0
3463,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,258,15.0
3464,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,52,0.0
3465,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,112,0.0
3466,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,98,116.0
3467,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,82,3.0
3468,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,229,619.0
3469,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,156,0.0
3470,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,138,373.0
3471,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,144,501.0
3472,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,192,2.0
3473,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,79,256.0
3474,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,123,148.0
3475,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,49,197.0
3476,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,840,151.0
3477,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,114,1.0
3478,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,35,289.0
3479,2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,233,25.0
3480,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,4,5.0
3481,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,1,2.0
3482,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,56,1.0
3483,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,141,3.0
3484,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,138,825.0
3485,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,931,62.0
3486,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,129,3.0
3487,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,258,15.0
3488,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,52,0.0
3489,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,112,0.0
3490,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,98,116.0
3491,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,82,3.0
3492,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,229,619.0
3493,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,156,0.0
3494,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,138,373.0
3495,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,144,501.0
3496,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,192,2.0
3497,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,79,256.0
3498,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,123,148.0
3499,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,49,197.0
3500,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,840,151.0
3501,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,114,1.0
3502,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,35,289.0
3503,2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,233,25.0
3504,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,4,5.0
3505,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,1,2.0
3506,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,56,1.0
3507,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,141,3.0
3508,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,138,825.0
3509,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,931,62.0
3510,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,129,3.0
3511,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,258,15.0
3512,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,52,0.0
3513,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,112,0.0
3514,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,98,116.0
3515,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,82,3.0
3516,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,229,619.0
3517,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,156,0.0
3518,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,138,373.0
3519,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,144,501.0
3520,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,192,2.0
3521,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,79,256.0
3522,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,123,148.0
3523,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,49,197.0
3524,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,840,151.0
3525,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,114,1.0
3526,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,35,289.0
3527,2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,233,25.0
3528,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,4,5.0
3529,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,1,2.0
3530,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,56,1.0
3531,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,141,3.0
3532,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,138,825.0
3533,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,931,62.0
3534,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,129,3.0
3535,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,258,15.0
3536,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,52,0.0
3537,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,112,0.0
3538,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,98,116.0
3539,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,82,3.0
3540,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,229,619.0
3541,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,156,0.0
3542,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,138,373.0
3543,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,144,501.0
3544,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,192,2.0
3545,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,79,256.0
3546,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,123,148.0
3547,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,49,197.0
3548,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,840,151.0
3549,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,114,1.0
3550,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,35,289.0
3551,2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,233,25.0
3552,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,4,5.0
3553,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,1,2.0
3554,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,56,1.0
3555,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,141,3.0
3556,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,138,825.0
3557,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,931,62.0
3558,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,129,3.0
3559,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,258,15.0
3560,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,52,0.0
3561,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,112,0.0
3562,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,98,116.0
3563,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,82,3.0
3564,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,229,619.0
3565,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,156,0.0
3566,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,138,373.0
3567,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,144,501.0
3568,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,192,2.0
3569,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,79,256.0
3570,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,123,148.0
3571,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,49,197.0
3572,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,840,151.0
3573,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,114,1.0
3574,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,35,289.0
3575,2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,233,25.0
3576,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,4,5.0
3577,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,1,2.0
3578,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,56,1.0
3579,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,141,3.0
3580,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,138,825.0
3581,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,931,62.0
3582,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,129,3.0
3583,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,258,15.0
3584,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,52,0.0
3585,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,112,0.0
3586,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,98,116.0
3587,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,82,3.0
3588,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,229,619.0
3589,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,156,0.0
3590,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,138,373.0
3591,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,144,501.0
3592,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,192,2.0
3593,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,79,256.0
3594,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,123,148.0
3595,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,49,197.0
3596,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,840,151.0
3597,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,114,1.0
3598,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,35,289.0
3599,2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,233,25.0
3600,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,4,5.0
3601,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,1,2.0
3602,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,56,1.0
3603,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,141,3.0
3604,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,138,825.0
3605,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,931,62.0
3606,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,129,3.0
3607,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,258,15.0
3608,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,52,0.0
3609,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,112,0.0
3610,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,98,116.0
3611,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,82,3.0
3612,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,229,619.0
3613,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,156,0.0
3614,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,138,373.0
3615,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,144,501.0
3616,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,192,2.0
3617,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,79,256.0
3618,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,123,148.0
3619,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,49,197.0
3620,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,840,151.0
3621,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,114,1.0
3622,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,35,289.0
3623,2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,233,25.0
3624,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,4,5.0
3625,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,1,2.0
3626,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,56,1.0
3627,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,141,3.0
3628,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,138,825.0
3629,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,931,62.0
3630,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,129,3.0
3631,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,258,15.0
3632,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,52,0.0
3633,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,112,0.0
3634,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,98,116.0
3635,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,82,3.0
3636,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,229,619.0
3637,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,156,0.0
3638,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,138,373.0
3639,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,144,501.0
3640,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,192,2.0
3641,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,79,256.0
3642,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,123,148.0
3643,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,49,197.0
3644,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,840,151.0
3645,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,114,1.0
3646,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,35,289.0
3647,2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,233,25.0
3648,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,4,5.0
3649,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,1,2.0
3650,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,56,1.0
3651,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,141,3.0
3652,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,138,825.0
3653,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,931,62.0
3654,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,129,3.0
3655,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,258,15.0
3656,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,52,0.0
3657,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,112,0.0
3658,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,98,116.0
3659,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,82,3.0
3660,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,229,619.0
3661,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,156,0.0
3662,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,138,373.0
3663,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,144,501.0
3664,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,192,2.0
3665,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,79,256.0
3666,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,123,148.0
3667,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,49,197.0
3668,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,840,151.0
3669,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,114,1.0
3670,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,35,289.0
3671,2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,233,25.0
3672,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,4,5.0
3673,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,1,2.0
3674,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,56,1.0
3675,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,141,3.0
3676,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,138,825.0
3677,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,931,62.0
3678,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,129,3.0
3679,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,258,15.0
3680,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,52,0.0
3681,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,112,0.0
3682,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,98,116.0
3683,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,82,3.0
3684,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,229,619.0
3685,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,156,0.0
3686,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,138,373.0
3687,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,144,501.0
3688,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,192,2.0
3689,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,79,256.0
3690,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,123,148.0
3691,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,49,197.0
3692,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,840,151.0
3693,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,114,1.0
3694,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,35,289.0
3695,2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,233,25.0
3696,2021,2,La Pampa,9.0,57.0,17.0,13.0,1.0,98.0,4,5.0
3697,2021,2,La Pampa,9.0,57.0,17.0,13.0,1.0,98.0,1,2.0
3698,2021,2,La Pampa,9.0,57.0,17.0,13.0,1.0,98.0,56,1.0
3699,2021,2,La Pampa,9.0,57.0,17.0,13.0,1.0,98.0,141,3.0
3700,2021,2,La Pampa,9.0,57.0,17.0,13.0,1.0,98.0,138,825.0
3701,2021,2,La Pampa,9.0,57.0,17.0,13.0,1.0,98.0,931,62.0
