,Año,Trimestre,Provincia,Tecnologia,Conexiones,Zona,Penetracion cada 100 hab,Penetracion cada 100 hogares
1050,2021,1,San Luis,Cablemodem,11000,Oeste,2.04,8.16
1051,2021,1,Santa Cruz,Cablemodem,23000,Sur,6.91,27.64
1052,2021,1,Santa Fe,Cablemodem,421000,Centro,12.38,49.52
1053,2021,1,Santiago Del Estero,Cablemodem,76000,Noreste,7.21,28.84
1054,2021,1,Tierra Del Fuego,Cablemodem,27000,Sur,14.21,56.84
1055,2021,1,Tucumán,Cablemodem,12000,Noroeste,0.49,1.96
1056,2020,4,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1057,2020,4,Capital Federal,Cablemodem,1000000,Centro,32.05,128.2
1058,2020,4,Catamarca,Cablemodem,5000,Noroeste,1.26,5.04
1059,2020,4,Chaco,Cablemodem,61000,Noreste,5.35,21.4
1060,2020,4,Chubut,Cablemodem,40000,Sur,6.63,26.52
1061,2020,4,Córdoba,Cablemodem,439000,Centro,13.27,53.08
1062,2020,4,Corrientes,Cablemodem,61000,Noreste,5.1,20.4
1063,2020,4,Entre Ríos,Cablemodem,114000,Centro,7.99,31.96
1064,2020,4,Formosa,Cablemodem,11000,Noreste,2.08,8.32
1065,2020,4,Jujuy,Cablemodem,53000,Noroeste,6.65,26.6
1066,2020,4,La Pampa,Cablemodem,59000,Oeste,16.12,64.48
1067,2020,4,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1068,2020,4,Mendoza,Cablemodem,68000,Oeste,3.91,15.64
1069,2020,4,Misiones,Cablemodem,80000,Noreste,6.25,25.0
1070,2020,4,Neuquén,Cablemodem,71000,Sur,9.78,39.12
1071,2020,4,Río Negro,Cablemodem,42000,Sur,5.51,22.04
1072,2020,4,Salta,Cablemodem,88000,Noroeste,6.11,24.44
1073,2020,4,San Juan,Cablemodem,7000,Oeste,0.86,3.44
1074,2020,4,San Luis,Cablemodem,12000,Oeste,2.22,8.88
1075,2020,4,Santa Cruz,Cablemodem,20000,Sur,6.01,24.04
1076,2020,4,Santa Fe,Cablemodem,415000,Centro,12.21,48.84
1077,2020,4,Santiago Del Estero,Cablemodem,71000,Noreste,6.74,26.96
1078,2020,4,Tierra Del Fuego,Cablemodem,26000,Sur,13.68,54.72
1079,2020,4,Tucumán,Cablemodem,11000,Noroeste,0.45,1.8
1080,2020,3,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1081,2020,3,Capital Federal,Cablemodem,1000000,Centro,32.05,128.2
1082,2020,3,Catamarca,Cablemodem,4000,Noroeste,1.01,4.04
1083,2020,3,Chaco,Cablemodem,59000,Noreste,5.18,20.72
1084,2020,3,Chubut,Cablemodem,39000,Sur,6.47,25.88
1085,2020,3,Córdoba,Cablemodem,431000,Centro,13.03,52.12
1086,2020,3,Corrientes,Cablemodem,59000,Noreste,4.93,19.72
1087,2020,3,Entre Ríos,Cablemodem,107000,Centro,7.5,30.0
1088,2020,3,Formosa,Cablemodem,10000,Noreste,1.89,7.56
1089,2020,3,Jujuy,Cablemodem,58000,Noroeste,7.28,29.12
1090,2020,3,La Pampa,Cablemodem,57000,Oeste,15.57,62.28
1091,2020,3,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1092,2020,3,Mendoza,Cablemodem,65000,Oeste,3.73,14.92
1093,2020,3,Misiones,Cablemodem,78000,Noreste,6.09,24.36
1094,2020,3,Neuquén,Cablemodem,70000,Sur,9.64,38.56
1095,2020,3,Río Negro,Cablemodem,40000,Sur,5.25,21.0
1096,2020,3,Salta,Cablemodem,84000,Noroeste,5.83,23.32
1097,2020,3,San Juan,Cablemodem,9000,Oeste,1.1,4.4
1098,2020,3,San Luis,Cablemodem,10000,Oeste,1.85,7.4
1099,2020,3,Santa Cruz,Cablemodem,16000,Sur,4.8,19.2
1100,2020,3,Santa Fe,Cablemodem,406000,Centro,11.94,47.76
1101,2020,3,Santiago Del Estero,Cablemodem,71000,Noreste,6.74,26.96
1102,2020,3,Tierra Del Fuego,Cablemodem,26000,Sur,13.68,54.72
1103,2020,3,Tucumán,Cablemodem,12000,Noroeste,0.49,1.96
1104,2020,2,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1105,2020,2,Capital Federal,Cablemodem,1000000,Centro,32.05,128.2
1106,2020,2,Catamarca,Cablemodem,4000,Noroeste,1.01,4.04
1107,2020,2,Chaco,Cablemodem,56000,Noreste,4.91,19.64
1108,2020,2,Chubut,Cablemodem,38000,Sur,6.3,25.2
1109,2020,2,Córdoba,Cablemodem,415000,Centro,12.55,50.2
1110,2020,2,Corrientes,Cablemodem,56000,Noreste,4.68,18.72
1111,2020,2,Entre Ríos,Cablemodem,99000,Centro,6.94,27.76
1112,2020,2,Formosa,Cablemodem,9000,Noreste,1.7,6.8
1113,2020,2,Jujuy,Cablemodem,39000,Noroeste,4.89,19.56
1114,2020,2,La Pampa,Cablemodem,54000,Oeste,14.75,59.0
1115,2020,2,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1116,2020,2,Mendoza,Cablemodem,63000,Oeste,3.62,14.48
1117,2020,2,Misiones,Cablemodem,74000,Noreste,5.78,23.12
1118,2020,2,Neuquén,Cablemodem,68000,Sur,9.37,37.48
1119,2020,2,Río Negro,Cablemodem,40000,Sur,5.25,21.0
1120,2020,2,Salta,Cablemodem,82000,Noroeste,5.69,22.76
1121,2020,2,San Juan,Cablemodem,8000,Oeste,0.98,3.92
1122,2020,2,San Luis,Cablemodem,8000,Oeste,1.48,5.92
1123,2020,2,Santa Cruz,Cablemodem,16000,Sur,4.8,19.2
1124,2020,2,Santa Fe,Cablemodem,382000,Centro,11.24,44.96
1125,2020,2,Santiago Del Estero,Cablemodem,72000,Noreste,6.83,27.32
1126,2020,2,Tierra Del Fuego,Cablemodem,26000,Sur,13.68,54.72
1127,2020,2,Tucumán,Cablemodem,10000,Noroeste,0.41,1.64
1128,2020,1,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1129,2020,1,Capital Federal,Cablemodem,1000000,Centro,32.05,128.2
1130,2020,1,Catamarca,Cablemodem,3000,Noroeste,0.76,3.04
1131,2020,1,Chaco,Cablemodem,54000,Noreste,4.74,18.96
1132,2020,1,Chubut,Cablemodem,27000,Sur,4.48,17.92
1133,2020,1,Córdoba,Cablemodem,406000,Centro,12.27,49.08
1134,2020,1,Corrientes,Cablemodem,53000,Noreste,4.43,17.72
1135,2020,1,Entre Ríos,Cablemodem,95000,Centro,6.66,26.64
1136,2020,1,Formosa,Cablemodem,9000,Noreste,1.7,6.8
1137,2020,1,Jujuy,Cablemodem,39000,Noroeste,4.89,19.56
1138,2020,1,La Pampa,Cablemodem,54000,Oeste,14.75,59.0
1139,2020,1,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1140,2020,1,Mendoza,Cablemodem,50000,Oeste,2.87,11.48
1141,2020,1,Misiones,Cablemodem,69000,Noreste,5.39,21.56
1142,2020,1,Neuquén,Cablemodem,66000,Sur,9.09,36.36
1143,2020,1,Río Negro,Cablemodem,38000,Sur,4.99,19.96
1144,2020,1,Salta,Cablemodem,76000,Noroeste,5.28,21.12
1145,2020,1,San Juan,Cablemodem,6000,Oeste,0.73,2.92
1146,2020,1,San Luis,Cablemodem,8000,Oeste,1.48,5.92
1147,2020,1,Santa Cruz,Cablemodem,16000,Sur,4.8,19.2
1148,2020,1,Santa Fe,Cablemodem,384000,Centro,11.29,45.16
1149,2020,1,Santiago Del Estero,Cablemodem,70000,Noreste,6.64,26.56
1150,2020,1,Tierra Del Fuego,Cablemodem,26000,Sur,13.68,54.72
1151,2020,1,Tucumán,Cablemodem,10000,Noroeste,0.41,1.64
1152,2019,4,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1153,2019,4,Capital Federal,Cablemodem,1000000,Centro,32.05,128.2
1154,2019,4,Catamarca,Cablemodem,3000,Noroeste,0.76,3.04
1155,2019,4,Chaco,Cablemodem,54000,Noreste,4.74,18.96
1156,2019,4,Chubut,Cablemodem,27000,Sur,4.48,17.92
1157,2019,4,Córdoba,Cablemodem,410000,Centro,12.39,49.56
1158,2019,4,Corrientes,Cablemodem,52000,Noreste,4.34,17.36
1159,2019,4,Entre Ríos,Cablemodem,99000,Centro,6.94,27.76
1160,2019,4,Formosa,Cablemodem,9000,Noreste,1.7,6.8
1161,2019,4,Jujuy,Cablemodem,38000,Noroeste,4.77,19.08
1162,2019,4,La Pampa,Cablemodem,57000,Oeste,15.57,62.28
1163,2019,4,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1164,2019,4,Mendoza,Cablemodem,50000,Oeste,2.87,11.48
1165,2019,4,Misiones,Cablemodem,70000,Noreste,5.47,21.88
1166,2019,4,Neuquén,Cablemodem,61000,Sur,8.4,33.6
1167,2019,4,Río Negro,Cablemodem,38000,Sur,4.99,19.96
1168,2019,4,Salta,Cablemodem,76000,Noroeste,5.28,21.12
1169,2019,4,San Juan,Cablemodem,6000,Oeste,0.73,2.92
1170,2019,4,San Luis,Cablemodem,8000,Oeste,1.48,5.92
1171,2019,4,Santa Cruz,Cablemodem,16000,Sur,4.8,19.2
1172,2019,4,Santa Fe,Cablemodem,382000,Centro,11.24,44.96
1173,2019,4,Santiago Del Estero,Cablemodem,71000,Noreste,6.74,26.96
1174,2019,4,Tierra Del Fuego,Cablemodem,27000,Sur,14.21,56.84
1175,2019,4,Tucumán,Cablemodem,11000,Noroeste,0.45,1.8
1176,2019,3,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1177,2019,3,Capital Federal,Cablemodem,1000000,Centro,32.05,128.2
1178,2019,3,Catamarca,Cablemodem,6000,Noroeste,1.52,6.08
1179,2019,3,Chaco,Cablemodem,49000,Noreste,4.3,17.2
1180,2019,3,Chubut,Cablemodem,27000,Sur,4.48,17.92
1181,2019,3,Córdoba,Cablemodem,399000,Centro,12.06,48.24
1182,2019,3,Corrientes,Cablemodem,50000,Noreste,4.18,16.72
1183,2019,3,Entre Ríos,Cablemodem,96000,Centro,6.73,26.92
1184,2019,3,Formosa,Cablemodem,8000,Noreste,1.51,6.04
1185,2019,3,Jujuy,Cablemodem,36000,Noroeste,4.52,18.08
1186,2019,3,La Pampa,Cablemodem,53000,Oeste,14.48,57.92
1187,2019,3,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1188,2019,3,Mendoza,Cablemodem,54000,Oeste,3.1,12.4
1189,2019,3,Misiones,Cablemodem,66000,Noreste,5.16,20.64
1190,2019,3,Neuquén,Cablemodem,60000,Sur,8.26,33.04
1191,2019,3,Río Negro,Cablemodem,37000,Sur,4.86,19.44
1192,2019,3,Salta,Cablemodem,74000,Noroeste,5.14,20.56
1193,2019,3,San Juan,Cablemodem,7000,Oeste,0.86,3.44
1194,2019,3,San Luis,Cablemodem,11000,Oeste,2.04,8.16
1195,2019,3,Santa Cruz,Cablemodem,17000,Sur,5.11,20.44
1196,2019,3,Santa Fe,Cablemodem,377000,Centro,11.09,44.36
1197,2019,3,Santiago Del Estero,Cablemodem,71000,Noreste,6.74,26.96
1198,2019,3,Tierra Del Fuego,Cablemodem,27000,Sur,14.21,56.84
1199,2019,3,Tucumán,Cablemodem,12000,Noroeste,0.49,1.96
1200,2019,2,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1201,2019,2,Capital Federal,Cablemodem,1000000,Centro,32.05,128.2
1202,2019,2,Catamarca,Cablemodem,6000,Noroeste,1.52,6.08
1203,2019,2,Chaco,Cablemodem,47000,Noreste,4.12,16.48
1204,2019,2,Chubut,Cablemodem,26000,Sur,4.31,17.24
1205,2019,2,Córdoba,Cablemodem,388000,Centro,11.73,46.92
1206,2019,2,Corrientes,Cablemodem,47000,Noreste,3.93,15.72
1207,2019,2,Entre Ríos,Cablemodem,91000,Centro,6.38,25.52
1208,2019,2,Formosa,Cablemodem,9000,Noreste,1.7,6.8
1209,2019,2,Jujuy,Cablemodem,31000,Noroeste,3.89,15.56
1210,2019,2,La Pampa,Cablemodem,52000,Oeste,14.21,56.84
1211,2019,2,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1212,2019,2,Mendoza,Cablemodem,54000,Oeste,3.1,12.4
1213,2019,2,Misiones,Cablemodem,64000,Noreste,5.0,20.0
1214,2019,2,Neuquén,Cablemodem,59000,Sur,8.13,32.52
1215,2019,2,Río Negro,Cablemodem,37000,Sur,4.86,19.44
1216,2019,2,Salta,Cablemodem,62000,Noroeste,4.31,17.24
1217,2019,2,San Juan,Cablemodem,7000,Oeste,0.86,3.44
1218,2019,2,San Luis,Cablemodem,10000,Oeste,1.85,7.4
1219,2019,2,Santa Cruz,Cablemodem,10000,Sur,3.0,12.0
1220,2019,2,Santa Fe,Cablemodem,355000,Centro,10.44,41.76
1221,2019,2,Santiago Del Estero,Cablemodem,65000,Noreste,6.17,24.68
1222,2019,2,Tierra Del Fuego,Cablemodem,26000,Sur,13.68,54.72
1223,2019,2,Tucumán,Cablemodem,12000,Noroeste,0.49,1.96
1224,2019,1,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1225,2019,1,Capital Federal,Cablemodem,1000000,Centro,32.05,128.2
1226,2019,1,Catamarca,Cablemodem,4000,Noroeste,1.01,4.04
1227,2019,1,Chaco,Cablemodem,44000,Noreste,3.86,15.44
1228,2019,1,Chubut,Cablemodem,23000,Sur,3.81,15.24
1229,2019,1,Córdoba,Cablemodem,364000,Centro,11.0,44.0
1230,2019,1,Corrientes,Cablemodem,43000,Noreste,3.59,14.36
1231,2019,1,Entre Ríos,Cablemodem,90000,Centro,6.31,25.24
1232,2019,1,Formosa,Cablemodem,8000,Noreste,1.51,6.04
1233,2019,1,Jujuy,Cablemodem,12000,Noroeste,1.51,6.04
1234,2019,1,La Pampa,Cablemodem,57000,Oeste,15.57,62.28
1235,2019,1,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1236,2019,1,Mendoza,Cablemodem,40000,Oeste,2.3,9.2
1237,2019,1,Misiones,Cablemodem,59000,Noreste,4.61,18.44
1238,2019,1,Neuquén,Cablemodem,56000,Sur,7.71,30.84
1239,2019,1,Río Negro,Cablemodem,34000,Sur,4.46,17.84
1240,2019,1,Salta,Cablemodem,58000,Noroeste,4.03,16.12
1241,2019,1,San Juan,Cablemodem,6000,Oeste,0.73,2.92
1242,2019,1,San Luis,Cablemodem,8000,Oeste,1.48,5.92
1243,2019,1,Santa Cruz,Cablemodem,5000,Sur,1.5,6.0
1244,2019,1,Santa Fe,Cablemodem,340000,Centro,10.0,40.0
1245,2019,1,Santiago Del Estero,Cablemodem,62000,Noreste,5.88,23.52
1246,2019,1,Tierra Del Fuego,Cablemodem,24000,Sur,12.63,50.52
1247,2019,1,Tucumán,Cablemodem,12000,Noroeste,0.49,1.96
1248,2018,4,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1249,2018,4,Capital Federal,Cablemodem,1000000,Centro,32.05,128.2
1250,2018,4,Catamarca,Cablemodem,4000,Noroeste,1.01,4.04
1251,2018,4,Chaco,Cablemodem,44000,Noreste,3.86,15.44
1252,2018,4,Chubut,Cablemodem,23000,Sur,3.81,15.24
1253,2018,4,Córdoba,Cablemodem,356000,Centro,10.76,43.04
1254,2018,4,Corrientes,Cablemodem,42000,Noreste,3.51,14.04
1255,2018,4,Entre Ríos,Cablemodem,86000,Centro,6.03,24.12
1256,2018,4,Formosa,Cablemodem,8000,Noreste,1.51,6.04
1257,2018,4,Jujuy,Cablemodem,12000,Noroeste,1.51,6.04
1258,2018,4,La Pampa,Cablemodem,55000,Oeste,15.03,60.12
1259,2018,4,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1260,2018,4,Mendoza,Cablemodem,40000,Oeste,2.3,9.2
1261,2018,4,Misiones,Cablemodem,54000,Noreste,4.22,16.88
1262,2018,4,Neuquén,Cablemodem,56000,Sur,7.71,30.84
1263,2018,4,Río Negro,Cablemodem,34000,Sur,4.46,17.84
1264,2018,4,Salta,Cablemodem,58000,Noroeste,4.03,16.12
1265,2018,4,San Juan,Cablemodem,6000,Oeste,0.73,2.92
1266,2018,4,San Luis,Cablemodem,8000,Oeste,1.48,5.92
1267,2018,4,Santa Cruz,Cablemodem,5000,Sur,1.5,6.0
1268,2018,4,Santa Fe,Cablemodem,323000,Centro,9.5,38.0
1269,2018,4,Santiago Del Estero,Cablemodem,61000,Noreste,5.79,23.16
1270,2018,4,Tierra Del Fuego,Cablemodem,23000,Sur,12.11,48.44
1271,2018,4,Tucumán,Cablemodem,12000,Noroeste,0.49,1.96
1272,2018,3,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1273,2018,3,Capital Federal,Cablemodem,1000000,Centro,32.05,128.2
1274,2018,3,Catamarca,Cablemodem,4000,Noroeste,1.01,4.04
1275,2018,3,Chaco,Cablemodem,42000,Noreste,3.68,14.72
1276,2018,3,Chubut,Cablemodem,23000,Sur,3.81,15.24
1277,2018,3,Córdoba,Cablemodem,342000,Centro,10.34,41.36
1278,2018,3,Corrientes,Cablemodem,41000,Noreste,3.43,13.72
1279,2018,3,Entre Ríos,Cablemodem,84000,Centro,5.89,23.56
1280,2018,3,Formosa,Cablemodem,8000,Noreste,1.51,6.04
1281,2018,3,Jujuy,Cablemodem,11000,Noroeste,1.38,5.52
1282,2018,3,La Pampa,Cablemodem,55000,Oeste,15.03,60.12
1283,2018,3,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1284,2018,3,Mendoza,Cablemodem,40000,Oeste,2.3,9.2
1285,2018,3,Misiones,Cablemodem,51000,Noreste,3.98,15.92
1286,2018,3,Neuquén,Cablemodem,54000,Sur,7.44,29.76
1287,2018,3,Río Negro,Cablemodem,33000,Sur,4.33,17.32
1288,2018,3,Salta,Cablemodem,54000,Noroeste,3.75,15.0
1289,2018,3,San Juan,Cablemodem,6000,Oeste,0.73,2.92
1290,2018,3,San Luis,Cablemodem,8000,Oeste,1.48,5.92
1291,2018,3,Santa Cruz,Cablemodem,5000,Sur,1.5,6.0
1292,2018,3,Santa Fe,Cablemodem,313000,Centro,9.21,36.84
1293,2018,3,Santiago Del Estero,Cablemodem,59000,Noreste,5.6,22.4
1294,2018,3,Tierra Del Fuego,Cablemodem,23000,Sur,12.11,48.44
1295,2018,3,Tucumán,Cablemodem,9000,Noroeste,0.37,1.48
1296,2018,2,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1297,2018,2,Capital Federal,Cablemodem,978000,Centro,31.35,125.4
1298,2018,2,Catamarca,Cablemodem,4000,Noroeste,1.01,4.04
1299,2018,2,Chaco,Cablemodem,41000,Noreste,3.6,14.4
1300,2018,2,Chubut,Cablemodem,20000,Sur,3.32,13.28
1301,2018,2,Córdoba,Cablemodem,328000,Centro,9.92,39.68
1302,2018,2,Corrientes,Cablemodem,40000,Noreste,3.34,13.36
1303,2018,2,Entre Ríos,Cablemodem,80000,Centro,5.61,22.44
1304,2018,2,Formosa,Cablemodem,7000,Noreste,1.32,5.28
1305,2018,2,Jujuy,Cablemodem,11000,Noroeste,1.38,5.52
1306,2018,2,La Pampa,Cablemodem,54000,Oeste,14.75,59.0
1307,2018,2,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1308,2018,2,Mendoza,Cablemodem,37000,Oeste,2.13,8.52
1309,2018,2,Misiones,Cablemodem,48000,Noreste,3.75,15.0
1310,2018,2,Neuquén,Cablemodem,53000,Sur,7.3,29.2
1311,2018,2,Río Negro,Cablemodem,33000,Sur,4.33,17.32
1312,2018,2,Salta,Cablemodem,53000,Noroeste,3.68,14.72
1313,2018,2,San Juan,Cablemodem,5000,Oeste,0.61,2.44
1314,2018,2,San Luis,Cablemodem,8000,Oeste,1.48,5.92
1315,2018,2,Santa Cruz,Cablemodem,4000,Sur,1.2,4.8
1316,2018,2,Santa Fe,Cablemodem,304000,Centro,8.94,35.76
1317,2018,2,Santiago Del Estero,Cablemodem,56000,Noreste,5.31,21.24
1318,2018,2,Tierra Del Fuego,Cablemodem,23000,Sur,12.11,48.44
1319,2018,2,Tucumán,Cablemodem,9000,Noroeste,0.37,1.48
1320,2018,1,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1321,2018,1,Capital Federal,Cablemodem,968000,Centro,31.03,124.12
1322,2018,1,Catamarca,Cablemodem,4000,Noroeste,1.01,4.04
1323,2018,1,Chaco,Cablemodem,40000,Noreste,3.51,14.04
1324,2018,1,Chubut,Cablemodem,20000,Sur,3.32,13.28
1325,2018,1,Córdoba,Cablemodem,327000,Centro,9.89,39.56
1326,2018,1,Corrientes,Cablemodem,35000,Noreste,2.92,11.68
1327,2018,1,Entre Ríos,Cablemodem,76000,Centro,5.33,21.32
1328,2018,1,Formosa,Cablemodem,7000,Noreste,1.32,5.28
1329,2018,1,Jujuy,Cablemodem,10000,Noroeste,1.25,5.0
1330,2018,1,La Pampa,Cablemodem,51000,Oeste,13.93,55.72
1331,2018,1,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1332,2018,1,Mendoza,Cablemodem,37000,Oeste,2.13,8.52
1333,2018,1,Misiones,Cablemodem,47000,Noreste,3.67,14.68
1334,2018,1,Neuquén,Cablemodem,55000,Sur,7.58,30.32
1335,2018,1,Río Negro,Cablemodem,32000,Sur,4.2,16.8
1336,2018,1,Salta,Cablemodem,52000,Noroeste,3.61,14.44
1337,2018,1,San Juan,Cablemodem,5000,Oeste,0.61,2.44
1338,2018,1,San Luis,Cablemodem,8000,Oeste,1.48,5.92
1339,2018,1,Santa Cruz,Cablemodem,4000,Sur,1.2,4.8
1340,2018,1,Santa Fe,Cablemodem,300000,Centro,8.82,35.28
1341,2018,1,Santiago Del Estero,Cablemodem,55000,Noreste,5.22,20.88
1342,2018,1,Tierra Del Fuego,Cablemodem,10000,Sur,5.26,21.04
1343,2018,1,Tucumán,Cablemodem,9000,Noroeste,0.37,1.48
1344,2017,4,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1345,2017,4,Capital Federal,Cablemodem,962000,Centro,30.83,123.32
1346,2017,4,Catamarca,Cablemodem,263,Noroeste,0.07,0.28
1347,2017,4,Chaco,Cablemodem,40000,Noreste,3.51,14.04
1348,2017,4,Chubut,Cablemodem,15000,Sur,2.49,9.96
1349,2017,4,Córdoba,Cablemodem,325000,Centro,9.82,39.28
1350,2017,4,Corrientes,Cablemodem,35000,Noreste,2.92,11.68
1351,2017,4,Entre Ríos,Cablemodem,74000,Centro,5.19,20.76
1352,2017,4,Formosa,Cablemodem,7000,Noreste,1.32,5.28
1353,2017,4,Jujuy,Cablemodem,10000,Noroeste,1.25,5.0
1354,2017,4,La Pampa,Cablemodem,50000,Oeste,13.66,54.64
1355,2017,4,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1356,2017,4,Mendoza,Cablemodem,16000,Oeste,0.92,3.68
1357,2017,4,Misiones,Cablemodem,47000,Noreste,3.67,14.68
1358,2017,4,Neuquén,Cablemodem,54000,Sur,7.44,29.76
1359,2017,4,Río Negro,Cablemodem,30000,Sur,3.94,15.76
1360,2017,4,Salta,Cablemodem,50000,Noroeste,3.47,13.88
1361,2017,4,San Juan,Cablemodem,451,Oeste,0.06,0.24
1362,2017,4,San Luis,Cablemodem,1000,Oeste,0.19,0.76
1363,2017,4,Santa Cruz,Cablemodem,2000,Sur,0.6,2.4
1364,2017,4,Santa Fe,Cablemodem,294000,Centro,8.65,34.6
1365,2017,4,Santiago Del Estero,Cablemodem,40000,Noreste,3.8,15.2
1366,2017,4,Tierra Del Fuego,Cablemodem,7000,Sur,3.68,14.72
1367,2017,4,Tucumán,Cablemodem,5000,Noroeste,0.2,0.8
1368,2017,3,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1369,2017,3,Capital Federal,Cablemodem,941000,Centro,30.16,120.64
1370,2017,3,Catamarca,Cablemodem,4000,Noroeste,1.01,4.04
1371,2017,3,Chaco,Cablemodem,37000,Noreste,3.25,13.0
1372,2017,3,Chubut,Cablemodem,6000,Sur,1.0,4.0
1373,2017,3,Córdoba,Cablemodem,319000,Centro,9.64,38.56
1374,2017,3,Corrientes,Cablemodem,34000,Noreste,2.84,11.36
1375,2017,3,Entre Ríos,Cablemodem,70000,Centro,4.91,19.64
1376,2017,3,Formosa,Cablemodem,7000,Noreste,1.32,5.28
1377,2017,3,Jujuy,Cablemodem,9000,Noroeste,1.13,4.52
1378,2017,3,La Pampa,Cablemodem,50000,Oeste,13.66,54.64
1379,2017,3,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1380,2017,3,Mendoza,Cablemodem,34000,Oeste,1.95,7.8
1381,2017,3,Misiones,Cablemodem,44000,Noreste,3.44,13.76
1382,2017,3,Neuquén,Cablemodem,52000,Sur,7.16,28.64
1383,2017,3,Río Negro,Cablemodem,30000,Sur,3.94,15.76
1384,2017,3,Salta,Cablemodem,50000,Noroeste,3.47,13.88
1385,2017,3,San Juan,Cablemodem,5000,Oeste,0.61,2.44
1386,2017,3,San Luis,Cablemodem,8000,Oeste,1.48,5.92
1387,2017,3,Santa Cruz,Cablemodem,5000,Sur,1.5,6.0
1388,2017,3,Santa Fe,Cablemodem,291000,Centro,8.56,34.24
1389,2017,3,Santiago Del Estero,Cablemodem,54000,Noreste,5.12,20.48
1390,2017,3,Tierra Del Fuego,Cablemodem,7000,Sur,3.68,14.72
1391,2017,3,Tucumán,Cablemodem,6000,Noroeste,0.24,0.96
1392,2017,2,Buenos Aires,Cablemodem,2000000,Centro,11.38,45.52
1393,2017,2,Capital Federal,Cablemodem,932000,Centro,29.87,119.48
1394,2017,2,Catamarca,Cablemodem,255,Noroeste,0.06,0.24
1395,2017,2,Chaco,Cablemodem,36000,Noreste,3.16,12.64
1396,2017,2,Chubut,Cablemodem,1000,Sur,0.17,0.68
1397,2017,2,Córdoba,Cablemodem,303000,Centro,9.16,36.64
1398,2017,2,Corrientes,Cablemodem,33000,Noreste,2.76,11.04
1399,2017,2,Entre Ríos,Cablemodem,68000,Centro,4.77,19.08
1400,2017,2,Formosa,Cablemodem,6000,Noreste,1.13,4.52
1401,2017,2,Jujuy,Cablemodem,9000,Noroeste,1.13,4.52
1402,2017,2,La Pampa,Cablemodem,48000,Oeste,13.11,52.44
1403,2017,2,La Rioja,Cablemodem,35000,Oeste,11.11,44.44
1404,2017,2,Mendoza,Cablemodem,13000,Oeste,0.75,3.0
1405,2017,2,Misiones,Cablemodem,43000,Noreste,3.36,13.44
1406,2017,2,Neuquén,Cablemodem,50000,Sur,6.89,27.56
1407,2017,2,Río Negro,Cablemodem,29000,Sur,3.81,15.24
1408,2017,2,Salta,Cablemodem,27000,Noroeste,1.88,7.52
1409,2017,2,San Juan,Cablemodem,451,Oeste,0.06,0.24
1410,2017,2,San Luis,Cablemodem,1000,Oeste,0.19,0.76
1411,2017,2,Santa Cruz,Cablemodem,3000,Sur,0.9,3.6
1412,2017,2,Santa Fe,Cablemodem,228000,Centro,6.71,26.84
1413,2017,2,Santiago Del Estero,Cablemodem,4000,Noreste,0.38,1.52
1414,2017,2,Tierra Del Fuego,Cablemodem,7000,Sur,3.68,14.72
1415,2017,2,Tucumán,Cablemodem,5000,Noroeste,0.2,0.8
1416,2017,1,Buenos Aires,Cablemodem,1000000,Centro,5.69,22.76
1417,2017,1,Capital Federal,Cablemodem,918000,Centro,29.42,117.68
1418,2017,1,Catamarca,Cablemodem,248,Noroeste,0.06,0.24
1419,2017,1,Chaco,Cablemodem,34000,Noreste,2.98,11.92
1420,2017,1,Chubut,Cablemodem,999,Sur,0.17,0.68
1421,2017,1,Córdoba,Cablemodem,293000,Centro,8.86,35.44
1422,2017,1,Corrientes,Cablemodem,32000,Noreste,2.67,10.68
1423,2017,1,Entre Ríos,Cablemodem,65000,Centro,4.56,18.24
